XP_004987452.1	Em0001g23a
XP_004995608.1	Em0016g108a
XP_004995609.1	Em0009g672a
XP_004995610.1	Em0022g298a
XP_004995636.1	Em0001g295a
XP_004995642.1	Em0009g1297a
XP_004995645.1	Em0018g1202a
XP_004995650.1	Em0021g843a
XP_004995653.1	Em0006g662a
XP_004995657.1	Em0004g905a
XP_004995659.1	Em0023g233a
XP_004995660.1	Em0005g1211a
XP_004995662.1	Em0028g6a
XP_004995667.1	Em0019g759a
XP_004995668.1	Em0019g1005a
XP_004995672.1	Em0001g1734a
XP_004995674.1	Em0018g568a
XP_004995675.1	Em0001g215a
XP_004995676.1	Em0022g271a
XP_004995678.1	Em0022g406a
XP_004995681.1	Em0008g1059a
XP_004995683.1	Em0015g1262a
XP_004995686.1	Em0019g541a
XP_004995687.1	Em0008g1118a
XP_004995688.1	Em0010g1020a
XP_004995689.1	Em0010g229a
XP_004995691.1	Em0016g1002a
XP_004995692.1	Em0015g985a
XP_004995698.1	Em0017g485a
XP_004995699.1	Em0011g81a
XP_004995700.1	Em0009g976a
XP_004995701.1	Em0015g624a
XP_004995708.1	Em0086g7a
XP_004995709.1	Em0020g1009a
XP_004995710.1	Em0004g8a
XP_004995711.1	Em0786g7a
XP_004995715.1	Em0023g618a
XP_004995725.1	Em0016g274a
XP_004995726.1	Em0020g226a
XP_004995729.1	Em0028g41a
XP_004995730.1	Em0015g480a
XP_004995733.1	Em0018g499a
XP_004995741.1	Em0018g186a
XP_004995743.1	Em0012g534a
XP_004995744.1	Em0012g535a
XP_004995745.1	Em0002g1760a
XP_004995747.1	Em0021g526a
XP_004995752.1	Em0001g529a
XP_004995753.1	Em0019g176a
XP_004995754.1	Em0060g5a
XP_004995759.1	Em0018g1054a
XP_004995761.1	g33022.t1
XP_004995762.1	Em0011g143a
XP_004995764.1	Em0011g773a
XP_004995767.1	Em0023g430a
XP_004995769.1	Em0005g1591a
XP_004995770.1	Em0007g1261a
XP_004995773.1	Em0016g1017a
XP_004995774.1	Em0001g2114a
XP_004995776.1	Em0023g387a
XP_004995777.1	Em0001g436a
XP_004995778.1	Em0007g40a
XP_004995779.1	g33006.t1
XP_004995782.1	Em0022g517a
XP_004995783.1	Em0015g171a
XP_004995786.1	Em0020g764a
XP_004995788.1	Em0023g96a
XP_004995795.1	Em0023g24a
XP_004995798.1	Em0004g71a
XP_004995801.1	Em0004g1350a
XP_004995804.1	Em0019g151a
XP_004995806.1	Em0005g549a
XP_004995807.1	Em0019g1027a
XP_004995808.1	Em0020g27a
XP_004995809.1	Em0021g674a
XP_004995815.1	Em0022g190a
XP_004995816.1	Em0017g22a
XP_004995824.1	Em0020g812a
XP_004995825.1	Em0013g2a
XP_004995826.1	Em0022g519a
XP_004995827.1	Em0022g226a
XP_004995829.1	Em0009g616a
XP_004995830.1	Em0019g343a
XP_004995831.1	Em0005g1193a
XP_004995836.1	Em0012g1088a
XP_004995840.1	Em0010g894a
XP_004995844.1	Em0020g757a
XP_004995845.1	Em0016g1044a
XP_004995847.1	Em0008g1106a
XP_004995850.1	Em0009g1140a
XP_004995853.1	Em0021g109a
XP_004995857.1	Em0003g1521a
XP_004995861.1	Em0015g27a
XP_004995862.1	Em0001g623a
XP_004995863.1	Em0009g1034a
XP_004995865.1	Em0013g816a
XP_004995866.1	Em0005g1202a
XP_004995867.1	Em0004g88a
XP_004995871.1	Em0020g640a
XP_004995872.1	Em0012g1044a
XP_004995874.1	Em0007g78a
XP_004995876.1	Em0019g839a
XP_004995883.1	Em0019g611a
XP_004995884.1	Em0005g1163a
XP_004995885.1	Em0001g2641a
XP_004995890.1	Em0028g29a
XP_004995891.1	Em0001g106a
XP_004995892.1	Em0664g6a
XP_004995894.1	Em0007g12a
XP_004995896.1	Em0015g225a
XP_004995897.1	Em0028g20a
XP_004995898.1	Em0021g584a
XP_004995900.1	Em0015g95a
XP_004995904.1	Em0020g52a
XP_004995908.1	Em0013g693a
XP_004995911.1	Em0023g704a
XP_004995913.1	Em0017g20a
XP_004995915.1	Em0006g646a
XP_004995917.1	Em0011g56a
XP_004995918.1	Em0006g863a
XP_004995919.1	Em0003g320a
XP_004995921.1	Em0018g1182a
XP_004995928.1	Em0016g69a
XP_004995929.1	Em0144g1a
XP_004995931.1	Em0015g28a
XP_004995936.1	Em0011g185a
XP_004995938.1	Em0015g362a
XP_004995955.1	Em0004g92a
XP_004995956.1	Em0011g876a
XP_004995958.1	Em0021g24a
XP_004995959.1	Em0017g637a
XP_004995961.1	Em0005g1271a
XP_004995970.1	Em0018g106a
XP_004995972.1	Em0162g12a
XP_004995974.1	Em0018g1015a
XP_004995975.1	Em0016g635a
XP_004995976.1	Em0016g1027a
XP_004995979.1	Em0006g973a
XP_004995981.1	Em0012g1098a
XP_004995983.1	Em0021g246a
XP_004995987.1	Em0014g242a
XP_004995988.1	Em0011g29a
XP_004995992.1	Em0021g258a
XP_004995996.1	Em0020g792a
XP_004996008.1	Em0015g1085a
XP_004996009.1	Em0010g223a
XP_004996015.1	Em0008g1111a
XP_004996022.1	Em0022g222a
XP_004996023.1	Em0008g1228a
XP_004996024.1	Em0020g1095a
XP_004996026.1	Em0023g379a
XP_004996027.1	Em0006g1187a
XP_004996031.1	Em0016g118a
XP_004996035.1	Em0023g577a
XP_004996037.1	Em0015g664a
XP_004996039.1	Em0001g1766a
XP_004996044.1	Em0022g216a
XP_004996045.1	Em0023g536a
XP_004996050.1	Em0018g297a
XP_004996051.1	Em0004g1708a
XP_004996052.1	Em0008g1028a
XP_004996054.1	Em0008g1066a
XP_004996055.1	Em0003g1874a
XP_004996060.1	Em0022g368a
XP_004996061.1	Em0023g563a
XP_004996062.1	Em0015g147a
XP_004996064.1	Em0006g877a
XP_004996070.1	Em0013g308a
XP_004996077.1	Em0071g21a
XP_004996080.1	Em0015g713a
XP_004996082.1	Em0940g1a
XP_004996083.1	Em0019g744a
XP_004996086.1	Em0010g839a
XP_004996090.1	Em0014g815a
XP_004996102.1	Em0008g398a
XP_004996107.1	Em0007g719a
XP_004996111.1	Em0005g1149a
XP_004996112.1	Em0004g11a
XP_004996113.1	Em0019g1163a
XP_004996116.1	Em0011g144a
XP_004996117.1	Em0022g465a
XP_004996121.1	Em0020g102a
XP_004996125.1	Em0017g184a
XP_004996129.1	Em0019g66a
XP_004996130.1	Em0020g620a
XP_004996140.1	Em0005g1171a
XP_004996155.1	Em0022g157a
XP_004996156.1	Em0023g436a
XP_004996157.1	Em0007g224a
XP_004996159.1	Em0016g257a
XP_004996177.1	Em0008g823a
XP_004996184.1	Em0013g614a
XP_004996186.1	Em0016g140a
XP_004996187.1	Em0021g833a
XP_004996189.1	Em0011g568a
XP_004996193.1	Em0008g623a
XP_004996194.1	Em0020g351a
XP_004996199.1	Em0015g1186a
XP_004996200.1	Em0015g1011a
XP_004996204.1	Em0011g558a
XP_004996210.1	Em0006g600a
XP_004996228.1	Em0009g1267a
XP_004996234.1	Em0016g524a
XP_004996238.1	Em0019g583a
XP_004996242.1	Em0023g323a
XP_004996244.1	Em0786g8a
XP_004996245.1	Em0005g707a
XP_004996246.1	Em0023g935a
XP_004996248.1	Em0015g168a
XP_004996249.1	Em0001g1334a
XP_004996252.1	Em0017g790a
XP_004996254.1	Em0023g432a
XP_004996256.1	Em0021g83a
XP_004996257.1	Em0023g447a
XP_004996259.1	Em0021g289a
XP_004996264.1	Em0001g1763a
XP_004996265.1	Em0004g926a
XP_004996267.1	Em0003g654a
XP_004996269.1	Em0023g774a
XP_004996270.1	Em0013g313a
XP_004996274.1	Em0020g1055a
XP_004996275.1	Em0016g521a
XP_004996279.1	Em0018g214a
XP_004996281.1	Em0009g963a
XP_004996285.1	Em0440g2a
XP_004996294.1	Em0023g85a
XP_004996307.1	Em0017g242a
XP_004996313.1	Em0019g1177a
XP_004996318.1	Em0337g1a
XP_004996319.1	Em0018g1132a
XP_004996320.1	Em0003g1720a
XP_004996321.1	Em0007g33a
XP_004996324.1	Em0015g435a
XP_004996325.1	Em0023g322a
XP_004996355.1	Em0023g763a
XP_004996357.1	Em0004g181a
XP_004996358.1	Em0023g375a
XP_004996360.1	Em0023g752a
XP_004996362.1	Em0023g506a
XP_004996375.1	Em0004g1096a
XP_004996383.1	Em0023g403a
XP_004996389.1	Em0005g1186a
XP_004996391.1	Em0008g1107a
XP_004996393.1	Em0005g1646a
XP_004996397.1	Em0012g456a
XP_004996398.1	Em0009g912a
XP_004996413.1	Em0017g568a
XP_004996416.1	Em0013g167a
XP_004996417.1	Em0005g1190a
XP_004996421.1	Em0015g698a
XP_004996422.1	Em0015g1073a
XP_004996423.1	Em0022g555a
XP_004996424.1	Em0020g1057a
XP_004996436.1	Em0023g517a
XP_004996437.1	Em0023g368a
XP_004996440.1	Em0016g194a
XP_004996454.1	Em0021g545a
XP_004996456.1	Em0012g421a
XP_004996457.1	Em0022g931a
XP_004996458.1	Em0023g519a
XP_004996460.1	Em0012g1048a
XP_004996476.1	Em0023g400a
XP_004996479.1	Em0795g3a
XP_004996485.1	Em0015g569a
XP_004996487.1	Em0008g1220a
XP_004996491.1	Em0021g376a
XP_004996497.1	Em0008g1103a
XP_004996501.1	Em0016g172a
XP_004996504.1	Em0007g1588a
XP_004996514.1	Em0022g640a
XP_004996515.1	Em0020g155a
XP_004996523.1	Em0020g783a
XP_004996529.1	Em0013g157a
XP_004996533.1	Em0002g747a
XP_004996534.1	Em0016g546a
XP_004996535.1	Em0020g365a
XP_004996536.1	Em0022g703a
XP_004996537.1	Em0018g290a
XP_004996542.1	Em0017g560a
XP_004996544.1	Em0015g1059a
XP_004996545.1	Em0015g1296a
XP_004996546.1	Em0008g1261a
XP_004996547.1	Em0023g182a
XP_004996548.1	Em0016g918a
XP_004996549.1	Em0015g665a
XP_004996551.1	Em0015g1161a
XP_004996552.1	Em0021g234a
XP_004996559.1	Em0016g608a
XP_004996560.1	Em0008g286a
XP_004996562.1	Em0020g649a
XP_004996563.1	Em0020g535a
XP_004996571.1	Em0020g73a
XP_004996573.1	Em0023g77a
XP_004996578.1	Em0020g318a
XP_004996586.1	Em0023g195a
XP_004996587.1	Em0011g23a
XP_004996590.1	Em0018g156a
XP_004996591.1	Em0011g862a
XP_004996596.1	Em0020g393a
XP_004996601.1	Em0020g976a
XP_004996604.1	Em0008g142a
XP_004996607.1	Em0013g534a
XP_004996609.1	Em0005g1438a
XP_004996611.1	Em0002g220a
XP_004996616.1	Em0020g138a
XP_004996618.1	Em0013g703a
XP_004996620.1	Em0013g105a
XP_004996624.1	Em0012g518a
XP_004996632.1	Em0021g668a
XP_004996636.1	Em0019g95a
XP_004996637.1	Em0021g279a
XP_004996638.1	Em0019g276a
XP_004996639.1	Em0003g191a
XP_004996640.1	Em0019g359a
XP_004996645.1	Em0018g185a
XP_004996646.1	Em0023g931a
XP_004996647.1	Em0005g710a
XP_004996648.1	Em0019g185a
XP_004996649.1	Em0016g62a
XP_004996652.1	Em0022g939a
XP_004996656.1	Em0004g1055a
XP_004996659.1	Em0009g984a
XP_004996660.1	Em0022g338a
XP_004996662.1	Em0005g1380a
XP_004996665.1	Em0018g1023a
XP_004996666.1	Em0018g979a
XP_004996668.1	Em0009g1311a
XP_004996669.1	Em0003g651a
XP_004996670.1	Em0019g154a
XP_004996674.1	Em0020g228a
XP_004996675.1	Em0019g346a
XP_004996678.1	Em0015g291a
XP_004996688.1	Em0017g550a
XP_004996689.1	Em0001g1094a
XP_004996691.1	Em0007g982a
XP_004996692.1	Em0088g8a
XP_004996693.1	Em0016g506a
XP_004996696.1	Em0020g209a
XP_004996701.1	Em0004g1646a
XP_004996707.1	Em0015g1273a
XP_004996708.1	Em0019g1220a
XP_004996710.1	Em0019g207a
XP_004996711.1	Em0022g87a
XP_004996713.1	Em0019g102a
XP_004996726.1	Em0022g132a
XP_004996727.1	Em0022g563a
XP_004996729.1	Em0022g409a
XP_004996731.1	Em0004g1194a
XP_004996733.1	Em0008g969a
XP_004996735.1	Em0016g560a
XP_004996736.1	Em0021g906a
XP_004996737.1	Em0023g798a
XP_004996738.1	Em0001g1953a
XP_004996739.1	Em0016g248a
XP_004996741.1	Em0005g1184a
XP_004996743.1	Em0019g181a
XP_004996745.1	Em0005g1191a
XP_004996748.1	Em0021g983a
XP_004996759.1	Em0023g567a
XP_004996766.1	Em0005g61a
XP_004996767.1	Em0010g922a
XP_004996769.1	Em0023g26a
XP_004996770.1	Em0015g1154a
XP_004996771.1	Em0003g1834a
XP_004996773.1	Em0001g1294a
XP_004996778.1	Em0013g622a
XP_004996779.1	Em0020g996a
XP_004996781.1	Em0004g156a
XP_004996782.1	Em0019g247a
XP_004996784.1	Em0006g599a
XP_004996785.1	Em0006g584a
XP_004996789.1	Em0018g37a
XP_004996790.1	Em0001g2661a
XP_004996796.1	Em0011g1160a
XP_004996797.1	Em0001g1891a
XP_004996798.1	Em0021g111a
XP_004996804.1	Em0017g955a
XP_004996809.1	Em0021g660a
XP_004996813.1	Em0001g3614a
XP_004996814.1	Em0016g451a
XP_004996815.1	Em1189g1a
XP_004996816.1	Em0011g514a
XP_004996818.1	Em0018g790a
XP_004996827.1	Em0002g41a
XP_004996829.1	Em0019g553a
XP_004996830.1	Em0019g545a
XP_004996834.1	Em0006g1237a
XP_004996839.1	Em0004g750a
XP_004996840.1	Em0020g36a
XP_004996846.1	Em0099g20a
XP_004996848.1	Em0018g1079a
XP_004996850.1	Em0020g375a
XP_004996852.1	Em1424g1a
XP_004996853.1	Em0551g3a
XP_004996857.1	Em0001g1437a
XP_004996859.1	Em0006g892a
XP_004996860.1	Em0001g1246a
XP_004996863.1	Em0018g187a
XP_004996866.1	Em0001g24a
XP_004996870.1	Em0005g1643a
XP_004996875.1	Em0009g98a
XP_004996876.1	Em0019g94a
XP_004996878.1	Em0020g688a
XP_004996879.1	Em0010g898a
XP_004996880.1	Em0306g1a
XP_004996883.1	Em0018g166a
XP_004996885.1	Em0019g214a
XP_004996886.1	Em0016g882a
XP_004996888.1	Em0006g644a
XP_004996894.1	Em0015g127a
XP_004996898.1	Em0005g1091a
XP_004996899.1	Em0005g1443a
XP_004996900.1	Em0019g73a
XP_004996901.1	Em0016g536a
XP_004996902.1	Em0019g170a
XP_004996904.1	Em0019g1038a
XP_004996908.1	Em0019g605a
XP_004996910.1	Em0021g970a
XP_004996912.1	Em0014g132a
XP_004996917.1	Em0008g1072a
XP_004996921.1	Em0020g999a
XP_004996924.1	Em0021g729a
XP_004996925.1	Em0021g984a
XP_004996926.1	Em0017g461a
XP_004996928.1	Em0018g57a
XP_004996931.1	Em0012g482a
XP_004996933.1	Em0015g1052a
XP_004996939.1	Em0001g2869a
XP_004996940.1	Em0016g384a
XP_004996941.1	Em0001g929a
XP_004996947.1	Em0008g980a
XP_004996951.1	Em0004g647a
XP_004996952.1	Em0001g1750a
XP_004996955.1	Em0020g125a
XP_004996957.1	Em0008g911a
XP_004996962.1	Em0001g3276a
XP_004996963.1	Em0001g3266a
XP_004996966.1	Em0011g1161a
XP_004996968.1	Em0015g1072a
XP_004996970.1	Em0015g561a
XP_004996971.1	Em0013g120a
XP_004996972.1	Em0022g761a
XP_004996973.1	Em0001g2388a
XP_004996981.1	Em0022g493a
XP_004996982.1	Em0008g1082a
XP_004996986.1	Em0019g314a
XP_004996987.1	Em0115g9a
XP_004996989.1	Em0008g1116a
XP_004996992.1	Em0017g25a
XP_004996995.1	Em0001g1336a
XP_004996997.1	Em0004g1079a
XP_004996999.1	Em0003g269a
XP_004997001.1	Em0001g3613a
XP_004997002.1	Em0001g1074a
XP_004997004.1	Em0023g76a
XP_004997006.1	Em0019g636a
XP_004997008.1	Em0019g107a
XP_004997009.1	Em0011g852a
XP_004997011.1	Em0010g250a
XP_004997013.1	Em0016g11a
XP_004997014.1	Em0020g668a
XP_004997015.1	Em0001g2353a
XP_004997016.1	Em0022g225a
XP_004997022.1	Em0002g1840a
XP_004997023.1	Em0013g403a
XP_004997024.1	Em0016g128a
XP_004997025.1	Em0019g966a
XP_004997026.1	Em0005g1644a
XP_004997030.1	Em0001g3565a
XP_004997033.1	Em0022g820a
XP_004997037.1	Em0008g1017a
XP_004997038.1	Em0012g1049a
XP_004997039.1	Em0714g2a
XP_004997041.1	Em0021g374a
XP_004997054.1	Em0011g159a
XP_004997060.1	Em0019g190a
XP_004997062.1	Em0010g909a
XP_004997064.1	Em0011g324a
XP_004997067.1	Em0017g180a
XP_004997068.1	Em0021g863a
XP_004997071.1	Em0022g937a
XP_004997075.1	Em0021g141a
XP_004997076.1	Em0013g312a
XP_004997078.1	Em0004g1357a
XP_004997079.1	Em0004g1358a
XP_004997081.1	Em0023g324a
XP_004997082.1	Em0005g870a
XP_004997083.1	Em0001g1136a
XP_004997086.1	Em0022g346a
XP_004997088.1	Em0021g55a
XP_004997089.1	Em0022g666a
XP_004997090.1	Em0956g3a
XP_004997094.1	Em0012g779a
XP_004997095.1	Em0015g1211a
XP_004997096.1	Em0022g425a
XP_004997098.1	Em0001g468a
XP_004997102.1	Em0021g589a
XP_004997107.1	Em0022g866a
XP_004997109.1	Em0021g569a
XP_004997110.1	Em0014g27a
XP_004997111.1	Em0021g795a
XP_004997112.1	Em0020g601a
XP_004997113.1	Em0020g1082a
XP_004997114.1	Em0001g2175a
XP_004997116.1	Em0004g1351a
XP_004997119.1	Em0005g1633a
XP_004997121.1	Em0014g183a
XP_004997122.1	Em0018g992a
XP_004997123.1	Em0009g41a
XP_004997124.1	Em0006g1154a
XP_004997125.1	Em0014g765a
XP_004997129.1	Em0003g46a
XP_004997131.1	Em0005g86a
XP_004997132.1	Em0024g269a
XP_004997135.1	Em0440g6a
XP_004997136.1	Em0018g54a
XP_004997137.1	Em0010g72a
XP_004997139.1	Em0018g312a
XP_004997147.1	Em0005g145a
XP_004997149.1	Em0014g772a
XP_004997156.1	Em0018g75a
XP_004997159.1	Em0018g576a
XP_004997163.1	Em0014g633a
XP_004997164.1	Em0010g130a
XP_004997166.1	Em0019g565a
XP_004997167.1	Em0001g1567a
XP_004997168.1	Em0010g925a
XP_004997173.1	Em0010g935a
XP_004997174.1	Em0004g756a
XP_004997175.1	Em0001g3820a
XP_004997176.1	Em0010g62a
XP_004997179.1	Em0019g1225a
XP_004997182.1	Em0021g72a
XP_004997184.1	Em0034g6a
XP_004997186.1	Em0007g295a
XP_004997187.1	Em0005g329a
XP_004997188.1	Em0004g73a
XP_004997189.1	Em0009g607a
XP_004997190.1	Em0020g687a
XP_004997193.1	Em0001g2413a
XP_004997194.1	Em0018g494a
XP_004997195.1	Em0006g1008a
XP_004997196.1	Em0013g821a
XP_004997197.1	Em0023g362a
XP_004997198.1	Em0005g1185a
XP_004997199.1	Em0200g3a
XP_004997202.1	Em0019g183a
XP_004997208.1	Em0021g990a
XP_004997213.1	Em0011g35a
XP_004997217.1	Em0007g816a
XP_004997218.1	Em0017g249a
XP_004997221.1	Em0019g307a
XP_004997223.1	Em0004g93a
XP_004997224.1	Em0010g752a
XP_004997227.1	Em0014g691a
XP_004997233.1	Em0023g786a
XP_004997235.1	Em0010g981a
XP_004997236.1	Em0021g557a
XP_004997237.1	Em0019g195a
XP_004997239.1	Em0020g839a
XP_004997241.1	Em0010g895a
XP_004997242.1	Em0018g90a
XP_004997247.1	Em0011g828a
XP_004997251.1	g33020.t1
XP_004997253.1	Em0010g688a
XP_004997257.1	Em0020g941a
XP_004997261.1	Em0001g3381a
XP_004997267.1	Em0005g135a
XP_004997273.1	Em0015g648a
XP_004997274.1	Em0003g1420a
XP_004997275.1	Em0395g10a
XP_004997276.1	Em0018g497a
XP_004997278.1	Em0010g66a
XP_004997280.1	Em0023g610a
XP_004997283.1	Em0018g378a
XP_004997293.1	Em0022g291a
XP_004997294.1	Em0021g933a
XP_004997295.1	Em0018g313a
XP_004997299.1	Em0018g565a
XP_004997301.1	Em0018g376a
XP_004997302.1	Em0003g40a
XP_004997312.1	Em0001g2655a
XP_004997314.1	Em0015g1151a
XP_004997315.1	Em0016g1173a
XP_004997319.1	Em0006g1428a
XP_004997320.1	Em0144g5a
XP_004997322.1	Em0004g44a
XP_004997328.1	Em0017g84a
XP_004997329.1	Em0008g1012a
XP_004997332.1	Em0010g156a
XP_004997336.1	Em0011g937a
XP_004997338.1	Em0004g942a
XP_004997339.1	Em0022g303a
XP_004997340.1	Em0001g3609a
XP_004997347.1	Em0012g753a
XP_004997350.1	Em0013g846a
XP_004997354.1	Em0023g885a
XP_004997356.1	Em0005g1143a
XP_004997361.1	Em0018g333a
XP_004997362.1	Em0019g167a
XP_004997363.1	Em0008g1252a
XP_004997364.1	Em0020g827a
XP_004997365.1	Em0017g86a
XP_004997367.1	Em0010g464a
XP_004997374.1	Em0020g898a
XP_004997375.1	Em0017g580a
XP_004997380.1	Em0010g936a
XP_004997381.1	Em0016g881a
XP_004997384.1	Em0009g119a
XP_004997385.1	Em0005g1538a
XP_004997390.1	Em0001g1059a
XP_004997393.1	Em0013g362a
XP_004997394.1	Em0020g843a
XP_004997401.1	Em0004g1582a
XP_004997402.1	Em0021g164a
XP_004997405.1	Em0010g908a
XP_004997407.1	Em0019g1063a
XP_004997409.1	Em0017g645a
XP_004997413.1	Em0013g406a
XP_004997416.1	Em0002g1062a
XP_004997417.1	Em0019g576a
XP_004997418.1	Em0020g642a
XP_004997420.1	Em0009g762a
XP_004997421.1	Em0015g68a
XP_004997431.1	Em0019g549a
XP_004997433.1	Em0011g1012a
XP_004997435.1	Em0018g51a
XP_004997441.1	Em0002g755a
XP_004997447.1	Em0021g920a
XP_004997448.1	Em0002g200a
XP_004997449.1	Em0021g585a
XP_004997452.1	Em0021g768a
XP_004997453.1	Em0021g793a
XP_004997456.1	Em0021g664a
XP_004997466.1	Em0023g20a
XP_004997468.1	Em0021g74a
XP_004997480.1	Em0001g2663a
XP_004997485.1	Em0017g362a
XP_004997490.1	Em0258g1a
XP_004997491.1	Em0016g289a
XP_004997496.1	Em0019g574a
XP_004997498.1	Em0015g346a
XP_004997501.1	Em0019g1101a
XP_004997502.1	Em0019g575a
XP_004997504.1	Em0019g654a
XP_004997505.1	Em0019g846a
XP_004997507.1	Em0019g1059a
XP_004997508.1	Em0019g283a
XP_004997509.1	Em0019g579a
XP_004997514.1	Em0015g965a
XP_004997517.1	Em0019g956a
XP_004997520.1	Em0004g199a
XP_004997528.1	Em0019g836a
XP_004997529.1	Em0019g833a
XP_004997530.1	Em0014g52a
XP_004997533.1	Em0019g711a
XP_004997536.1	Em0014g674a
XP_004997537.1	Em0022g333a
XP_004997539.1	Em0023g95a
XP_004997540.1	Em0005g960a
XP_004997543.1	Em0020g319a
XP_004997544.1	Em0019g708a
XP_004997545.1	g32996.t1
XP_004997547.1	Em0012g752a
XP_004997549.1	Em0011g732a
XP_004997558.1	Em0023g109a
XP_004997564.1	Em0009g1092a
XP_004997565.1	Em0006g698a
XP_004997566.1	Em0009g973a
XP_004997569.1	Em0019g822a
XP_004997570.1	Em0009g784a
XP_004997572.1	Em0004g26a
XP_004997576.1	Em0001g927a
XP_004997581.1	Em0018g73a
XP_004997582.1	Em0021g38a
XP_004997588.1	Em0021g403a
XP_004997589.1	Em0019g698a
XP_004997592.1	Em0022g362a
XP_004997597.1	Em0019g568a
XP_004997601.1	Em0015g321a
XP_004997605.1	Em0002g648a
XP_004997606.1	Em0019g685a
XP_004997607.1	Em0004g794a
XP_004997608.1	Em0019g1104a
XP_004997612.1	Em0006g661a
XP_004997614.1	Em0006g1403a
XP_004997617.1	Em0019g582a
XP_004997619.1	Em0019g761a
XP_004997620.1	Em0023g73a
XP_004997621.1	Em0009g1066a
XP_004997622.1	Em0009g56a
XP_004997627.1	Em0006g618a
XP_004997628.1	Em0011g854a
XP_004997630.1	Em0016g992a
XP_004997631.1	Em0008g944a
XP_004997633.1	Em0019g897a
XP_004997634.1	Em0007g241a
XP_004997635.1	Em0015g981a
XP_004997636.1	Em0005g1023a
XP_004997638.1	Em0021g669a
XP_004997645.1	Em0003g47a
XP_004997646.1	Em0017g944a
XP_004997647.1	Em0009g1028a
XP_004997659.1	Em0006g502a
XP_004997660.1	Em0020g85a
XP_004997673.1	Em0021g841a
XP_004997677.1	Em0004g1678a
XP_004997680.1	Em0019g1055a
XP_004997681.1	Em0021g666a
XP_004997683.1	Em0021g157a
XP_004997684.1	Em0028g22a
XP_004997692.1	Em0011g59a
XP_004997693.1	Em0001g1101a
XP_004997704.1	Em0020g1054a
XP_004997705.1	Em0019g1094a
XP_004997709.1	Em0023g483a
XP_004997713.1	Em0023g141a
XP_004997721.1	Em0006g1363a
XP_004997724.1	Em0019g838a
XP_004997725.1	Em0019g898a
XP_004997726.1	Em0648g10a
XP_004997728.1	Em0023g431a
XP_004997729.1	Em0018g1160a
XP_004997730.1	Em0020g1089a
XP_004997731.1	Em0015g388a
XP_004997735.1	Em0022g358a
XP_004997736.1	Em0010g900a
XP_004997739.1	Em0023g715a
XP_004997742.1	Em0017g36a
XP_004997750.1	Em0008g279a
XP_004997752.1	Em0008g1081a
XP_004997756.1	Em0021g786a
XP_004997758.1	Em0004g1577a
XP_004997760.1	Em0020g629a
XP_004997764.1	Em0019g652a
XP_004997766.1	Em0009g1062a
XP_004997769.1	Em0022g736a
XP_004997771.1	Em0002g36a
XP_004997772.1	Em0019g179a
XP_004997774.1	Em0019g650a
XP_004997777.1	Em0012g798a
XP_004997781.1	Em0015g288a
XP_004997783.1	Em0019g805a
XP_004997784.1	Em0019g803a
XP_004997786.1	Em0004g686a
XP_004997789.1	Em0024g137a
XP_004997791.1	Em0037g9a
XP_004997793.1	Em0019g915a
XP_004997794.1	Em0005g1680a
XP_004997796.1	Em0019g737a
XP_004997799.1	Em0010g721a
XP_004997800.1	Em0019g756a
XP_004997803.1	Em0002g1605a
XP_004997804.1	Em0019g977a
XP_004997808.1	Em0011g1015a
XP_004997810.1	Em0019g551a
XP_004997812.1	Em0022g443a
XP_004997815.1	Em0004g380a
XP_004997820.1	Em0002g95a
XP_004997822.1	Em0019g875a
XP_004997825.1	Em0023g336a
XP_004997826.1	Em0015g984a
XP_004997832.1	Em0019g769a
XP_004997833.1	Em0020g940a
XP_004997834.1	Em0006g1247a
XP_004997841.1	Em0016g31a
XP_004997848.1	Em0016g949a
XP_004997852.1	Em0007g766a
XP_004997854.1	Em0014g22a
XP_004997856.1	Em0013g999a
XP_004997857.1	Em0005g1630a
XP_004997858.1	Em0011g815a
XP_004997865.1	Em0013g131a
XP_004997866.1	Em0016g561a
XP_004997869.1	Em0016g797a
XP_004997871.1	Em0020g824a
XP_004997872.1	Em0021g794a
XP_004997874.1	Em0016g43a
XP_004997883.1	Em0018g197a
XP_004997888.1	Em0015g1005a
XP_004997894.1	Em0008g765a
XP_004997895.1	Em0015g1053a
XP_004997896.1	Em0019g281a
XP_004997900.1	Em0020g954a
XP_004997902.1	Em0019g182a
XP_004997903.1	Em0016g1133a
XP_004997905.1	Em0016g980a
XP_004997906.1	Em0020g335a
XP_004997908.1	Em0006g876a
XP_004997909.1	Em0021g259a
XP_004997913.1	Em0016g39a
XP_004997916.1	Em0019g953a
XP_004997917.1	Em0016g358a
XP_004997924.1	Em0014g801a
XP_004997928.1	Em0006g1153a
XP_004997929.1	Em0728g3a
XP_004997932.1	Em0080g1a
XP_004997939.1	Em0001g646a
XP_004997941.1	Em0012g1037a
XP_004997943.1	Em0018g294a
XP_004997946.1	Em0016g983a
XP_004997947.1	Em0011g362a
XP_004997948.1	Em0019g745a
XP_004997949.1	Em0011g789a
XP_004997952.1	Em0019g120a
XP_004997966.1	Em0005g1324a
XP_004997974.1	Em0011g419a
XP_004997975.1	Em0005g1636a
XP_004997978.1	Em0011g250a
XP_004997981.1	Em0022g201a
XP_004997982.1	Em0005g1638a
XP_004997983.1	Em0008g1015a
