Em0001g1007a	Hcv1.av93.c8.g835.i1
Em0012g1096a	Hcv1.av93.c12.g452.i1
Em0012g1098a	Hcv1.av93.c11.g574.i1
Em0012g171a	Hcv1.av93.c11.g775.i1
Em0012g177a	Hcv1.av93.c3.g595.i1
Em0012g274a	Hcv1.av93.c2.g798.i1
Em0012g284a	Hcv1.av93.c1.g74.i1
Em0012g285a	Hcv1.av93.c9.g197.i1
Em0012g37a	Hcv1.av93.c2.g1312.i1
Em0012g383a	Hcv1.av93.c8.g457.i1
Em0012g384a	Hcv1.av93.c9.g48.i1
Em0012g40a	Hcv1.av93.c6.g487.i1
Em0012g41a	Hcv1.av93.c8.g305.i1
Em0012g421a	Hcv1.av93.c1.g460.i1
Em0012g422a	Hcv1.av93.c13.g482.i1
Em0012g451a	Hcv1.av93.c2.g122.i1
Em0012g461a	Hcv1.av93.c1.g852.i1
Em0012g466a	Hcv1.av93.c1.g1164.i1
Em0012g471a	Hcv1.av93.c3.g195.i1
Em0012g472a	Hcv1.av93.c13.g467.i1
Em0012g482a	Hcv1.av93.c5.g86.i1
Em0012g483a	Hcv1.av93.c1.g601.i1
Em0012g485a	Hcv1.av93.c2.g610.i1
Em0012g489a	Hcv1.av93.c8.g428.i1
Em0012g496a	Hcv1.av93.c5.g899.i1
Em0012g514a	Hcv1.av93.c1.g1127.i1
Em0012g518a	Hcv1.av93.c6.g1185.i1
Em0012g531a	Hcv1.av93.c1.g274.i1
Em0012g557a	Hcv1.av93.c6.g563.i1
Em0012g620a	Hcv1.av93.c3.g651.i1
Em0012g674a	Hcv1.av93.c8.g947.i2
Em0012g704a	Hcv1.av93.c4.g444.i1
Em0012g708a	Hcv1.av93.c8.g70.i1
Em0012g70a	Hcv1.av93.c2.g388.i1
Em0012g720a	Hcv1.av93.c13.g358.i1
Em0012g725a	Hcv1.av93.c5.g341.i1
Em0012g738a	Hcv1.av93.c6.g175.i1
Em0012g752a	Hcv1.av93.c3.g1222.i1
Em0012g753a	Hcv1.av93.c3.g106.i1
Em0012g760a	Hcv1.av93.c11.g795.i5
Em0012g769a	Hcv1.av93.c2.g1097.i1
Em0012g770a	Hcv1.av93.c11.g201.i2
Em0012g779a	Hcv1.av93.c6.g364.i1
Em0012g803a	Hcv1.av93.c6.g998.i1
Em0012g808a	Hcv1.av93.c5.g68.i1
Em0012g836a	Hcv1.av93.c7.g912.i1
Em0012g854a	Hcv1.av93.c4.g925.i1
Em0012g855a	Hcv1.av93.c2.g1512.i1
Em0012g875a	Hcv1.av93.c3.g439.i1
Em0012g890a	Hcv1.av93.c2.g1614.i1
Em0012g898a	Hcv1.av93.c1.g663.i2
Em0012g902a	Hcv1.av93.c6.g623.i1
Em0012g914a	Hcv1.av93.c2.g672.i1
Em0012g917a	Hcv1.av93.c2.g952.i2
Em0012g964a	Hcv1.av93.c1.g915.i1
Em0012g965a	Hcv1.av93.c3.g1174.i3
Em0012g967a	Hcv1.av93.c1.g1229.i1
Em0012g969a	Hcv1.av93.c1.g1327.i1
Em0012g970a	Hcv1.av93.c7.g123.i1
Em0012g974a	Hcv1.av93.c2.g1214.i1
Em0012g975a	Hcv1.av93.c1.g271.i2
Em0012g991a	Hcv1.av93.c1.g615.i2
Em0012g993a	Hcv1.av93.c5.g812.i2
Em0012g994a	Hcv1.av93.c1.g154.i1
Em0012g995a	Hcv1.av93.c1.g611.i2
Em0012g996a	Hcv1.av93.c5.g712.i1
Em0012g997a	Hcv1.av93.c2.g295.i1
Em0013g101a	Hcv1.av93.c2.g1264.i1
Em0013g1036a	Hcv1.av93.c7.g313.i1
Em0013g1037a	Hcv1.av93.c11.g732.i1
Em0013g103a	Hcv1.av93.c4.g381.i1
Em0013g1043a	Hcv1.av93.c5.g666.i1
Em0013g1049a	Hcv1.av93.c6.g1073.i1
Em0013g106a	Hcv1.av93.c1.g1247.i1
Em0013g1079a	Hcv1.av93.c10.g572.i1
Em0013g107a	Hcv1.av93.c1.g1056.i1
Em0013g108a	Hcv1.av93.c1.g1031.i1
Em0013g1092a	Hcv1.av93.c2.g1656.i1
Em0013g1093a	Hcv1.av93.c12.g539.i1
Em0013g109a	Hcv1.av93.c3.g991.i1
Em0013g10a	Hcv1.av93.c1.g423.i1
Em0013g1106a	Hcv1.av93.c1.g169.i1
Em0013g1109a	Hcv1.av93.c1.g1340.i1
Em0013g110a	Hcv1.av93.c2.g1611.i3
Em0013g1112a	Hcv1.av93.c9.g152.i1
Em0013g1118a	Hcv1.av93.c2.g407.i1
Em0013g111a	Hcv1.av93.c11.g763.i1
Em0013g1120a	Hcv1.av93.c5.g1016.i1
Em0013g1124a	Hcv1.av93.c5.g509.i1
Em0013g1125a	Hcv1.av93.c1.g1062.i1
Em0013g113a	Hcv1.av93.c7.g654.i1
Em0013g115a	Hcv1.av93.c8.g669.i1
Em0013g120a	Hcv1.av93.c1.g1431.i1
Em0013g125a	Hcv1.av93.c1.g1358.i1
Em0013g127a	Hcv1.av93.c9.g407.i1
Em0013g128a	Hcv1.av93.c1.g1147.i1
Em0013g131a	Hcv1.av93.c11.g703.i1
Em0013g138a	Hcv1.av93.c2.g1008.i1
Em0013g13a	Hcv1.av93.c8.g812.i1
Em0013g143a	Hcv1.av93.c7.g347.i1
Em0013g144a	Hcv1.av93.c1.g660.i1
Em0013g145a	Hcv1.av93.c6.g331.i1
Em0013g148a	Hcv1.av93.c5.g998.i1
Em0013g14a	Hcv1.av93.c1.g888.i1
Em0013g153a	Hcv1.av93.c11.g480.i1
Em0013g157a	Hcv1.av93.c2.g771.i1
Em0013g159a	Hcv1.av93.c1.g1428.i1
Em0013g15a	Hcv1.av93.c1.g7.i1
Em0013g160a	Hcv1.av93.c2.g694.i1
Em0013g165a	Hcv1.av93.c1.g225.i1
Em0013g166a	Hcv1.av93.c4.g443.i1
Em0013g167a	Hcv1.av93.c9.g480.i1
Em0013g168a	Hcv1.av93.c1.g1513.i1
Em0013g169a	Hcv1.av93.c3.g1241.i1
Em0013g172a	Hcv1.av93.c1.g671.i3
Em0013g176a	Hcv1.av93.c1.g1662.i1
Em0013g177a	Hcv1.av93.c5.g325.i1
Em0013g180a	Hcv1.av93.c1.g726.i1
Em0013g187a	Hcv1.av93.c11.g785.i1
Em0013g190a	Hcv1.av93.c9.g588.i1
Em0013g194a	Hcv1.av93.c1.g1382.i1
Em0013g198a	Hcv1.av93.c1.g1519.i1
Em0013g220a	Hcv1.av93.c5.g1346.i1
Em0013g227a	Hcv1.av93.c1.g1333.i1
Em0013g228a	Hcv1.av93.c1.g917.i1
Em0013g229a	Hcv1.av93.c6.g286.i1
Em0013g230a	Hcv1.av93.c2.g1513.i1
Em0013g245a	Hcv1.av93.c9.g605.i1
Em0013g248a	Hcv1.av93.c6.g617.i1
Em0013g249a	Hcv1.av93.c1.g1047.i1
Em0013g250a	Hcv1.av93.c1.g695.i1
Em0013g251a	Hcv1.av93.c10.g314.i1
Em0013g252a	Hcv1.av93.c1.g1217.i1
Em0013g25a	Hcv1.av93.c1.g381.i1
Em0013g269a	Hcv1.av93.c11.g628.i1
Em0013g26a	Hcv1.av93.c9.g829.i2
Em0013g272a	Hcv1.av93.c9.g838.i1
Em0013g274a	Hcv1.av93.c1.g669.i1
Em0013g275a	Hcv1.av93.c9.g383.i1
Em0013g276a	Hcv1.av93.c1.g1120.i1
Em0013g278a	Hcv1.av93.c7.g435.i1
Em0013g279a	Hcv1.av93.c13.g56.i1
Em0013g280a	Hcv1.av93.c8.g572.i1
Em0013g283a	Hcv1.av93.c9.g758.i1
Em0013g287a	Hcv1.av93.c1.g242.i3
Em0013g289a	Hcv1.av93.c3.g879.i1
Em0013g28a	Hcv1.av93.c1.g1706.i1
Em0013g291a	Hcv1.av93.c6.g1200.i2
Em0013g2a	Hcv1.av93.c2.g1199.i1
Em0013g300a	Hcv1.av93.c1.g245.i2
Em0013g302a	Hcv1.av93.c7.g537.i1
Em0013g308a	Hcv1.av93.c3.g387.i1
Em0013g312a	Hcv1.av93.c1.g258.i1
Em0013g313a	Hcv1.av93.c2.g1397.i1
Em0013g317a	Hcv1.av93.c1.g1572.i1
Em0013g318a	Hcv1.av93.c9.g345.i1
Em0013g322a	Hcv1.av93.c1.g492.i1
Em0013g327a	Hcv1.av93.c1.g129.i1
Em0013g329a	Hcv1.av93.c12.g118.i1
Em0013g330a	Hcv1.av93.c3.g363.i1
Em0013g33a	Hcv1.av93.c8.g719.i1
Em0013g355a	Hcv1.av93.c6.g826.i1
Em0013g357a	Hcv1.av93.c1.g1057.i1
Em0013g358a	Hcv1.av93.c1.g722.i1
Em0013g360a	Hcv1.av93.c3.g233.i1
Em0013g366a	Hcv1.av93.c10.g607.i1
Em0013g36a	Hcv1.av93.c1.g1441.i1
Em0013g374a	Hcv1.av93.c6.g1055.i1
Em0013g379a	Hcv1.av93.c1.g1185.i1
Em0013g387a	Hcv1.av93.c1.g699.i1
Em0013g403a	Hcv1.av93.c5.g740.i2
Em0013g406a	Hcv1.av93.c1.g1346.i1
Em0013g41a	Hcv1.av93.c5.g1342.i1
Em0013g42a	Hcv1.av93.c1.g1501.i2
Em0013g432a	Hcv1.av93.c2.g1149.i1
Em0013g446a	Hcv1.av93.c3.g931.i1
Em0013g44a	Hcv1.av93.c1.g1599.i1
Em0013g451a	Hcv1.av93.c1.g164.i1
Em0013g473a	Hcv1.av93.c1.g310.i18
Em0013g489a	Hcv1.av93.c1.g657.i1
Em0013g48a	Hcv1.av93.c1.g673.i1
Em0013g491a	Hcv1.av93.c1.g1416.i1
Em0013g508a	Hcv1.av93.c3.g1181.i1
Em0013g52a	Hcv1.av93.c1.g1150.i1
Em0013g534a	Hcv1.av93.c3.g31.i1
Em0013g536a	Hcv1.av93.c1.g595.i7
Em0013g547a	Hcv1.av93.c2.g1591.i1
Em0013g550a	Hcv1.av93.c1.g1372.i1
Em0013g565a	Hcv1.av93.c6.g1225.i1
Em0013g572a	Hcv1.av93.c4.g138.i1
Em0013g578a	Hcv1.av93.c11.g568.i1
Em0013g596a	Hcv1.av93.c5.g431.i1
Em0013g622a	Hcv1.av93.c6.g607.i1
Em0013g626a	Hcv1.av93.c1.g1322.i1
Em0013g679a	Hcv1.av93.c6.g1003.i1
Em0013g693a	Hcv1.av93.c5.g686.i1
Em0013g696a	Hcv1.av93.c11.g217.i1
Em0013g703a	Hcv1.av93.c5.g1127.i2
Em0013g706a	Hcv1.av93.c11.g195.i1
Em0013g713a	Hcv1.av93.c5.g1160.i1
Em0013g714a	Hcv1.av93.c8.g948.i1
Em0013g715a	Hcv1.av93.c12.g495.i1
Em0013g718a	Hcv1.av93.c1.g48.i2
Em0013g719a	Hcv1.av93.c7.g158.i1
Em0013g720a	Hcv1.av93.c1.g1258.i1
Em0013g722a	Hcv1.av93.c6.g679.i1
Em0013g723a	Hcv1.av93.c11.g725.i1
Em0013g734a	Hcv1.av93.c5.g521.i1
Em0013g747a	Hcv1.av93.c10.g125.i1
Em0013g759a	Hcv1.av93.c2.g314.i1
Em0013g770a	Hcv1.av93.c1.g407.i1
Em0013g78a	Hcv1.av93.c1.g1090.i1
Em0013g80a	Hcv1.av93.c1.g1523.i1
Em0013g816a	Hcv1.av93.c7.g152.i1
Em0013g817a	Hcv1.av93.c2.g767.i2
Em0013g820a	Hcv1.av93.c11.g922.i1
Em0013g821a	Hcv1.av93.c11.g358.i1
Em0013g822a	Hcv1.av93.c7.g413.i1
Em0013g824a	Hcv1.av93.c11.g136.i3
Em0013g825a	Hcv1.av93.c11.g161.i1
Em0013g826a	Hcv1.av93.c1.g1341.i1
Em0013g829a	Hcv1.av93.c1.g513.i1
Em0013g830a	Hcv1.av93.c11.g103.i1
Em0013g831a	Hcv1.av93.c2.g608.i2
Em0013g834a	Hcv1.av93.c11.g232.i1
Em0013g835a	Hcv1.av93.c3.g593.i1
Em0013g839a	Hcv1.av93.c8.g299.i4
Em0013g842a	Hcv1.av93.c12.g198.i1
Em0013g844a	Hcv1.av93.c9.g232.i1
Em0013g846a	Hcv1.av93.c2.g225.i1
Em0013g847a	Hcv1.av93.c11.g618.i1
Em0013g848a	Hcv1.av93.c6.g261.i1
Em0013g849a	Hcv1.av93.c9.g91.i1
Em0013g851a	Hcv1.av93.c2.g1151.i1
Em0013g886a	Hcv1.av93.c11.g674.i2
Em0013g889a	Hcv1.av93.c1.g1368.i1
Em0013g890a	Hcv1.av93.c11.g990.i1
Em0013g8a	Hcv1.av93.c1.g1198.i1
Em0013g918a	Hcv1.av93.c3.g1118.i1
Em0013g92a	Hcv1.av93.c1.g1510.i1
Em0013g93a	Hcv1.av93.c1.g1330.i1
Em0013g947a	Hcv1.av93.c1.g1488.i2
Em0013g94a	Hcv1.av93.c5.g1053.i1
Em0013g950a	Hcv1.av93.c5.g647.i1
Em0013g97a	Hcv1.av93.c1.g677.i1
Em0013g992a	Hcv1.av93.c1.g214.i1
Em0013g995a	Hcv1.av93.c1.g296.i1
Em0013g999a	Hcv1.av93.c1.g1051.i2
Em0014g11a	Hcv1.av93.c4.g801.i1
Em0014g127a	Hcv1.av93.c5.g528.i1
Em0014g129a	Hcv1.av93.c6.g343.i1
Em0014g12a	Hcv1.av93.c5.g506.i1
Em0014g131a	Hcv1.av93.c5.g787.i1
Em0014g132a	Hcv1.av93.c1.g690.i2
Em0014g133a	Hcv1.av93.c7.g750.i1
Em0014g137a	Hcv1.av93.c11.g801.i1
Em0014g152a	Hcv1.av93.c5.g1124.i1
Em0014g155a	Hcv1.av93.c5.g1180.i1
Em0014g15a	Hcv1.av93.c2.g700.i1
Em0014g170a	Hcv1.av93.c5.g140.i2
Em0014g172a	Hcv1.av93.c8.g384.i1
Em0014g173a	Hcv1.av93.c11.g969.i1
Em0014g177a	Hcv1.av93.c2.g1316.i2
Em0014g183a	Hcv1.av93.c8.g206.i1
Em0014g19a	Hcv1.av93.c5.g783.i1
Em0014g22a	Hcv1.av93.c11.g895.i1
Em0014g241a	Hcv1.av93.c5.g691.i1
Em0014g246a	Hcv1.av93.c5.g913.i1
Em0014g263a	Hcv1.av93.c5.g512.i2
Em0014g27a	Hcv1.av93.c12.g551.i1
Em0014g28a	Hcv1.av93.c1.g721.i1
Em0014g295a	Hcv1.av93.c9.g821.i1
Em0014g296a	Hcv1.av93.c5.g173.i1
Em0014g2a	Hcv1.av93.c1.g589.i1
Em0014g32a	Hcv1.av93.c5.g830.i1
Em0014g33a	Hcv1.av93.c5.g128.i1
Em0014g357a	Hcv1.av93.c1.g840.i1
Em0014g35a	Hcv1.av93.c5.g725.i1
Em0014g367a	Hcv1.av93.c5.g1309.i1
Em0014g371a	Hcv1.av93.c2.g1093.i1
Em0014g372a	Hcv1.av93.c5.g347.i1
Em0014g376a	Hcv1.av93.c5.g1211.i1
Em0014g3a	Hcv1.av93.c12.g159.i1
Em0014g439a	Hcv1.av93.c5.g324.i1
Em0014g487a	Hcv1.av93.c5.g906.i1
Em0014g488a	Hcv1.av93.c3.g596.i2
Em0014g48a	Hcv1.av93.c13.g106.i1
Em0014g4a	Hcv1.av93.c8.g227.i1
Em0014g51a	Hcv1.av93.c10.g446.i1
Em0014g539a	Hcv1.av93.c10.g205.i1
Em0014g552a	Hcv1.av93.c4.g821.i1
Em0014g554a	Hcv1.av93.c2.g246.i1
Em0014g559a	Hcv1.av93.c13.g398.i2
Em0014g565a	Hcv1.av93.c8.g160.i1
Em0014g575a	Hcv1.av93.c1.g314.i1
Em0014g576a	Hcv1.av93.c6.g345.i2
Em0014g577a	Hcv1.av93.c1.g529.i1
Em0014g580a	Hcv1.av93.c6.g577.i1
Em0014g584a	Hcv1.av93.c5.g179.i1
Em0014g585a	Hcv1.av93.c6.g581.i1
Em0014g598a	Hcv1.av93.c5.g567.i1
Em0014g5a	Hcv1.av93.c5.g410.i2
Em0014g601a	Hcv1.av93.c8.g919.i1
Em0014g602a	Hcv1.av93.c5.g20.i1
Em0014g603a	Hcv1.av93.c7.g176.i1
Em0014g633a	Hcv1.av93.c9.g193.i1
Em0014g651a	Hcv1.av93.c5.g1201.i2
Em0014g655a	Hcv1.av93.c2.g1527.i2
Em0014g660a	Hcv1.av93.c11.g418.i1
Em0014g674a	Hcv1.av93.c3.g79.i1
Em0014g684a	Hcv1.av93.c7.g157.i1
Em0014g690a	Hcv1.av93.c6.g836.i1
Em0014g691a	Hcv1.av93.c2.g731.i1
Em0014g708a	Hcv1.av93.c12.g477.i1
Em0014g710a	Hcv1.av93.c12.g358.i4
Em0014g718a	Hcv1.av93.c9.g151.i1
Em0014g71a	Hcv1.av93.c2.g509.i1
Em0014g735a	Hcv1.av93.c6.g1032.i1
Em0014g740a	Hcv1.av93.c6.g1034.i1
Em0014g75a	Hcv1.av93.c1.g938.i1
Em0014g765a	Hcv1.av93.c5.g393.i1
Em0014g766a	Hcv1.av93.c2.g229.i1
Em0014g767a	Hcv1.av93.c6.g892.i1
Em0014g771a	Hcv1.av93.c10.g700.i1
Em0014g772a	Hcv1.av93.c11.g759.i1
Em0014g773a	Hcv1.av93.c11.g268.i2
Em0014g779a	Hcv1.av93.c1.g696.i1
Em0014g781a	Hcv1.av93.c1.g402.i1
Em0014g788a	Hcv1.av93.c7.g10.i2
Em0014g805a	Hcv1.av93.c10.g375.i1
Em0014g807a	Hcv1.av93.c1.g1173.i1
Em0014g809a	Hcv1.av93.c1.g1058.i1
Em0014g810a	Hcv1.av93.c7.g1024.i1
Em0014g813a	Hcv1.av93.c1.g1722.i1
Em0014g815a	Hcv1.av93.c3.g403.i1
Em0014g816a	Hcv1.av93.c2.g788.i1
Em0014g834a	Hcv1.av93.c10.g38.i3
Em0014g869a	Hcv1.av93.c8.g960.i2
Em0014g936a	Hcv1.av93.c11.g78.i1
Em0015g1009a	Hcv1.av93.c5.g1067.i1
Em0015g1010a	Hcv1.av93.c2.g441.i1
Em0015g1011a	Hcv1.av93.c7.g80.i1
Em0015g1016a	Hcv1.av93.c6.g827.i1
Em0015g1020a	Hcv1.av93.c11.g394.i1
Em0015g1022a	Hcv1.av93.c2.g712.i1
Em0015g1025a	Hcv1.av93.c9.g246.i1
Em0015g1027a	Hcv1.av93.c8.g629.i1
Em0015g1030a	Hcv1.av93.c2.g1089.i1
Em0015g1033a	Hcv1.av93.c1.g1443.i1
Em0015g1045a	Hcv1.av93.c7.g355.i1
Em0015g104a	Hcv1.av93.c3.g40.i1
Em0015g1050a	Hcv1.av93.c2.g491.i1
Em0015g1053a	Hcv1.av93.c3.g1040.i1
Em0015g1071a	Hcv1.av93.c2.g168.i1
Em0015g1072a	Hcv1.av93.c3.g832.i1
Em0015g1073a	Hcv1.av93.c2.g1118.i1
Em0015g1075a	Hcv1.av93.c2.g139.i1
Em0015g1076a	Hcv1.av93.c2.g405.i1
Em0015g1083a	Hcv1.av93.c7.g465.i1
Em0015g1085a	Hcv1.av93.c8.g421.i1
Em0015g108a	Hcv1.av93.c6.g1017.i1
Em0015g1093a	Hcv1.av93.c10.g683.i1
Em0015g109a	Hcv1.av93.c3.g102.i1
Em0015g1108a	Hcv1.av93.c1.g668.i1
Em0015g1109a	Hcv1.av93.c6.g861.i1
Em0015g110a	Hcv1.av93.c5.g729.i1
Em0015g1115a	Hcv1.av93.c2.g1362.i1
Em0015g1116a	Hcv1.av93.c11.g66.i2
Em0015g111a	Hcv1.av93.c13.g220.i1
Em0015g112a	Hcv1.av93.c11.g52.i1
Em0015g1139a	Hcv1.av93.c2.g1307.i1
Em0015g1140a	Hcv1.av93.c1.g1021.i1
Em0015g1148a	Hcv1.av93.c6.g209.i1
Em0015g1149a	Hcv1.av93.c2.g1581.i1
Em0015g1150a	Hcv1.av93.c5.g80.i1
Em0015g1151a	Hcv1.av93.c3.g682.i1
Em0015g1154a	Hcv1.av93.c12.g277.i1
Em0015g1156a	Hcv1.av93.c2.g37.i1
Em0015g1157a	Hcv1.av93.c8.g453.i1
Em0015g1159a	Hcv1.av93.c3.g494.i1
Em0015g1160a	Hcv1.av93.c2.g647.i1
Em0015g1161a	Hcv1.av93.c2.g886.i1
Em0015g1174a	Hcv1.av93.c6.g671.i1
Em0015g1181a	Hcv1.av93.c9.g280.i1
Em0015g1185a	Hcv1.av93.c6.g1218.i1
Em0015g1186a	Hcv1.av93.c2.g805.i4
Em0015g1190a	Hcv1.av93.c7.g458.i1
Em0015g119a	Hcv1.av93.c3.g837.i1
Em0015g1203a	Hcv1.av93.c5.g1048.i1
Em0015g1204a	Hcv1.av93.c9.g714.i1
Em0015g1209a	Hcv1.av93.c2.g230.i1
Em0015g1210a	Hcv1.av93.c9.g342.i1
Em0015g1217a	Hcv1.av93.c3.g346.i1
Em0015g121a	Hcv1.av93.c3.g171.i2
Em0015g1221a	Hcv1.av93.c12.g169.i1
Em0015g1241a	Hcv1.av93.c11.g530.i1
Em0015g1242a	Hcv1.av93.c2.g593.i1
Em0015g1246a	Hcv1.av93.c9.g781.i1
Em0015g1247a	Hcv1.av93.c2.g942.i1
Em0015g1248a	Hcv1.av93.c2.g379.i1
Em0015g1249a	Hcv1.av93.c5.g322.i1
Em0015g1251a	Hcv1.av93.c4.g552.i1
Em0015g1256a	Hcv1.av93.c2.g651.i1
Em0015g1257a	Hcv1.av93.c2.g67.i1
Em0015g1259a	Hcv1.av93.c2.g437.i1
Em0015g1260a	Hcv1.av93.c4.g91.i1
Em0015g1262a	Hcv1.av93.c6.g1138.i1
Em0015g1263a	Hcv1.av93.c12.g354.i1
Em0015g1265a	Hcv1.av93.c2.g1385.i1
Em0015g1266a	Hcv1.av93.c7.g795.i1
Em0015g1268a	Hcv1.av93.c9.g187.i2
Em0015g1270a	Hcv1.av93.c2.g1258.i1
Em0015g1271a	Hcv1.av93.c10.g561.i1
Em0015g1272a	Hcv1.av93.c1.g1459.i1
Em0015g1273a	Hcv1.av93.c10.g100.i1
Em0015g1290a	Hcv1.av93.c7.g685.i1
Em0015g1296a	Hcv1.av93.c2.g442.i1
Em0015g130a	Hcv1.av93.c5.g675.i1
Em0015g137a	Hcv1.av93.c5.g416.i1
Em0015g139a	Hcv1.av93.c7.g116.i1
Em0015g141a	Hcv1.av93.c10.g643.i1
Em0015g142a	Hcv1.av93.c1.g433.i1
Em0015g146a	Hcv1.av93.c2.g125.i1
Em0015g147a	Hcv1.av93.c12.g279.i1
Em0015g153a	Hcv1.av93.c13.g138.i1
Em0015g160a	Hcv1.av93.c3.g429.i1
Em0015g168a	Hcv1.av93.c7.g789.i1
Em0015g170a	Hcv1.av93.c5.g1247.i1
Em0015g172a	Hcv1.av93.c3.g18.i1
Em0015g173a	Hcv1.av93.c6.g988.i1
Em0015g174a	Hcv1.av93.c6.g89.i1
Em0015g175a	Hcv1.av93.c8.g409.i1
Em0015g179a	Hcv1.av93.c6.g310.i1
Em0015g219a	Hcv1.av93.c1.g109.i1
Em0015g224a	Hcv1.av93.c3.g509.i2
Em0015g225a	Hcv1.av93.c6.g79.i1
Em0015g230a	Hcv1.av93.c2.g1295.i1
Em0015g236a	Hcv1.av93.c5.g1214.i1
Em0015g250a	Hcv1.av93.c2.g894.i2
Em0015g251a	Hcv1.av93.c5.g274.i1
Em0015g252a	Hcv1.av93.c3.g551.i1
Em0015g254a	Hcv1.av93.c3.g940.i1
Em0015g269a	Hcv1.av93.c2.g890.i1
Em0015g272a	Hcv1.av93.c2.g401.i2
Em0015g27a	Hcv1.av93.c8.g219.i1
Em0015g288a	Hcv1.av93.c5.g321.i3
Em0015g289a	Hcv1.av93.c3.g821.i1
Em0015g28a	Hcv1.av93.c3.g1021.i2
Em0015g290a	Hcv1.av93.c13.g634.i1
Em0015g292a	Hcv1.av93.c9.g175.i1
Em0015g303a	Hcv1.av93.c11.g827.i1
Em0015g304a	Hcv1.av93.c3.g793.i1
Em0015g306a	Hcv1.av93.c1.g680.i1
Em0015g307a	Hcv1.av93.c3.g1176.i1
Em0015g309a	Hcv1.av93.c5.g948.i1
Em0015g318a	Hcv1.av93.c7.g441.i1
Em0015g31a	Hcv1.av93.c3.g1273.i1
Em0015g321a	Hcv1.av93.c3.g683.i1
Em0015g32a	Hcv1.av93.c9.g179.i1
Em0015g33a	Hcv1.av93.c5.g774.i1
Em0015g344a	Hcv1.av93.c9.g556.i1
Em0015g345a	Hcv1.av93.c11.g961.i1
Em0015g346a	Hcv1.av93.c6.g1170.i1
Em0015g348a	Hcv1.av93.c2.g104.i1
Em0015g349a	Hcv1.av93.c3.g1150.i2
Em0015g34a	Hcv1.av93.c10.g559.i1
Em0015g35a	Hcv1.av93.c2.g549.i1
Em0015g362a	Hcv1.av93.c11.g635.i1
Em0015g370a	Hcv1.av93.c11.g149.i1
Em0015g374a	Hcv1.av93.c13.g262.i1
Em0015g37a	Hcv1.av93.c3.g754.i1
Em0015g388a	Hcv1.av93.c5.g951.i1
Em0015g38a	Hcv1.av93.c3.g736.i2
Em0015g3a	Hcv1.av93.c3.g502.i2
Em0015g433a	Hcv1.av93.c9.g110.i1
Em0015g436a	Hcv1.av93.c11.g102.i1
Em0015g43a	Hcv1.av93.c6.g1077.i1
Em0015g445a	Hcv1.av93.c3.g774.i2
Em0015g457a	Hcv1.av93.c8.g55.i1
Em0015g461a	Hcv1.av93.c11.g253.i1
Em0015g462a	Hcv1.av93.c1.g988.i1
Em0015g464a	Hcv1.av93.c4.g916.i1
Em0015g46a	Hcv1.av93.c1.g1654.i3
Em0015g472a	Hcv1.av93.c11.g619.i1
Em0015g475a	Hcv1.av93.c1.g766.i1
Em0015g47a	Hcv1.av93.c2.g1466.i1
Em0015g480a	Hcv1.av93.c1.g1276.i1
Em0015g48a	Hcv1.av93.c11.g425.i1
Em0015g503a	Hcv1.av93.c2.g1291.i2
Em0015g504a	Hcv1.av93.c5.g613.i1
Em0015g507a	Hcv1.av93.c7.g264.i1
Em0015g510a	Hcv1.av93.c4.g860.i1
Em0015g514a	Hcv1.av93.c2.g54.i1
Em0015g516a	Hcv1.av93.c2.g194.i1
Em0015g539a	Hcv1.av93.c3.g586.i1
Em0015g54a	Hcv1.av93.c3.g157.i1
Em0015g552a	Hcv1.av93.c3.g777.i1
Em0015g553a	Hcv1.av93.c5.g1041.i1
Em0015g561a	Hcv1.av93.c2.g474.i1
Em0015g568a	Hcv1.av93.c12.g433.i1
Em0015g56a	Hcv1.av93.c6.g254.i1
Em0015g57a	Hcv1.av93.c1.g38.i1
Em0015g5a	Hcv1.av93.c3.g741.i1
Em0015g603a	Hcv1.av93.c2.g745.i1
Em0015g60a	Hcv1.av93.c3.g1097.i1
Em0015g611a	Hcv1.av93.c10.g183.i1
Em0015g612a	Hcv1.av93.c5.g810.i1
Em0015g613a	Hcv1.av93.c13.g46.i1
Em0015g619a	Hcv1.av93.c5.g508.i1
Em0015g624a	Hcv1.av93.c6.g85.i1
Em0015g625a	Hcv1.av93.c2.g1287.i1
Em0015g626a	Hcv1.av93.c2.g916.i1
Em0015g627a	Hcv1.av93.c2.g521.i1
Em0015g62a	Hcv1.av93.c1.g725.i1
Em0015g635a	Hcv1.av93.c3.g975.i1
Em0015g644a	Hcv1.av93.c2.g1539.i2
Em0015g645a	Hcv1.av93.c2.g1326.i2
Em0015g663a	Hcv1.av93.c1.g1357.i1
Em0015g664a	Hcv1.av93.c8.g805.i1
Em0015g665a	Hcv1.av93.c2.g796.i1
Em0015g666a	Hcv1.av93.c2.g302.i1
Em0015g668a	Hcv1.av93.c1.g230.i2
Em0015g66a	Hcv1.av93.c3.g58.i1
Em0015g671a	Hcv1.av93.c2.g1621.i2
Em0015g672a	Hcv1.av93.c4.g564.i1
Em0015g673a	Hcv1.av93.c3.g690.i1
Em0015g674a	Hcv1.av93.c3.g1136.i1
Em0015g675a	Hcv1.av93.c2.g841.i1
Em0015g676a	Hcv1.av93.c3.g834.i1
Em0015g67a	Hcv1.av93.c2.g583.i1
