XP_004987445.1	mRNA.RE02957
XP_004994026.1	mRNA.RE16560
XP_004994027.1	mRNA.RE16671
XP_004994029.1	mRNA.RE15034
XP_004994030.1	mRNA.RE00568
XP_004994033.1	mRNA.RE13175
XP_004994035.1	mRNA.RE12421
XP_004994036.1	mRNA.RE09392
XP_004994037.1	mRNA.RE13801
XP_004994039.1	mRNA.RE11918
XP_004994040.1	mRNA.RE04664
XP_004994044.1	mRNA.RE05936
XP_004994046.1	mRNA.RE09700
XP_004994048.1	mRNA.RE13803
XP_004994051.1	mRNA.RE07536
XP_004994052.1	mRNA.RE16723
XP_004994053.1	mRNA.RE13517
XP_004994054.1	mRNA.RE14116
XP_004994055.1	mRNA.RE01270
XP_004994057.1	mRNA.RE10903
XP_004994058.1	mRNA.RE02415
XP_004994059.1	mRNA.RE17124
XP_004994061.1	mRNA.RE16322
XP_004994065.1	mRNA.RE14859
XP_004994069.1	mRNA.RE10880
XP_004994072.1	mRNA.RE02252
XP_004994077.1	mRNA.RE14166
XP_004994078.1	mRNA.RE07011
XP_004994079.1	mRNA.RE12444
XP_004994080.1	mRNA.RE00966
XP_004994083.1	mRNA.RE06967
XP_004994084.1	mRNA.RE09680
XP_004994085.1	mRNA.RE07324
XP_004994090.1	mRNA.RE07572
XP_004994092.1	mRNA.RE08710
XP_004994095.1	mRNA.RE04867
XP_004994096.1	mRNA.RE08895
XP_004994097.1	mRNA.RE08866
XP_004994098.1	mRNA.RE01789
XP_004994100.1	mRNA.RE14552
XP_004994101.1	mRNA.RE05778
XP_004994102.1	mRNA.RE07576
XP_004994103.1	mRNA.RE11783
XP_004994104.1	mRNA.RE13375
XP_004994110.1	mRNA.RE04408
XP_004994111.1	mRNA.RE06365
XP_004994114.1	mRNA.RE10734
XP_004994116.1	mRNA.RE04729
XP_004994117.1	mRNA.RE13708
XP_004994118.1	mRNA.RE06524
XP_004994120.1	mRNA.RE10131
XP_004994122.1	mRNA.RE01014
XP_004994125.1	mRNA.RE10822
XP_004994135.1	mRNA.RE09913
XP_004994137.1	mRNA.RE16500
XP_004994139.1	mRNA.RE01820
XP_004994140.1	mRNA.RE11139
XP_004994143.1	mRNA.RE11248
XP_004994153.1	mRNA.RE10152
XP_004994165.1	mRNA.RE03394
XP_004994166.1	mRNA.RE09991
XP_004994167.1	mRNA.RE04413
XP_004994168.1	mRNA.RE09888
XP_004994172.1	mRNA.RE11756
XP_004994173.1	mRNA.RE01304
XP_004994175.1	mRNA.RE09918
XP_004994177.1	mRNA.RE04693
XP_004994181.1	mRNA.RE07839
XP_004994182.1	mRNA.RE02554
XP_004994184.1	mRNA.RE01918
XP_004994186.1	mRNA.RE00901
XP_004994188.1	mRNA.RE08907
XP_004994189.1	mRNA.RE14983
XP_004994190.1	mRNA.RE15468
XP_004994191.1	mRNA.RE08835
XP_004994193.1	mRNA.RE04955
XP_004994195.1	mRNA.RE07719
XP_004994198.1	mRNA.RE08926
XP_004994200.1	mRNA.RE16387
XP_004994202.1	mRNA.RE16982
XP_004994206.1	mRNA.RE04809
XP_004994212.1	mRNA.RE10872
XP_004994213.1	mRNA.RE17073
XP_004994215.1	mRNA.RE16045
XP_004994217.1	mRNA.RE03609
XP_004994218.1	mRNA.RE04834
XP_004994221.1	mRNA.RE06512
XP_004994223.1	mRNA.RE06130
XP_004994227.1	mRNA.RE12803
XP_004994231.1	mRNA.RE02199
XP_004994232.1	mRNA.RE15478
XP_004994240.1	mRNA.RE05773
XP_004994248.1	mRNA.RE09054
XP_004994249.1	mRNA.RE09592
XP_004994251.1	mRNA.RE05272
XP_004994253.1	mRNA.RE03997
XP_004994256.1	mRNA.RE14754
XP_004994259.1	mRNA.RE16120
XP_004994260.1	mRNA.RE06992
XP_004994264.1	mRNA.RE02410
XP_004994266.1	mRNA.RE14371
XP_004994269.1	mRNA.RE07283
XP_004994275.1	mRNA.RE11606
XP_004994277.1	mRNA.RE09911
XP_004994279.1	mRNA.RE06973
XP_004994281.1	mRNA.RE10219
XP_004994282.1	mRNA.RE05305
XP_004994284.1	mRNA.RE13484
XP_004994286.1	mRNA.RE14509
XP_004994289.1	mRNA.RE13815
XP_004994290.1	mRNA.RE10483
XP_004994292.1	mRNA.RE14235
XP_004994295.1	mRNA.RE17194
XP_004994296.1	mRNA.RE13840
XP_004994297.1	mRNA.RE14314
XP_004994298.1	mRNA.RE12335
XP_004994299.1	mRNA.RE07562
XP_004994301.1	mRNA.RE04113
XP_004994303.1	mRNA.RE07815
XP_004994304.1	mRNA.RE09013
XP_004994307.1	mRNA.RE15321
XP_004994308.1	mRNA.RE14769
XP_004994310.1	mRNA.RE08288
XP_004994312.1	mRNA.RE06862
XP_004994313.1	mRNA.RE07300
XP_004994318.1	mRNA.RE10608
XP_004994319.1	mRNA.RE04632
XP_004994321.1	mRNA.RE13376
XP_004994323.1	mRNA.RE16407
XP_004994324.1	mRNA.RE16443
XP_004994333.1	mRNA.RE10285
XP_004994334.1	mRNA.RE11812
XP_004994335.1	mRNA.RE15505
XP_004994339.1	mRNA.RE11029
XP_004994340.1	mRNA.RE05361
XP_004994341.1	mRNA.RE03911
XP_004994342.1	mRNA.RE12490
XP_004994343.1	mRNA.RE05695
XP_004994346.1	mRNA.RE04128
XP_004994347.1	mRNA.RE10440
XP_004994355.1	mRNA.RE09087
XP_004994356.1	mRNA.RE00131
XP_004994357.1	mRNA.RE09452
XP_004994358.1	mRNA.RE09681
XP_004994360.1	mRNA.RE13311
XP_004994362.1	mRNA.RE16127
XP_004994363.1	mRNA.RE01635
XP_004994364.1	mRNA.RE14070
XP_004994365.1	mRNA.RE16472
XP_004994371.1	mRNA.RE17122
XP_004994372.1	mRNA.RE14916
XP_004994378.1	mRNA.RE01004
XP_004994379.1	mRNA.RE08124
XP_004994381.1	mRNA.RE12827
XP_004994382.1	mRNA.RE10115
XP_004994385.1	mRNA.RE05553
XP_004994388.1	mRNA.RE02119
XP_004994397.1	mRNA.RE05073
XP_004994398.1	mRNA.RE09010
XP_004994399.1	mRNA.RE04407
XP_004994401.1	mRNA.RE08184
XP_004994402.1	mRNA.RE08965
XP_004994403.1	mRNA.RE12813
XP_004994404.1	mRNA.RE14588
XP_004994406.1	mRNA.RE05694
XP_004994407.1	mRNA.RE15667
XP_004994410.1	mRNA.RE11929
XP_004994414.1	mRNA.RE13616
XP_004994415.1	mRNA.RE02078
XP_004994419.1	mRNA.RE10183
XP_004994420.1	mRNA.RE12796
XP_004994423.1	mRNA.RE13197
XP_004994424.1	mRNA.RE09723
XP_004994425.1	mRNA.RE05702
XP_004994426.1	mRNA.RE15661
XP_004994428.1	mRNA.RE09139
XP_004994432.1	mRNA.RE15860
XP_004994437.1	mRNA.RE10779
XP_004994442.1	mRNA.RE15644
XP_004994443.1	mRNA.RE01871
XP_004994444.1	mRNA.RE05912
XP_004994446.1	mRNA.RE09080
XP_004994447.1	mRNA.RE00786
XP_004994449.1	mRNA.RE06444
XP_004994450.1	mRNA.RE02524
XP_004994459.1	mRNA.RE03480
XP_004994460.1	mRNA.RE01175
XP_004994461.1	mRNA.RE03887
XP_004994463.1	mRNA.RE13026
XP_004994465.1	mRNA.RE12852
XP_004994470.1	mRNA.RE13036
XP_004994474.1	mRNA.RE01920
XP_004994478.1	mRNA.RE03870
XP_004994479.1	mRNA.RE01878
XP_004994481.1	mRNA.RE06149
XP_004994486.1	mRNA.RE10975
XP_004994487.1	mRNA.RE03886
XP_004994490.1	mRNA.RE12186
XP_004994494.1	mRNA.RE13135
XP_004994496.1	mRNA.RE12322
XP_004994499.1	mRNA.RE16607
XP_004994503.1	mRNA.RE13654
XP_004994504.1	mRNA.RE15981
XP_004994505.1	mRNA.RE03836
XP_004994507.1	mRNA.RE15972
XP_004994509.1	mRNA.RE16762
XP_004994510.1	mRNA.RE10576
XP_004994511.1	mRNA.RE09601
XP_004994513.1	mRNA.RE11555
XP_004994514.1	mRNA.RE13003
XP_004994518.1	mRNA.RE00480
XP_004994519.1	mRNA.RE04271
XP_004994520.1	mRNA.RE16878
XP_004994522.1	mRNA.RE13105
XP_004994528.1	mRNA.RE13569
XP_004994530.1	mRNA.RE04340
XP_004994531.1	mRNA.RE13307
XP_004994534.1	mRNA.RE13172
XP_004994536.1	mRNA.RE04317
XP_004994543.1	mRNA.RE08309
XP_004994545.1	mRNA.RE07435
XP_004994548.1	mRNA.RE07319
XP_004994550.1	mRNA.RE09194
XP_004994551.1	mRNA.RE06077
XP_004994552.1	mRNA.RE08686
XP_004994553.1	mRNA.RE16829
XP_004994554.1	mRNA.RE06344
XP_004994555.1	mRNA.RE09804
XP_004994558.1	mRNA.RE16949
XP_004994559.1	mRNA.RE06276
XP_004994561.1	mRNA.RE12153
XP_004994566.1	mRNA.RE00450
XP_004994569.1	mRNA.RE04488
XP_004994571.1	mRNA.RE14672
XP_004994572.1	mRNA.RE11154
XP_004994583.1	mRNA.RE06238
XP_004994584.1	mRNA.RE03974
XP_004994585.1	mRNA.RE12452
XP_004994588.1	mRNA.RE03885
XP_004994589.1	mRNA.RE16313
XP_004994590.1	mRNA.RE11817
XP_004994591.1	mRNA.RE04878
XP_004994592.1	mRNA.RE09219
XP_004994595.1	mRNA.RE08055
XP_004994606.1	mRNA.RE11867
XP_004994607.1	mRNA.RE04927
XP_004994608.1	mRNA.RE06768
XP_004994616.1	mRNA.RE11605
XP_004994617.1	mRNA.RE07573
XP_004994618.1	mRNA.RE02471
XP_004994619.1	mRNA.RE14932
XP_004994628.1	mRNA.RE04225
XP_004994629.1	mRNA.RE15868
XP_004994630.1	mRNA.RE00986
XP_004994631.1	mRNA.RE12120
XP_004994632.1	mRNA.RE04743
XP_004994636.1	mRNA.RE11687
XP_004994640.1	mRNA.RE16728
XP_004994641.1	mRNA.RE01804
XP_004994642.1	mRNA.RE06153
XP_004994646.1	mRNA.RE09012
XP_004994648.1	mRNA.RE11950
XP_004994649.1	mRNA.RE08346
XP_004994653.1	mRNA.RE12493
XP_004994655.1	mRNA.RE16529
XP_004994658.1	mRNA.RE06325
XP_004994660.1	mRNA.RE15206
XP_004994665.1	mRNA.RE14952
XP_004994670.1	mRNA.RE05759
XP_004994671.1	mRNA.RE09132
XP_004994676.1	mRNA.RE14874
XP_004994677.1	mRNA.RE16553
XP_004994678.1	mRNA.RE16334
XP_004994680.1	mRNA.RE10129
XP_004994682.1	mRNA.RE00935
XP_004994683.1	mRNA.RE11058
XP_004994686.1	mRNA.RE02944
XP_004994692.1	mRNA.RE11459
XP_004994693.1	mRNA.RE04084
XP_004994695.1	mRNA.RE11658
XP_004994696.1	mRNA.RE03943
XP_004994699.1	mRNA.RE15218
XP_004994700.1	mRNA.RE03999
XP_004994703.1	mRNA.RE16915
XP_004994705.1	mRNA.RE08574
XP_004994706.1	mRNA.RE10034
XP_004994707.1	mRNA.RE09071
XP_004994710.1	mRNA.RE06888
XP_004994713.1	mRNA.RE01011
XP_004994716.1	mRNA.RE03235
XP_004994719.1	mRNA.RE08340
XP_004994722.1	mRNA.RE17021
XP_004994723.1	mRNA.RE05973
XP_004994725.1	mRNA.RE07962
XP_004994727.1	mRNA.RE15525
XP_004994728.1	mRNA.RE14864
XP_004994730.1	mRNA.RE04057
XP_004994732.1	mRNA.RE08924
XP_004994733.1	mRNA.RE15683
XP_004994734.1	mRNA.RE13770
XP_004994739.1	mRNA.RE03318
XP_004994742.1	mRNA.RE12182
XP_004994743.1	mRNA.RE16630
XP_004994744.1	mRNA.RE14886
XP_004994745.1	mRNA.RE10905
XP_004994746.1	mRNA.RE12785
XP_004994747.1	mRNA.RE15867
XP_004994748.1	mRNA.RE09537
XP_004994751.1	mRNA.RE04455
XP_004994761.1	mRNA.RE06519
XP_004994762.1	mRNA.RE10563
XP_004994763.1	mRNA.RE06530
XP_004994767.1	mRNA.RE16830
XP_004994770.1	mRNA.RE15361
XP_004994771.1	mRNA.RE17037
XP_004994773.1	mRNA.RE02466
XP_004994774.1	mRNA.RE11433
XP_004994775.1	mRNA.RE14856
XP_004994776.1	mRNA.RE07888
XP_004994793.1	mRNA.RE13291
XP_004994794.1	mRNA.RE14723
XP_004994796.1	mRNA.RE03223
XP_004994799.1	mRNA.RE09254
XP_004994801.1	mRNA.RE07672
XP_004994802.1	mRNA.RE05913
XP_004994803.1	mRNA.RE06729
XP_004994810.1	mRNA.RE12917
XP_004994815.1	mRNA.RE11632
XP_004994817.1	mRNA.RE12583
XP_004994820.1	mRNA.RE00857
XP_004994821.1	mRNA.RE06190
XP_004994822.1	mRNA.RE13232
XP_004994823.1	mRNA.RE02293
XP_004994824.1	mRNA.RE04365
XP_004994825.1	mRNA.RE15720
XP_004994829.1	mRNA.RE11302
XP_004994832.1	mRNA.RE12054
XP_004994835.1	mRNA.RE02593
XP_004994837.1	mRNA.RE09413
XP_004994842.1	mRNA.RE10147
XP_004994844.1	mRNA.RE15584
XP_004994848.1	mRNA.RE07560
XP_004994849.1	mRNA.RE06127
XP_004994850.1	mRNA.RE16879
XP_004994853.1	mRNA.RE12926
XP_004994854.1	mRNA.RE12301
XP_004994857.1	mRNA.RE13348
XP_004994860.1	mRNA.RE06572
XP_004994861.1	mRNA.RE05342
XP_004994863.1	mRNA.RE04201
XP_004994864.1	mRNA.RE15108
XP_004994866.1	mRNA.RE15314
XP_004994867.1	mRNA.RE16265
XP_004994868.1	mRNA.RE10894
XP_004994869.1	mRNA.RE16552
XP_004994874.1	mRNA.RE02743
XP_004994877.1	mRNA.RE07190
XP_004994879.1	mRNA.RE09049
XP_004994882.1	mRNA.RE02738
XP_004994886.1	mRNA.RE05171
XP_004994887.1	mRNA.RE04397
XP_004994891.1	mRNA.RE00543
XP_004994892.1	mRNA.RE08567
XP_004994893.1	mRNA.RE07685
XP_004994896.1	mRNA.RE10807
XP_004994897.1	mRNA.RE09067
XP_004994898.1	mRNA.RE00846
XP_004994899.1	mRNA.RE13744
XP_004994903.1	mRNA.RE00238
XP_004994904.1	mRNA.RE10501
XP_004994915.1	mRNA.RE10166
XP_004994917.1	mRNA.RE10286
XP_004994920.1	mRNA.RE07073
XP_004994922.1	mRNA.RE02380
XP_004994925.1	mRNA.RE13380
XP_004994936.1	mRNA.RE06312
XP_004994937.1	mRNA.RE10919
XP_004994939.1	mRNA.RE10467
XP_004994941.1	mRNA.RE03630
XP_004994942.1	mRNA.RE11272
XP_004994946.1	mRNA.RE11558
XP_004994947.1	mRNA.RE15213
XP_004994949.1	mRNA.RE13387
XP_004994950.1	mRNA.RE04130
XP_004994959.1	mRNA.RE06489
XP_004994960.1	mRNA.RE02980
XP_004994964.1	mRNA.RE11564
XP_004994967.1	mRNA.RE11537
XP_004994969.1	mRNA.RE11065
XP_004994971.1	mRNA.RE03470
XP_004994972.1	mRNA.RE14728
XP_004994975.1	mRNA.RE01865
XP_004994976.1	mRNA.RE10811
XP_004994977.1	mRNA.RE10910
XP_004994978.1	mRNA.RE10828
XP_004994980.1	mRNA.RE11299
XP_004994983.1	mRNA.RE06769
XP_004994988.1	mRNA.RE05944
XP_004994992.1	mRNA.RE12600
XP_004994993.1	mRNA.RE10947
XP_004994994.1	mRNA.RE05919
XP_004994997.1	mRNA.RE02527
XP_004994998.1	mRNA.RE10434
XP_004994999.1	mRNA.RE16157
XP_004995000.1	mRNA.RE03488
XP_004995002.1	mRNA.RE08992
XP_004995003.1	mRNA.RE10305
XP_004995004.1	mRNA.RE16752
XP_004995006.1	mRNA.RE15718
XP_004995012.1	mRNA.RE09759
XP_004995013.1	mRNA.RE06522
XP_004995015.1	mRNA.RE07337
XP_004995017.1	mRNA.RE11188
XP_004995019.1	mRNA.RE02750
XP_004995020.1	mRNA.RE12987
XP_004995021.1	mRNA.RE11017
XP_004995022.1	mRNA.RE07010
XP_004995023.1	mRNA.RE10852
XP_004995025.1	mRNA.RE06121
XP_004995026.1	mRNA.RE06019
XP_004995027.1	mRNA.RE04864
XP_004995028.1	mRNA.RE15654
XP_004995031.1	mRNA.RE10496
XP_004995032.1	mRNA.RE00086
XP_004995033.1	mRNA.RE10815
XP_004995040.1	mRNA.RE10299
XP_004995044.1	mRNA.RE05238
XP_004995048.1	mRNA.RE05554
XP_004995049.1	mRNA.RE07322
XP_004995052.1	mRNA.RE15649
XP_004995055.1	mRNA.RE15794
XP_004995056.1	mRNA.RE15145
XP_004995057.1	mRNA.RE05760
XP_004995059.1	mRNA.RE07893
XP_004995060.1	mRNA.RE05081
XP_004995061.1	mRNA.RE14943
XP_004995063.1	mRNA.RE01105
XP_004995064.1	mRNA.RE08636
XP_004995065.1	mRNA.RE13664
XP_004995066.1	mRNA.RE13368
XP_004995067.1	mRNA.RE06231
XP_004995069.1	mRNA.RE07038
XP_004995073.1	mRNA.RE10799
XP_004995074.1	mRNA.RE07129
XP_004995075.1	mRNA.RE13221
XP_004995076.1	mRNA.RE17081
XP_004995078.1	mRNA.RE11213
XP_004995080.1	mRNA.RE06909
XP_004995081.1	mRNA.RE02440
XP_004995082.1	mRNA.RE05018
XP_004995083.1	mRNA.RE00908
XP_004995085.1	mRNA.RE03396
XP_004995095.1	mRNA.RE08626
XP_004995096.1	mRNA.RE11371
XP_004995100.1	mRNA.RE03540
XP_004995106.1	mRNA.RE07867
XP_004995109.1	mRNA.RE04817
XP_004995112.1	mRNA.RE10723
XP_004995114.1	mRNA.RE09914
XP_004995118.1	mRNA.RE04738
XP_004995121.1	mRNA.RE07328
XP_004995124.1	mRNA.RE13917
XP_004995125.1	mRNA.RE13374
XP_004995127.1	mRNA.RE16071
XP_004995131.1	mRNA.RE06020
XP_004995132.1	mRNA.RE14077
XP_004995134.1	mRNA.RE00894
XP_004995136.1	mRNA.RE12291
XP_004995141.1	mRNA.RE01870
XP_004995146.1	mRNA.RE08205
XP_004995150.1	mRNA.RE12121
XP_004995153.1	mRNA.RE16222
XP_004995154.1	mRNA.RE10545
XP_004995160.1	mRNA.RE01733
XP_004995161.1	mRNA.RE02901
XP_004995165.1	mRNA.RE00463
XP_004995166.1	mRNA.RE07003
XP_004995167.1	mRNA.RE12780
XP_004995169.1	mRNA.RE10068
XP_004995173.1	mRNA.RE12884
XP_004995174.1	mRNA.RE15465
XP_004995175.1	mRNA.RE16066
XP_004995181.1	mRNA.RE06144
XP_004995182.1	mRNA.RE06193
XP_004995184.1	mRNA.RE10800
XP_004995192.1	mRNA.RE08126
XP_004995193.1	mRNA.RE02194
XP_004995199.1	mRNA.RE12353
XP_004995200.1	mRNA.RE13951
XP_004995202.1	mRNA.RE00389
XP_004995209.1	mRNA.RE11671
XP_004995211.1	mRNA.RE07747
XP_004995217.1	mRNA.RE12616
XP_004995218.1	mRNA.RE15353
XP_004995220.1	mRNA.RE13255
XP_004995222.1	mRNA.RE12845
XP_004995223.1	mRNA.RE13308
XP_004995225.1	mRNA.RE16880
XP_004995232.1	mRNA.RE03546
XP_004995234.1	mRNA.RE07475
XP_004995235.1	mRNA.RE00509
XP_004995238.1	mRNA.RE14168
XP_004995253.1	mRNA.RE04708
XP_004995255.1	mRNA.RE08676
XP_004995258.1	mRNA.RE01322
XP_004995260.1	mRNA.RE00632
XP_004995265.1	mRNA.RE04705
XP_004995269.1	mRNA.RE08576
XP_004995273.1	mRNA.RE11646
XP_004995276.1	mRNA.RE09561
XP_004995278.1	mRNA.RE06285
XP_004995279.1	mRNA.RE03161
XP_004995280.1	mRNA.RE16269
XP_004995282.1	mRNA.RE07586
XP_004995284.1	mRNA.RE10538
XP_004995285.1	mRNA.RE14397
XP_004995288.1	mRNA.RE14738
XP_004995296.1	mRNA.RE04285
XP_004995297.1	mRNA.RE13820
XP_004995301.1	mRNA.RE01976
XP_004995304.1	mRNA.RE11111
XP_004995306.1	mRNA.RE05232
XP_004995308.1	mRNA.RE05687
XP_004995313.1	mRNA.RE10412
XP_004995314.1	mRNA.RE07114
XP_004995319.1	mRNA.RE03316
XP_004995324.1	mRNA.RE10809
XP_004995329.1	mRNA.RE06071
XP_004995331.1	mRNA.RE01855
XP_004995335.1	mRNA.RE04769
XP_004995338.1	mRNA.RE10273
XP_004995339.1	mRNA.RE08759
XP_004995342.1	mRNA.RE13133
XP_004995343.1	mRNA.RE02057
XP_004995346.1	mRNA.RE02411
XP_004995350.1	mRNA.RE08123
XP_004995354.1	mRNA.RE05995
XP_004995356.1	mRNA.RE07460
XP_004995357.1	mRNA.RE05442
XP_004995358.1	mRNA.RE15564
XP_004995359.1	mRNA.RE00111
XP_004995361.1	mRNA.RE06993
XP_004995363.1	mRNA.RE09395
XP_004995364.1	mRNA.RE06440
XP_004995365.1	mRNA.RE09394
XP_004995366.1	mRNA.RE09103
XP_004995369.1	mRNA.RE13864
XP_004995372.1	mRNA.RE06868
XP_004995376.1	mRNA.RE10297
XP_004995378.1	mRNA.RE11044
XP_004995379.1	mRNA.RE10275
XP_004995384.1	mRNA.RE16073
XP_004995387.1	mRNA.RE16595
XP_004995394.1	mRNA.RE01101
XP_004995395.1	mRNA.RE05066
XP_004995399.1	mRNA.RE14420
XP_004995400.1	mRNA.RE06413
XP_004995402.1	mRNA.RE10821
XP_004995405.1	mRNA.RE15464
XP_004995410.1	mRNA.RE10937
XP_004995412.1	mRNA.RE15457
XP_004995422.1	mRNA.RE16940
XP_004995423.1	mRNA.RE05375
XP_004995429.1	mRNA.RE05947
XP_004995431.1	mRNA.RE06733
XP_004995435.1	mRNA.RE13398
XP_004995437.1	mRNA.RE10226
XP_004995438.1	mRNA.RE03157
XP_004995439.1	mRNA.RE03871
XP_004995440.1	mRNA.RE06458
XP_004995441.1	mRNA.RE09880
XP_004995443.1	mRNA.RE08897
XP_004995444.1	mRNA.RE00542
XP_004995449.1	mRNA.RE15201
XP_004995453.1	mRNA.RE16564
XP_004995456.1	mRNA.RE07466
XP_004995457.1	mRNA.RE05091
XP_004995460.1	mRNA.RE07708
XP_004995465.1	mRNA.RE05090
XP_004995467.1	mRNA.RE04423
XP_004995468.1	mRNA.RE15187
XP_004995469.1	mRNA.RE00277
XP_004995470.1	mRNA.RE10971
XP_004995471.1	mRNA.RE05409
XP_004995477.1	mRNA.RE04683
XP_004995480.1	mRNA.RE06959
XP_004995481.1	mRNA.RE05096
XP_004995482.1	mRNA.RE14265
XP_004995484.1	mRNA.RE03614
XP_004995485.1	mRNA.RE05815
XP_004995486.1	mRNA.RE06434
XP_004995488.1	mRNA.RE12672
XP_004995491.1	mRNA.RE13505
XP_004995495.1	mRNA.RE15999
XP_004995500.1	mRNA.RE15330
XP_004995501.1	mRNA.RE05957
XP_004995503.1	mRNA.RE11164
XP_004995507.1	mRNA.RE10865
XP_004995511.1	mRNA.RE06010
XP_004995512.1	mRNA.RE15413
XP_004995516.1	mRNA.RE12325
XP_004995517.1	mRNA.RE14507
XP_004995520.1	mRNA.RE07761
XP_004995521.1	mRNA.RE01630
XP_004995522.1	mRNA.RE03988
XP_004995524.1	mRNA.RE10938
XP_004995526.1	mRNA.RE05276
XP_004995543.1	mRNA.RE11304
XP_004995549.1	mRNA.RE07433
XP_004995554.1	mRNA.RE12373
XP_004995555.1	mRNA.RE11795
XP_004995556.1	mRNA.RE10424
XP_004995560.1	mRNA.RE14589
XP_004995562.1	mRNA.RE15545
XP_004995563.1	mRNA.RE16816
XP_004995564.1	mRNA.RE12115
XP_004995567.1	mRNA.RE16755
XP_004995570.1	mRNA.RE13392
XP_004995571.1	mRNA.RE12838
XP_004995575.1	mRNA.RE11115
XP_004995576.1	mRNA.RE16810
XP_004995577.1	mRNA.RE16648
XP_004995579.1	mRNA.RE10421
XP_004995581.1	mRNA.RE08254
XP_004995582.1	mRNA.RE11006
XP_004995583.1	mRNA.RE00212
XP_004995585.1	mRNA.RE04442
XP_004995586.1	mRNA.RE16558
XP_004995587.1	mRNA.RE07321
XP_004995588.1	mRNA.RE12968
XP_004995589.1	mRNA.RE14461
XP_004995590.1	mRNA.RE09801
XP_004995593.1	mRNA.RE15146
XP_004995601.1	mRNA.RE11060
XP_004995603.1	mRNA.RE03493
XP_004995604.1	mRNA.RE12410
XP_004995608.1	mRNA.RE09762
XP_004995609.1	mRNA.RE09253
XP_004995610.1	mRNA.RE15806
XP_004995636.1	mRNA.RE07739
XP_004995642.1	mRNA.RE04982
XP_004995645.1	mRNA.RE16254
XP_004995650.1	mRNA.RE13903
XP_004995653.1	mRNA.RE09093
XP_004995654.1	mRNA.RE16426
XP_004995655.1	mRNA.RE14865
XP_004995656.1	mRNA.RE15228
XP_004995657.1	mRNA.RE07494
XP_004995659.1	mRNA.RE03029
XP_004995662.1	mRNA.RE15280
XP_004995668.1	mRNA.RE04803
XP_004995669.1	mRNA.RE03320
XP_004995672.1	mRNA.RE04509
XP_004995674.1	mRNA.RE14755
XP_004995675.1	mRNA.RE12906
XP_004995676.1	mRNA.RE04384
XP_004995678.1	mRNA.RE14534
XP_004995681.1	mRNA.RE08152
XP_004995682.1	mRNA.RE00219
XP_004995683.1	mRNA.RE12162
XP_004995686.1	mRNA.RE04237
XP_004995687.1	mRNA.RE00556
XP_004995688.1	mRNA.RE11892
XP_004995689.1	mRNA.RE16640
XP_004995691.1	mRNA.RE02610
XP_004995692.1	mRNA.RE16138
XP_004995699.1	mRNA.RE11917
XP_004995700.1	mRNA.RE00999
XP_004995701.1	mRNA.RE07348
XP_004995702.1	mRNA.RE15929
XP_004995706.1	mRNA.RE06883
XP_004995708.1	mRNA.RE07121
XP_004995709.1	mRNA.RE10961
XP_004995710.1	mRNA.RE15666
XP_004995711.1	mRNA.RE10775
XP_004995717.1	mRNA.RE15268
XP_004995725.1	mRNA.RE04725
XP_004995726.1	mRNA.RE10962
XP_004995730.1	mRNA.RE09317
XP_004995731.1	mRNA.RE03975
XP_004995733.1	mRNA.RE16623
XP_004995734.1	mRNA.RE07370
XP_004995736.1	mRNA.RE10063
XP_004995737.1	mRNA.RE07671
XP_004995741.1	mRNA.RE05779
XP_004995744.1	mRNA.RE14797
XP_004995747.1	mRNA.RE15387
XP_004995752.1	mRNA.RE06315
XP_004995753.1	mRNA.RE13118
XP_004995754.1	mRNA.RE07116
XP_004995759.1	mRNA.RE08206
XP_004995760.1	mRNA.RE12081
XP_004995761.1	mRNA.RE13477
XP_004995763.1	mRNA.RE16315
XP_004995764.1	mRNA.RE08586
XP_004995769.1	mRNA.RE15370
XP_004995771.1	mRNA.RE04035
XP_004995772.1	mRNA.RE13973
XP_004995773.1	mRNA.RE09203
XP_004995774.1	mRNA.RE04220
XP_004995776.1	mRNA.RE08935
XP_004995777.1	mRNA.RE03814
XP_004995778.1	mRNA.RE13378
XP_004995782.1	mRNA.RE15891
XP_004995786.1	mRNA.RE00989
XP_004995788.1	mRNA.RE07661
XP_004995795.1	mRNA.RE06277
XP_004995796.1	mRNA.RE12093
XP_004995798.1	mRNA.RE03002
XP_004995801.1	mRNA.RE06986
XP_004995804.1	mRNA.RE08348
XP_004995806.1	mRNA.RE00388
XP_004995807.1	mRNA.RE03066
XP_004995808.1	mRNA.RE10253
XP_004995809.1	mRNA.RE11461
XP_004995810.1	mRNA.RE01810
XP_004995812.1	mRNA.RE04213
XP_004995813.1	mRNA.RE06126
XP_004995815.1	mRNA.RE15865
XP_004995816.1	mRNA.RE07053
XP_004995822.1	mRNA.RE03830
XP_004995825.1	mRNA.RE03914
XP_004995827.1	mRNA.RE13628
XP_004995829.1	mRNA.RE04481
XP_004995830.1	mRNA.RE03571
XP_004995831.1	mRNA.RE16650
XP_004995834.1	mRNA.RE13174
XP_004995836.1	mRNA.RE13651
XP_004995840.1	mRNA.RE16887
XP_004995843.1	mRNA.RE12662
XP_004995844.1	mRNA.RE05564
XP_004995845.1	mRNA.RE02074
XP_004995847.1	mRNA.RE09039
XP_004995850.1	mRNA.RE16580
XP_004995853.1	mRNA.RE02881
XP_004995856.1	mRNA.RE11749
