XP_004987445.1	Hcv1.av93.c2.g1361.i1
XP_004993081.1	Hcv1.av93.c11.g278.i1
XP_004993086.1	Hcv1.av93.c9.g654.i1
XP_004993089.1	Hcv1.av93.c5.g129.i1
XP_004993090.1	Hcv1.av93.c2.g1589.i1
XP_004993092.1	Hcv1.av93.c2.g1214.i1
XP_004993093.1	Hcv1.av93.c3.g204.i1
XP_004993095.1	Hcv1.av93.c9.g161.i1
XP_004993096.1	Hcv1.av93.c5.g1342.i1
XP_004993106.1	Hcv1.av93.c11.g434.i1
XP_004993110.1	Hcv1.av93.c7.g626.i1
XP_004993114.1	Hcv1.av93.c13.g591.i1
XP_004993116.1	Hcv1.av93.c13.g453.i1
XP_004993118.1	Hcv1.av93.c3.g405.i2
XP_004993129.1	Hcv1.av93.c11.g175.i1
XP_004993133.1	Hcv1.av93.c9.g781.i1
XP_004993139.1	Hcv1.av93.c3.g135.i1
XP_004993143.1	Hcv1.av93.c9.g815.i1
XP_004993144.1	Hcv1.av93.c6.g141.i1
XP_004993149.1	Hcv1.av93.c7.g749.i1
XP_004993150.1	Hcv1.av93.c9.g40.i1
XP_004993154.1	Hcv1.av93.c3.g843.i1
XP_004993164.1	Hcv1.av93.c6.g360.i3
XP_004993167.1	Hcv1.av93.c1.g1026.i1
XP_004993171.1	Hcv1.av93.c8.g522.i1
XP_004993173.1	Hcv1.av93.c1.g558.i1
XP_004993180.1	Hcv1.av93.c5.g71.i1
XP_004993187.1	Hcv1.av93.c11.g900.i1
XP_004993192.1	Hcv1.av93.c3.g798.i1
XP_004993193.1	Hcv1.av93.c2.g216.i1
XP_004993194.1	Hcv1.av93.c5.g269.i1
XP_004993195.1	Hcv1.av93.c8.g879.i1
XP_004993200.1	Hcv1.av93.c3.g979.i1
XP_004993201.1	Hcv1.av93.c3.g1075.i1
XP_004993206.1	Hcv1.av93.c6.g868.i1
XP_004993209.1	Hcv1.av93.c6.g362.i1
XP_004993211.1	Hcv1.av93.c1.g1520.i1
XP_004993214.1	Hcv1.av93.c8.g735.i1
XP_004993215.1	Hcv1.av93.c5.g1214.i1
XP_004993219.1	Hcv1.av93.c6.g27.i1
XP_004993222.1	Hcv1.av93.c3.g749.i1
XP_004993223.1	Hcv1.av93.c3.g14.i1
XP_004993224.1	Hcv1.av93.c2.g936.i1
XP_004993225.1	Hcv1.av93.c12.g331.i1
XP_004993226.1	Hcv1.av93.c5.g1067.i1
XP_004993227.1	Hcv1.av93.c3.g1136.i1
XP_004993228.1	Hcv1.av93.c1.g1197.i1
XP_004993229.1	Hcv1.av93.c6.g1156.i1
XP_004993230.1	Hcv1.av93.c11.g332.i1
XP_004993231.1	Hcv1.av93.c11.g272.i1
XP_004993232.1	Hcv1.av93.c3.g1016.i3
XP_004993240.1	Hcv1.av93.c12.g454.i2
XP_004993241.1	Hcv1.av93.c1.g1627.i1
XP_004993247.1	Hcv1.av93.c2.g870.i1
XP_004993248.1	Hcv1.av93.c9.g203.i1
XP_004993249.1	Hcv1.av93.c7.g601.i1
XP_004993256.1	Hcv1.av93.c9.g640.i2
XP_004993263.1	Hcv1.av93.c9.g703.i1
XP_004993264.1	Hcv1.av93.c7.g677.i1
XP_004993267.1	Hcv1.av93.c3.g404.i1
XP_004993268.1	Hcv1.av93.c1.g178.i1
XP_004993269.1	Hcv1.av93.c5.g796.i1
XP_004993271.1	Hcv1.av93.c9.g179.i1
XP_004993272.1	Hcv1.av93.c9.g621.i2
XP_004993273.1	Hcv1.av93.c6.g773.i1
XP_004993274.1	Hcv1.av93.c9.g104.i1
XP_004993280.1	Hcv1.av93.c9.g385.i2
XP_004993281.1	Hcv1.av93.c8.g106.i1
XP_004993282.1	Hcv1.av93.c1.g1358.i1
XP_004993284.1	Hcv1.av93.c2.g207.i1
XP_004993285.1	Hcv1.av93.c4.g251.i1
XP_004993286.1	Hcv1.av93.c3.g741.i1
XP_004993287.1	Hcv1.av93.c2.g1009.i1
XP_004993288.1	Hcv1.av93.c2.g893.i1
XP_004993294.1	Hcv1.av93.c11.g762.i1
XP_004993295.1	Hcv1.av93.c3.g110.i1
XP_004993299.1	Hcv1.av93.c2.g501.i1
XP_004993300.1	Hcv1.av93.c5.g347.i1
XP_004993302.1	Hcv1.av93.c2.g1264.i1
XP_004993303.1	Hcv1.av93.c6.g439.i1
XP_004993304.1	Hcv1.av93.c9.g117.i3
XP_004993306.1	Hcv1.av93.c5.g1218.i1
XP_004993307.1	Hcv1.av93.c11.g345.i1
XP_004993308.1	Hcv1.av93.c8.g418.i1
XP_004993309.1	Hcv1.av93.c2.g61.i1
XP_004993310.1	Hcv1.av93.c7.g234.i1
XP_004993318.1	Hcv1.av93.c13.g91.i2
XP_004993320.1	Hcv1.av93.c6.g753.i1
XP_004993329.1	Hcv1.av93.c1.g96.i1
XP_004993332.1	Hcv1.av93.c5.g810.i1
XP_004993333.1	Hcv1.av93.c7.g1063.i1
XP_004993334.1	Hcv1.av93.c1.g262.i1
XP_004993340.1	Hcv1.av93.c1.g1459.i1
XP_004993341.1	Hcv1.av93.c5.g300.i1
XP_004993345.1	Hcv1.av93.c10.g649.i1
XP_004993351.1	Hcv1.av93.c5.g459.i1
XP_004993352.1	Hcv1.av93.c5.g435.i1
XP_004993353.1	Hcv1.av93.c10.g595.i1
XP_004993354.1	Hcv1.av93.c11.g268.i2
XP_004993357.1	Hcv1.av93.c3.g1333.i1
XP_004993358.1	Hcv1.av93.c3.g847.i1
XP_004993359.1	Hcv1.av93.c11.g770.i1
XP_004993361.1	Hcv1.av93.c8.g592.i1
XP_004993371.1	Hcv1.av93.c8.g314.i1
XP_004993373.1	Hcv1.av93.c2.g545.i1
XP_004993374.1	Hcv1.av93.c8.g826.i1
XP_004993376.1	Hcv1.av93.c3.g597.i1
XP_004993377.1	Hcv1.av93.c2.g764.i1
XP_004993378.1	Hcv1.av93.c5.g893.i2
XP_004993379.1	Hcv1.av93.c8.g138.i2
XP_004993380.1	Hcv1.av93.c2.g1652.i1
XP_004993388.1	Hcv1.av93.c8.g223.i1
XP_004993389.1	Hcv1.av93.c1.g535.i1
XP_004993393.1	Hcv1.av93.c11.g696.i1
XP_004993400.1	Hcv1.av93.c7.g188.i2
XP_004993401.1	Hcv1.av93.c4.g69.i1
XP_004993403.1	Hcv1.av93.c2.g306.i1
XP_004993414.1	Hcv1.av93.c8.g60.i1
XP_004993416.1	Hcv1.av93.c5.g1364.i1
XP_004993419.1	Hcv1.av93.c3.g471.i1
XP_004993427.1	Hcv1.av93.c1.g224.i1
XP_004993428.1	Hcv1.av93.c3.g649.i1
XP_004993430.1	Hcv1.av93.c9.g691.i1
XP_004993431.1	Hcv1.av93.c11.g417.i1
XP_004993435.1	Hcv1.av93.c2.g699.i2
XP_004993436.1	Hcv1.av93.c10.g1.i1
XP_004993437.1	Hcv1.av93.c10.g746.i1
XP_004993438.1	Hcv1.av93.c5.g1024.i1
XP_004993444.1	Hcv1.av93.c11.g686.i1
XP_004993446.1	Hcv1.av93.c13.g358.i1
XP_004993450.1	Hcv1.av93.c11.g195.i1
XP_004993451.1	Hcv1.av93.c10.g477.i1
XP_004993452.1	Hcv1.av93.c7.g313.i1
XP_004993458.1	Hcv1.av93.c2.g790.i1
XP_004993459.1	Hcv1.av93.c4.g867.i1
XP_004993461.1	Hcv1.av93.c7.g726.i1
XP_004993463.1	Hcv1.av93.c7.g122.i1
XP_004993467.1	Hcv1.av93.c12.g342.i1
XP_004993468.1	Hcv1.av93.c7.g1028.i1
XP_004993470.1	Hcv1.av93.c10.g127.i1
XP_004993476.1	Hcv1.av93.c9.g524.i1
XP_004993477.1	Hcv1.av93.c13.g363.i1
XP_004993481.1	Hcv1.av93.c6.g1064.i1
XP_004993482.1	Hcv1.av93.c12.g264.i1
XP_004993483.1	Hcv1.av93.c13.g53.i1
XP_004993486.1	Hcv1.av93.c12.g101.i2
XP_004993487.1	Hcv1.av93.c5.g1053.i1
XP_004993489.1	Hcv1.av93.c11.g61.i1
XP_004993491.1	Hcv1.av93.c7.g750.i1
XP_004993500.1	Hcv1.av93.c2.g1639.i1
XP_004993504.1	Hcv1.av93.c2.g1316.i2
XP_004993512.1	Hcv1.av93.c7.g342.i1
XP_004993517.1	Hcv1.av93.c13.g107.i1
XP_004993519.1	Hcv1.av93.c1.g1510.i1
XP_004993520.1	Hcv1.av93.c7.g573.i1
XP_004993521.1	Hcv1.av93.c11.g661.i1
XP_004993522.1	Hcv1.av93.c8.g105.i1
XP_004993523.1	Hcv1.av93.c1.g785.i1
XP_004993532.1	Hcv1.av93.c9.g316.i1
XP_004993534.1	Hcv1.av93.c7.g595.i1
XP_004993541.1	Hcv1.av93.c3.g689.i2
XP_004993544.1	Hcv1.av93.c6.g1228.i1
XP_004993554.1	Hcv1.av93.c5.g623.i1
XP_004993556.1	Hcv1.av93.c2.g1071.i2
XP_004993559.1	Hcv1.av93.c9.g829.i2
XP_004993563.1	Hcv1.av93.c1.g196.i2
XP_004993567.1	Hcv1.av93.c11.g264.i1
XP_004993568.1	Hcv1.av93.c1.g1580.i2
XP_004993570.1	Hcv1.av93.c13.g582.i1
XP_004993572.1	Hcv1.av93.c9.g88.i1
XP_004993573.1	Hcv1.av93.c10.g188.i1
XP_004993576.1	Hcv1.av93.c6.g750.i1
XP_004993580.1	Hcv1.av93.c2.g851.i1
XP_004993581.1	Hcv1.av93.c5.g1016.i1
XP_004993585.1	Hcv1.av93.c7.g318.i1
XP_004993588.1	Hcv1.av93.c6.g1045.i1
XP_004993595.1	Hcv1.av93.c1.g1147.i1
XP_004993596.1	Hcv1.av93.c1.g1201.i1
XP_004993599.1	Hcv1.av93.c13.g337.i1
XP_004993601.1	Hcv1.av93.c6.g192.i1
XP_004993610.1	Hcv1.av93.c13.g504.i1
XP_004993612.1	Hcv1.av93.c3.g990.i1
XP_004993614.1	Hcv1.av93.c8.g168.i1
XP_004993616.1	Hcv1.av93.c2.g538.i1
XP_004993617.1	Hcv1.av93.c11.g380.i2
XP_004993618.1	Hcv1.av93.c10.g576.i1
XP_004993629.1	Hcv1.av93.c5.g666.i1
XP_004993631.1	Hcv1.av93.c10.g736.i1
XP_004993635.1	Hcv1.av93.c1.g594.i1
XP_004993636.1	Hcv1.av93.c3.g726.i1
XP_004993637.1	Hcv1.av93.c2.g1189.i1
XP_004993645.1	Hcv1.av93.c2.g294.i1
XP_004993650.1	Hcv1.av93.c8.g835.i1
XP_004993651.1	Hcv1.av93.c5.g353.i1
XP_004993662.1	Hcv1.av93.c10.g553.i1
XP_004993665.1	Hcv1.av93.c6.g938.i1
XP_004993671.1	Hcv1.av93.c2.g1038.i1
XP_004993672.1	Hcv1.av93.c2.g1232.i1
XP_004993674.1	Hcv1.av93.c8.g638.i1
XP_004993676.1	Hcv1.av93.c13.g315.i1
XP_004993677.1	Hcv1.av93.c5.g1199.i1
XP_004993681.1	Hcv1.av93.c11.g217.i1
XP_004993687.1	Hcv1.av93.c8.g909.i1
XP_004993697.1	Hcv1.av93.c3.g349.i1
XP_004993698.1	Hcv1.av93.c1.g629.i1
XP_004993700.1	Hcv1.av93.c9.g776.i1
XP_004993710.1	Hcv1.av93.c2.g1098.i1
XP_004993713.1	Hcv1.av93.c3.g840.i1
XP_004993714.1	Hcv1.av93.c3.g1310.i1
XP_004993725.1	Hcv1.av93.c5.g414.i1
XP_004993726.1	Hcv1.av93.c11.g816.i1
XP_004993727.1	Hcv1.av93.c13.g344.i2
XP_004993728.1	Hcv1.av93.c4.g27.i1
XP_004993729.1	Hcv1.av93.c2.g330.i1
XP_004993732.1	Hcv1.av93.c6.g166.i1
XP_004993737.1	Hcv1.av93.c2.g612.i1
XP_004993738.1	Hcv1.av93.c5.g705.i1
XP_004993745.1	Hcv1.av93.c7.g287.i1
XP_004993746.1	Hcv1.av93.c7.g995.i3
XP_004993747.1	Hcv1.av93.c13.g450.i1
XP_004993755.1	Hcv1.av93.c2.g417.i1
XP_004993760.1	Hcv1.av93.c7.g930.i1
XP_004993761.1	Hcv1.av93.c6.g798.i1
XP_004993763.1	Hcv1.av93.c6.g726.i1
XP_004993767.1	Hcv1.av93.c3.g688.i1
XP_004993772.1	Hcv1.av93.c9.g365.i2
XP_004993774.1	Hcv1.av93.c7.g976.i1
XP_004993775.1	Hcv1.av93.c11.g357.i3
XP_004993780.1	Hcv1.av93.c9.g207.i1
XP_004993788.1	Hcv1.av93.c9.g467.i1
XP_004993790.1	Hcv1.av93.c1.g137.i1
XP_004993793.1	Hcv1.av93.c6.g1111.i2
XP_004993794.1	Hcv1.av93.c1.g1317.i1
XP_004993801.1	Hcv1.av93.c3.g70.i1
XP_004993802.1	Hcv1.av93.c1.g839.i1
XP_004993803.1	Hcv1.av93.c10.g692.i1
XP_004993804.1	Hcv1.av93.c2.g396.i1
XP_004993806.1	Hcv1.av93.c10.g726.i3
XP_004993810.1	Hcv1.av93.c9.g755.i1
XP_004993811.1	Hcv1.av93.c2.g1625.i1
XP_004993814.1	Hcv1.av93.c10.g4.i1
XP_004993815.1	Hcv1.av93.c9.g837.i1
XP_004993816.1	Hcv1.av93.c6.g1268.i1
XP_004993817.1	Hcv1.av93.c13.g104.i1
XP_004993824.1	Hcv1.av93.c4.g274.i1
XP_004993825.1	Hcv1.av93.c8.g767.i1
XP_004993833.1	Hcv1.av93.c7.g731.i1
XP_004993840.1	Hcv1.av93.c6.g559.i1
XP_004993844.1	Hcv1.av93.c9.g366.i1
XP_004993845.1	Hcv1.av93.c12.g373.i2
XP_004993850.1	Hcv1.av93.c9.g791.i1
XP_004993851.1	Hcv1.av93.c2.g932.i1
XP_004993852.1	Hcv1.av93.c6.g260.i1
XP_004993853.1	Hcv1.av93.c2.g1650.i1
XP_004993859.1	Hcv1.av93.c11.g705.i2
XP_004993860.1	Hcv1.av93.c6.g1168.i1
XP_004993865.1	Hcv1.av93.c7.g455.i1
XP_004993867.1	Hcv1.av93.c1.g221.i1
XP_004993877.1	Hcv1.av93.c1.g1650.i1
XP_004993881.1	Hcv1.av93.c5.g217.i1
XP_004993885.1	Hcv1.av93.c6.g302.i1
XP_004993887.1	Hcv1.av93.c8.g246.i1
XP_004993895.1	Hcv1.av93.c2.g1146.i1
XP_004993896.1	Hcv1.av93.c6.g3.i1
XP_004993897.1	Hcv1.av93.c2.g274.i1
XP_004993901.1	Hcv1.av93.c8.g74.i1
XP_004993917.1	Hcv1.av93.c13.g160.i1
XP_004993918.1	Hcv1.av93.c2.g982.i1
XP_004993919.1	Hcv1.av93.c8.g261.i1
XP_004993920.1	Hcv1.av93.c3.g1219.i1
XP_004993923.1	Hcv1.av93.c9.g585.i1
XP_004993925.1	Hcv1.av93.c1.g1649.i1
XP_004993931.1	Hcv1.av93.c3.g361.i1
XP_004993940.1	Hcv1.av93.c9.g743.i1
XP_004993941.1	Hcv1.av93.c9.g350.i1
XP_004993942.1	Hcv1.av93.c12.g54.i1
XP_004993945.1	Hcv1.av93.c8.g745.i1
XP_004993946.1	Hcv1.av93.c5.g401.i1
XP_004993950.1	Hcv1.av93.c7.g862.i1
XP_004993953.1	Hcv1.av93.c7.g385.i1
XP_004993954.1	Hcv1.av93.c6.g858.i1
XP_004993955.1	Hcv1.av93.c8.g917.i1
XP_004993958.1	Hcv1.av93.c9.g149.i1
XP_004993969.1	Hcv1.av93.c5.g68.i1
XP_004993976.1	Hcv1.av93.c5.g1196.i1
XP_004993979.1	Hcv1.av93.c4.g819.i1
XP_004993982.1	Hcv1.av93.c8.g431.i2
XP_004993985.1	Hcv1.av93.c7.g538.i1
XP_004993990.1	Hcv1.av93.c12.g270.i1
XP_004993991.1	Hcv1.av93.c7.g120.i1
XP_004993999.1	Hcv1.av93.c11.g238.i1
XP_004994001.1	Hcv1.av93.c6.g505.i1
XP_004994004.1	Hcv1.av93.c2.g1068.i1
XP_004994008.1	Hcv1.av93.c7.g7.i1
XP_004994009.1	Hcv1.av93.c5.g335.i1
XP_004994010.1	Hcv1.av93.c5.g535.i1
XP_004994011.1	Hcv1.av93.c8.g1017.i1
XP_004994021.1	Hcv1.av93.c7.g231.i1
XP_004994023.1	Hcv1.av93.c3.g43.i1
XP_004994029.1	Hcv1.av93.c13.g357.i1
XP_004994030.1	Hcv1.av93.c2.g1391.i1
XP_004994033.1	Hcv1.av93.c2.g747.i1
XP_004994036.1	Hcv1.av93.c2.g859.i1
XP_004994037.1	Hcv1.av93.c7.g968.i1
XP_004994039.1	Hcv1.av93.c6.g640.i1
XP_004994040.1	Hcv1.av93.c6.g547.i1
XP_004994044.1	Hcv1.av93.c9.g738.i1
XP_004994051.1	Hcv1.av93.c1.g1673.i1
XP_004994052.1	Hcv1.av93.c2.g1567.i1
XP_004994053.1	Hcv1.av93.c9.g841.i1
XP_004994054.1	Hcv1.av93.c8.g18.i1
XP_004994055.1	Hcv1.av93.c3.g488.i1
XP_004994057.1	Hcv1.av93.c4.g63.i1
XP_004994058.1	Hcv1.av93.c4.g806.i1
XP_004994059.1	Hcv1.av93.c1.g529.i1
XP_004994064.1	Hcv1.av93.c7.g435.i1
XP_004994065.1	Hcv1.av93.c5.g503.i1
XP_004994069.1	Hcv1.av93.c6.g804.i1
XP_004994072.1	Hcv1.av93.c5.g342.i1
XP_004994075.1	Hcv1.av93.c7.g561.i1
XP_004994077.1	Hcv1.av93.c7.g541.i1
XP_004994078.1	Hcv1.av93.c13.g313.i1
XP_004994079.1	Hcv1.av93.c3.g1217.i4
XP_004994083.1	Hcv1.av93.c2.g943.i1
XP_004994084.1	Hcv1.av93.c11.g436.i2
XP_004994085.1	Hcv1.av93.c2.g1089.i1
XP_004994090.1	Hcv1.av93.c10.g582.i1
XP_004994092.1	Hcv1.av93.c3.g734.i1
XP_004994095.1	Hcv1.av93.c3.g368.i1
XP_004994096.1	Hcv1.av93.c11.g330.i4
XP_004994097.1	Hcv1.av93.c3.g984.i1
XP_004994098.1	Hcv1.av93.c6.g882.i1
XP_004994100.1	Hcv1.av93.c5.g818.i1
XP_004994101.1	Hcv1.av93.c6.g521.i1
XP_004994102.1	Hcv1.av93.c6.g1126.i1
XP_004994103.1	Hcv1.av93.c9.g380.i1
XP_004994110.1	Hcv1.av93.c9.g857.i1
XP_004994114.1	Hcv1.av93.c2.g1580.i1
XP_004994116.1	Hcv1.av93.c11.g530.i1
XP_004994117.1	Hcv1.av93.c4.g185.i1
XP_004994118.1	Hcv1.av93.c6.g1130.i1
XP_004994122.1	Hcv1.av93.c2.g1468.i1
XP_004994125.1	Hcv1.av93.c11.g958.i1
XP_004994135.1	Hcv1.av93.c3.g362.i1
XP_004994137.1	Hcv1.av93.c6.g715.i1
XP_004994140.1	Hcv1.av93.c9.g720.i1
XP_004994143.1	Hcv1.av93.c2.g292.i1
XP_004994149.1	Hcv1.av93.c6.g416.i2
XP_004994150.1	Hcv1.av93.c2.g1198.i1
XP_004994151.1	Hcv1.av93.c1.g1095.i1
XP_004994153.1	Hcv1.av93.c7.g483.i1
XP_004994155.1	Hcv1.av93.c10.g738.i1
XP_004994165.1	Hcv1.av93.c13.g482.i1
XP_004994167.1	Hcv1.av93.c12.g146.i1
XP_004994168.1	Hcv1.av93.c3.g240.i3
XP_004994170.1	Hcv1.av93.c5.g710.i1
XP_004994173.1	Hcv1.av93.c5.g1340.i1
XP_004994175.1	Hcv1.av93.c3.g1071.i1
XP_004994177.1	Hcv1.av93.c11.g67.i1
XP_004994182.1	Hcv1.av93.c7.g499.i1
XP_004994184.1	Hcv1.av93.c1.g7.i1
XP_004994186.1	Hcv1.av93.c2.g67.i1
XP_004994188.1	Hcv1.av93.c3.g136.i1
XP_004994189.1	Hcv1.av93.c3.g510.i1
XP_004994190.1	Hcv1.av93.c7.g157.i1
XP_004994191.1	Hcv1.av93.c3.g943.i1
XP_004994193.1	Hcv1.av93.c7.g329.i1
XP_004994195.1	Hcv1.av93.c5.g898.i1
XP_004994198.1	Hcv1.av93.c6.g1135.i1
XP_004994200.1	Hcv1.av93.c5.g949.i1
XP_004994202.1	Hcv1.av93.c3.g1319.i1
XP_004994213.1	Hcv1.av93.c5.g812.i2
XP_004994214.1	Hcv1.av93.c6.g898.i1
XP_004994215.1	Hcv1.av93.c12.g496.i1
XP_004994217.1	Hcv1.av93.c3.g1348.i1
XP_004994218.1	Hcv1.av93.c3.g1306.i1
XP_004994221.1	Hcv1.av93.c6.g680.i1
XP_004994223.1	Hcv1.av93.c5.g109.i1
XP_004994227.1	Hcv1.av93.c2.g1469.i1
XP_004994231.1	Hcv1.av93.c1.g999.i1
XP_004994239.1	Hcv1.av93.c10.g167.i1
XP_004994240.1	Hcv1.av93.c10.g101.i1
XP_004994241.1	Hcv1.av93.c3.g185.i1
XP_004994248.1	Hcv1.av93.c6.g838.i1
XP_004994249.1	Hcv1.av93.c3.g1223.i1
XP_004994251.1	Hcv1.av93.c2.g1025.i1
XP_004994254.1	Hcv1.av93.c2.g516.i1
XP_004994256.1	Hcv1.av93.c7.g883.i1
XP_004994264.1	Hcv1.av93.c4.g833.i1
XP_004994269.1	Hcv1.av93.c3.g1078.i1
XP_004994271.1	Hcv1.av93.c5.g198.i1
XP_004994277.1	Hcv1.av93.c3.g842.i1
XP_004994281.1	Hcv1.av93.c1.g1253.i1
XP_004994286.1	Hcv1.av93.c1.g1045.i1
XP_004994289.1	Hcv1.av93.c5.g154.i1
XP_004994290.1	Hcv1.av93.c2.g1056.i1
XP_004994292.1	Hcv1.av93.c7.g390.i1
XP_004994295.1	Hcv1.av93.c6.g444.i1
XP_004994296.1	Hcv1.av93.c7.g42.i1
XP_004994297.1	Hcv1.av93.c5.g1137.i1
XP_004994301.1	Hcv1.av93.c1.g243.i1
XP_004994303.1	Hcv1.av93.c11.g304.i1
XP_004994304.1	Hcv1.av93.c9.g62.i1
XP_004994307.1	Hcv1.av93.c1.g1154.i1
XP_004994308.1	Hcv1.av93.c9.g345.i1
XP_004994310.1	Hcv1.av93.c7.g132.i1
XP_004994312.1	Hcv1.av93.c4.g102.i1
XP_004994316.1	Hcv1.av93.c5.g1140.i1
XP_004994318.1	Hcv1.av93.c5.g637.i1
XP_004994319.1	Hcv1.av93.c12.g41.i1
XP_004994321.1	Hcv1.av93.c5.g579.i1
XP_004994323.1	Hcv1.av93.c2.g726.i1
XP_004994324.1	Hcv1.av93.c3.g191.i1
XP_004994334.1	Hcv1.av93.c6.g147.i1
XP_004994340.1	Hcv1.av93.c3.g1118.i1
XP_004994341.1	Hcv1.av93.c12.g33.i1
XP_004994343.1	Hcv1.av93.c11.g889.i1
XP_004994347.1	Hcv1.av93.c5.g674.i1
XP_004994355.1	Hcv1.av93.c13.g339.i1
XP_004994356.1	Hcv1.av93.c6.g682.i1
XP_004994357.1	Hcv1.av93.c3.g466.i1
XP_004994358.1	Hcv1.av93.c3.g1182.i1
XP_004994363.1	Hcv1.av93.c8.g156.i2
XP_004994364.1	Hcv1.av93.c8.g595.i1
XP_004994365.1	Hcv1.av93.c3.g230.i1
XP_004994371.1	Hcv1.av93.c1.g662.i1
XP_004994372.1	Hcv1.av93.c5.g1026.i4
XP_004994376.1	Hcv1.av93.c13.g146.i1
XP_004994378.1	Hcv1.av93.c2.g560.i1
XP_004994381.1	Hcv1.av93.c11.g363.i1
XP_004994382.1	Hcv1.av93.c11.g776.i1
XP_004994385.1	Hcv1.av93.c2.g1151.i1
XP_004994388.1	Hcv1.av93.c1.g1198.i1
XP_004994389.1	Hcv1.av93.c9.g886.i1
XP_004994397.1	Hcv1.av93.c6.g441.i1
XP_004994398.1	Hcv1.av93.c3.g1005.i1
XP_004994399.1	Hcv1.av93.c3.g1092.i1
XP_004994401.1	Hcv1.av93.c8.g780.i1
XP_004994402.1	Hcv1.av93.c8.g351.i1
XP_004994403.1	Hcv1.av93.c9.g635.i1
XP_004994404.1	Hcv1.av93.c3.g21.i1
XP_004994406.1	Hcv1.av93.c5.g786.i1
XP_004994407.1	Hcv1.av93.c2.g883.i1
XP_004994410.1	Hcv1.av93.c6.g32.i1
XP_004994414.1	Hcv1.av93.c7.g531.i1
XP_004994415.1	Hcv1.av93.c2.g983.i2
XP_004994419.1	Hcv1.av93.c2.g1277.i1
XP_004994420.1	Hcv1.av93.c9.g573.i1
XP_004994424.1	Hcv1.av93.c2.g1395.i1
XP_004994425.1	Hcv1.av93.c1.g1062.i1
XP_004994426.1	Hcv1.av93.c1.g326.i2
XP_004994428.1	Hcv1.av93.c6.g1285.i1
XP_004994431.1	Hcv1.av93.c6.g18.i4
XP_004994432.1	Hcv1.av93.c3.g87.i1
XP_004994437.1	Hcv1.av93.c4.g860.i1
XP_004994444.1	Hcv1.av93.c11.g1020.i1
XP_004994446.1	Hcv1.av93.c13.g128.i1
XP_004994449.1	Hcv1.av93.c11.g233.i1
XP_004994450.1	Hcv1.av93.c11.g593.i1
XP_004994459.1	Hcv1.av93.c13.g360.i1
XP_004994460.1	Hcv1.av93.c2.g1610.i1
XP_004994461.1	Hcv1.av93.c2.g990.i1
XP_004994463.1	Hcv1.av93.c7.g701.i1
XP_004994465.1	Hcv1.av93.c2.g200.i2
XP_004994472.1	Hcv1.av93.c3.g195.i1
XP_004994476.1	Hcv1.av93.c3.g1189.i1
XP_004994478.1	Hcv1.av93.c1.g1295.i1
XP_004994481.1	Hcv1.av93.c10.g616.i1
XP_004994486.1	Hcv1.av93.c12.g516.i2
XP_004994487.1	Hcv1.av93.c2.g989.i1
XP_004994490.1	Hcv1.av93.c5.g675.i1
XP_004994494.1	Hcv1.av93.c2.g1587.i1
XP_004994496.1	Hcv1.av93.c11.g745.i1
XP_004994499.1	Hcv1.av93.c5.g1261.i1
XP_004994504.1	Hcv1.av93.c1.g1086.i2
XP_004994507.1	Hcv1.av93.c5.g728.i1
XP_004994509.1	Hcv1.av93.c5.g865.i1
XP_004994510.1	Hcv1.av93.c6.g667.i1
XP_004994511.1	Hcv1.av93.c5.g1244.i1
XP_004994514.1	Hcv1.av93.c1.g1282.i1
XP_004994518.1	Hcv1.av93.c7.g458.i1
XP_004994519.1	Hcv1.av93.c1.g1631.i2
XP_004994520.1	Hcv1.av93.c2.g1119.i1
XP_004994522.1	Hcv1.av93.c7.g60.i1
XP_004994528.1	Hcv1.av93.c1.g156.i1
XP_004994531.1	Hcv1.av93.c6.g337.i1
XP_004994534.1	Hcv1.av93.c9.g723.i1
XP_004994536.1	Hcv1.av93.c4.g538.i1
XP_004994543.1	Hcv1.av93.c6.g140.i1
XP_004994548.1	Hcv1.av93.c3.g1048.i1
XP_004994550.1	Hcv1.av93.c2.g840.i1
XP_004994552.1	Hcv1.av93.c12.g449.i1
XP_004994554.1	Hcv1.av93.c3.g1138.i1
XP_004994555.1	Hcv1.av93.c1.g1582.i1
XP_004994558.1	Hcv1.av93.c3.g971.i1
XP_004994561.1	Hcv1.av93.c11.g563.i1
XP_004994566.1	Hcv1.av93.c5.g853.i1
XP_004994571.1	Hcv1.av93.c2.g263.i1
XP_004994583.1	Hcv1.av93.c5.g694.i2
XP_004994584.1	Hcv1.av93.c6.g1071.i1
XP_004994585.1	Hcv1.av93.c5.g969.i2
XP_004994588.1	Hcv1.av93.c2.g1605.i5
XP_004994590.1	Hcv1.av93.c8.g464.i1
XP_004994591.1	Hcv1.av93.c4.g567.i1
XP_004994606.1	Hcv1.av93.c13.g666.i1
XP_004994608.1	Hcv1.av93.c5.g12.i1
XP_004994612.1	Hcv1.av93.c3.g243.i1
XP_004994616.1	Hcv1.av93.c8.g914.i1
XP_004994619.1	Hcv1.av93.c1.g746.i1
XP_004994630.1	Hcv1.av93.c1.g1068.i1
XP_004994631.1	Hcv1.av93.c3.g1035.i1
XP_004994632.1	Hcv1.av93.c13.g198.i1
XP_004994636.1	Hcv1.av93.c6.g161.i1
XP_004994642.1	Hcv1.av93.c3.g1135.i1
