Hcv1.av93.c1.g1001.i1	mRNA.RE12872
Hcv1.av93.c13.g464.i1	mRNA.RE13430
Hcv1.av93.c13.g467.i1	mRNA.RE06145
Hcv1.av93.c13.g47.i1	mRNA.RE04825
Hcv1.av93.c13.g470.i1	mRNA.RE13941
Hcv1.av93.c13.g471.i1	mRNA.RE13735
Hcv1.av93.c13.g474.i1	mRNA.RE09318
Hcv1.av93.c13.g475.i1	mRNA.RE03323
Hcv1.av93.c13.g479.i1	mRNA.RE08218
Hcv1.av93.c13.g480.i1	mRNA.RE08576
Hcv1.av93.c13.g481.i1	mRNA.RE09391
Hcv1.av93.c13.g482.i1	mRNA.RE03394
Hcv1.av93.c13.g483.i1	mRNA.RE16777
Hcv1.av93.c13.g484.i1	mRNA.RE09419
Hcv1.av93.c13.g488.i1	mRNA.RE02969
Hcv1.av93.c13.g491.i1	mRNA.RE05792
Hcv1.av93.c13.g492.i1	mRNA.RE14014
Hcv1.av93.c13.g493.i1	mRNA.RE12690
Hcv1.av93.c13.g502.i2	mRNA.RE04751
Hcv1.av93.c13.g504.i1	mRNA.RE09242
Hcv1.av93.c13.g505.i1	mRNA.RE11008
Hcv1.av93.c13.g508.i1	mRNA.RE08566
Hcv1.av93.c13.g509.i1	mRNA.RE12873
Hcv1.av93.c13.g52.i1	mRNA.RE05270
Hcv1.av93.c13.g525.i1	mRNA.RE09245
Hcv1.av93.c13.g527.i1	mRNA.RE08370
Hcv1.av93.c13.g528.i1	mRNA.RE01725
Hcv1.av93.c13.g53.i1	mRNA.RE06678
Hcv1.av93.c13.g536.i1	mRNA.RE06071
Hcv1.av93.c13.g541.i1	mRNA.RE14084
Hcv1.av93.c13.g544.i1	mRNA.RE00735
Hcv1.av93.c13.g547.i1	mRNA.RE00077
Hcv1.av93.c13.g550.i1	mRNA.RE14140
Hcv1.av93.c13.g557.i1	mRNA.RE02120
Hcv1.av93.c13.g558.i1	mRNA.RE12968
Hcv1.av93.c13.g559.i1	mRNA.RE16140
Hcv1.av93.c13.g56.i1	mRNA.RE07918
Hcv1.av93.c13.g574.i6	mRNA.RE10195
Hcv1.av93.c13.g576.i2	mRNA.RE15553
Hcv1.av93.c13.g579.i1	mRNA.RE15486
Hcv1.av93.c13.g58.i1	mRNA.RE15563
Hcv1.av93.c13.g580.i1	mRNA.RE15194
Hcv1.av93.c13.g584.i3	mRNA.RE10159
Hcv1.av93.c13.g591.i1	mRNA.RE13824
Hcv1.av93.c13.g595.i1	mRNA.RE13064
Hcv1.av93.c13.g597.i1	mRNA.RE15786
Hcv1.av93.c13.g599.i1	mRNA.RE13582
Hcv1.av93.c13.g600.i1	mRNA.RE15010
Hcv1.av93.c13.g601.i1	mRNA.RE10889
Hcv1.av93.c13.g603.i1	mRNA.RE10450
Hcv1.av93.c13.g620.i1	mRNA.RE16036
Hcv1.av93.c13.g624.i1	mRNA.RE16853
Hcv1.av93.c13.g63.i1	mRNA.RE08032
Hcv1.av93.c13.g633.i1	mRNA.RE15666
Hcv1.av93.c13.g634.i1	mRNA.RE03399
Hcv1.av93.c13.g637.i1	mRNA.RE14120
Hcv1.av93.c13.g64.i1	mRNA.RE08097
Hcv1.av93.c13.g640.i1	mRNA.RE12486
Hcv1.av93.c13.g642.i1	mRNA.RE07479
Hcv1.av93.c13.g65.i1	mRNA.RE06081
Hcv1.av93.c13.g652.i1	mRNA.RE09467
Hcv1.av93.c13.g656.i1	mRNA.RE15218
Hcv1.av93.c13.g663.i1	mRNA.RE04897
Hcv1.av93.c13.g664.i1	mRNA.RE09447
Hcv1.av93.c13.g666.i1	mRNA.RE11867
Hcv1.av93.c13.g667.i1	mRNA.RE14044
Hcv1.av93.c13.g670.i1	mRNA.RE13687
Hcv1.av93.c13.g7.i1	mRNA.RE08304
Hcv1.av93.c13.g74.i1	mRNA.RE06142
Hcv1.av93.c13.g77.i1	mRNA.RE10204
Hcv1.av93.c13.g8.i1	mRNA.RE12986
Hcv1.av93.c13.g83.i1	mRNA.RE03862
Hcv1.av93.c13.g85.i3	mRNA.RE11348
Hcv1.av93.c13.g87.i1	mRNA.RE09366
Hcv1.av93.c13.g91.i2	mRNA.RE08561
Hcv1.av93.c13.g95.i3	mRNA.RE14653
Hcv1.av93.c13.g99.i1	mRNA.RE09423
Hcv1.av93.c2.g10.i1	mRNA.RE13279
Hcv1.av93.c2.g1000.i1	mRNA.RE05234
Hcv1.av93.c2.g1004.i1	mRNA.RE14854
Hcv1.av93.c2.g1008.i1	mRNA.RE02750
Hcv1.av93.c2.g1009.i1	mRNA.RE11298
Hcv1.av93.c2.g1010.i1	mRNA.RE14218
Hcv1.av93.c2.g1011.i1	mRNA.RE14105
Hcv1.av93.c2.g1013.i1	mRNA.RE12887
Hcv1.av93.c2.g1014.i1	mRNA.RE11315
Hcv1.av93.c2.g1016.i1	mRNA.RE05564
Hcv1.av93.c2.g1018.i1	mRNA.RE06504
Hcv1.av93.c2.g102.i1	mRNA.RE16882
Hcv1.av93.c2.g1020.i1	mRNA.RE16839
Hcv1.av93.c2.g1021.i1	mRNA.RE08140
Hcv1.av93.c2.g1022.i3	mRNA.RE10148
Hcv1.av93.c2.g1024.i1	mRNA.RE04422
Hcv1.av93.c2.g1025.i1	mRNA.RE05272
Hcv1.av93.c2.g1026.i1	mRNA.RE01458
Hcv1.av93.c2.g103.i1	mRNA.RE04622
Hcv1.av93.c2.g1035.i1	mRNA.RE16268
Hcv1.av93.c2.g1038.i1	mRNA.RE02006
Hcv1.av93.c2.g104.i1	mRNA.RE03815
Hcv1.av93.c2.g1040.i3	mRNA.RE09105
Hcv1.av93.c2.g1042.i3	mRNA.RE16100
Hcv1.av93.c2.g1046.i1	mRNA.RE09223
Hcv1.av93.c2.g1047.i1	mRNA.RE04911
Hcv1.av93.c2.g1048.i1	mRNA.RE12702
Hcv1.av93.c2.g1049.i1	mRNA.RE15723
Hcv1.av93.c2.g1051.i1	mRNA.RE06978
Hcv1.av93.c2.g1052.i1	mRNA.RE07428
Hcv1.av93.c2.g1053.i1	mRNA.RE01485
Hcv1.av93.c2.g1055.i1	mRNA.RE02900
Hcv1.av93.c2.g1056.i1	mRNA.RE10483
Hcv1.av93.c2.g1059.i1	mRNA.RE13423
Hcv1.av93.c2.g1060.i1	mRNA.RE06909
Hcv1.av93.c2.g1064.i2	mRNA.RE05444
Hcv1.av93.c2.g1068.i1	mRNA.RE10315
Hcv1.av93.c2.g1069.i1	mRNA.RE13254
Hcv1.av93.c2.g107.i1	mRNA.RE08854
Hcv1.av93.c2.g1071.i2	mRNA.RE02202
Hcv1.av93.c2.g1072.i1	mRNA.RE09797
Hcv1.av93.c2.g1073.i1	mRNA.RE16912
Hcv1.av93.c2.g1074.i1	mRNA.RE07079
Hcv1.av93.c2.g1075.i1	mRNA.RE16012
Hcv1.av93.c2.g1076.i3	mRNA.RE04367
Hcv1.av93.c2.g1079.i1	mRNA.RE15702
Hcv1.av93.c2.g1080.i2	mRNA.RE07893
Hcv1.av93.c2.g1089.i1	mRNA.RE07324
Hcv1.av93.c2.g1090.i1	mRNA.RE08220
Hcv1.av93.c2.g1095.i1	mRNA.RE13664
Hcv1.av93.c2.g1096.i1	mRNA.RE03541
Hcv1.av93.c2.g1097.i1	mRNA.RE15172
Hcv1.av93.c2.g1098.i1	mRNA.RE04752
Hcv1.av93.c2.g11.i1	mRNA.RE15256
Hcv1.av93.c2.g110.i1	mRNA.RE00508
Hcv1.av93.c2.g1103.i1	mRNA.RE02850
Hcv1.av93.c2.g1104.i1	mRNA.RE00843
Hcv1.av93.c2.g1106.i1	mRNA.RE14276
Hcv1.av93.c2.g1109.i1	mRNA.RE05544
Hcv1.av93.c2.g111.i1	mRNA.RE10871
Hcv1.av93.c2.g1111.i1	mRNA.RE04894
Hcv1.av93.c2.g1112.i1	mRNA.RE02950
Hcv1.av93.c2.g1113.i2	mRNA.RE14888
Hcv1.av93.c2.g1114.i1	mRNA.RE01012
Hcv1.av93.c2.g1117.i1	mRNA.RE13288
Hcv1.av93.c2.g1118.i1	mRNA.RE00479
Hcv1.av93.c2.g1119.i1	mRNA.RE16878
Hcv1.av93.c2.g1134.i1	mRNA.RE12187
Hcv1.av93.c2.g1137.i1	mRNA.RE12284
Hcv1.av93.c2.g1138.i1	mRNA.RE04578
Hcv1.av93.c2.g1141.i1	mRNA.RE14586
Hcv1.av93.c2.g1142.i1	mRNA.RE03189
Hcv1.av93.c2.g1144.i1	mRNA.RE06125
Hcv1.av93.c2.g1146.i1	mRNA.RE00644
Hcv1.av93.c2.g1149.i1	mRNA.RE05277
Hcv1.av93.c2.g1150.i1	mRNA.RE05983
Hcv1.av93.c2.g1151.i1	mRNA.RE05553
Hcv1.av93.c2.g1153.i1	mRNA.RE14095
Hcv1.av93.c2.g1155.i1	mRNA.RE14096
Hcv1.av93.c2.g116.i1	mRNA.RE10035
Hcv1.av93.c2.g1165.i1	mRNA.RE13567
Hcv1.av93.c2.g1168.i1	mRNA.RE06472
Hcv1.av93.c2.g117.i1	mRNA.RE06550
Hcv1.av93.c2.g1170.i1	mRNA.RE11210
Hcv1.av93.c2.g1172.i1	mRNA.RE10614
Hcv1.av93.c2.g1173.i1	mRNA.RE10216
Hcv1.av93.c2.g1174.i1	mRNA.RE16154
Hcv1.av93.c2.g1176.i1	mRNA.RE08912
Hcv1.av93.c2.g1177.i2	mRNA.RE05313
Hcv1.av93.c2.g118.i1	mRNA.RE04667
Hcv1.av93.c2.g1181.i1	mRNA.RE12830
Hcv1.av93.c2.g1182.i1	mRNA.RE01473
Hcv1.av93.c2.g1183.i1	mRNA.RE10464
Hcv1.av93.c2.g1184.i1	mRNA.RE02277
Hcv1.av93.c2.g1185.i1	mRNA.RE08068
Hcv1.av93.c2.g1187.i1	mRNA.RE11168
Hcv1.av93.c2.g1189.i1	mRNA.RE15188
Hcv1.av93.c2.g1190.i1	mRNA.RE15267
Hcv1.av93.c2.g1194.i1	mRNA.RE09222
Hcv1.av93.c2.g1199.i1	mRNA.RE03914
Hcv1.av93.c2.g120.i1	mRNA.RE16103
Hcv1.av93.c2.g1200.i1	mRNA.RE10178
Hcv1.av93.c2.g1204.i2	mRNA.RE12462
Hcv1.av93.c2.g1206.i1	mRNA.RE10006
Hcv1.av93.c2.g1208.i2	mRNA.RE16138
Hcv1.av93.c2.g1214.i1	mRNA.RE03057
Hcv1.av93.c2.g1216.i1	mRNA.RE04235
Hcv1.av93.c2.g1219.i2	mRNA.RE03205
Hcv1.av93.c2.g122.i1	mRNA.RE07063
Hcv1.av93.c2.g1221.i2	mRNA.RE07790
Hcv1.av93.c2.g1227.i1	mRNA.RE15485
Hcv1.av93.c2.g1232.i1	mRNA.RE04028
Hcv1.av93.c2.g1234.i1	mRNA.RE12841
Hcv1.av93.c2.g1235.i1	mRNA.RE16915
Hcv1.av93.c2.g1238.i1	mRNA.RE17041
Hcv1.av93.c2.g124.i2	mRNA.RE05097
Hcv1.av93.c2.g1245.i1	mRNA.RE01645
Hcv1.av93.c2.g1249.i1	mRNA.RE13826
Hcv1.av93.c2.g125.i1	mRNA.RE02840
Hcv1.av93.c2.g1250.i1	mRNA.RE06697
Hcv1.av93.c2.g1256.i1	mRNA.RE11347
Hcv1.av93.c2.g1258.i1	mRNA.RE03393
Hcv1.av93.c2.g126.i1	mRNA.RE10807
Hcv1.av93.c2.g1260.i1	mRNA.RE05242
Hcv1.av93.c2.g1264.i1	mRNA.RE06150
Hcv1.av93.c2.g1267.i1	mRNA.RE03061
Hcv1.av93.c2.g1271.i2	mRNA.RE07046
Hcv1.av93.c2.g1272.i1	mRNA.RE00916
Hcv1.av93.c2.g1275.i1	mRNA.RE13837
Hcv1.av93.c2.g1276.i1	mRNA.RE03377
Hcv1.av93.c2.g1277.i1	mRNA.RE10183
Hcv1.av93.c2.g1278.i1	mRNA.RE06482
Hcv1.av93.c2.g1279.i1	mRNA.RE15055
Hcv1.av93.c2.g1280.i1	mRNA.RE07371
Hcv1.av93.c2.g1284.i1	mRNA.RE01927
Hcv1.av93.c2.g1286.i1	mRNA.RE07003
Hcv1.av93.c2.g1287.i1	mRNA.RE16286
Hcv1.av93.c2.g1288.i1	mRNA.RE04421
Hcv1.av93.c2.g129.i1	mRNA.RE15691
Hcv1.av93.c2.g1291.i2	mRNA.RE12038
Hcv1.av93.c2.g1293.i1	mRNA.RE02944
Hcv1.av93.c2.g1295.i1	mRNA.RE00911
Hcv1.av93.c2.g1296.i1	mRNA.RE08166
Hcv1.av93.c2.g1297.i1	mRNA.RE11324
Hcv1.av93.c2.g1303.i1	mRNA.RE07521
Hcv1.av93.c2.g1304.i1	mRNA.RE15106
Hcv1.av93.c2.g1307.i1	mRNA.RE09800
Hcv1.av93.c2.g1312.i1	mRNA.RE04960
Hcv1.av93.c2.g1316.i2	mRNA.RE14447
Hcv1.av93.c2.g1318.i1	mRNA.RE04499
Hcv1.av93.c2.g1319.i1	mRNA.RE06577
Hcv1.av93.c2.g1326.i2	mRNA.RE05442
Hcv1.av93.c2.g1333.i1	mRNA.RE15762
Hcv1.av93.c2.g1339.i1	mRNA.RE00993
Hcv1.av93.c2.g134.i1	mRNA.RE04253
Hcv1.av93.c2.g1340.i1	mRNA.RE08061
Hcv1.av93.c2.g1343.i2	mRNA.RE05245
Hcv1.av93.c2.g1347.i1	mRNA.RE00929
Hcv1.av93.c2.g135.i1	mRNA.RE05312
Hcv1.av93.c2.g1356.i2	mRNA.RE16035
Hcv1.av93.c2.g136.i1	mRNA.RE13269
Hcv1.av93.c2.g1360.i1	mRNA.RE15127
Hcv1.av93.c2.g1361.i1	mRNA.RE02957
Hcv1.av93.c2.g1362.i1	mRNA.RE09809
Hcv1.av93.c2.g1366.i1	mRNA.RE11045
Hcv1.av93.c2.g1367.i1	mRNA.RE16558
Hcv1.av93.c2.g1368.i1	mRNA.RE04175
Hcv1.av93.c2.g1369.i1	mRNA.RE14877
Hcv1.av93.c2.g137.i1	mRNA.RE11633
Hcv1.av93.c2.g1372.i1	mRNA.RE01507
Hcv1.av93.c2.g1373.i1	mRNA.RE11535
Hcv1.av93.c2.g1374.i1	mRNA.RE04480
Hcv1.av93.c2.g1381.i1	mRNA.RE01719
Hcv1.av93.c2.g1385.i1	mRNA.RE07322
Hcv1.av93.c2.g1389.i1	mRNA.RE06704
Hcv1.av93.c2.g139.i1	mRNA.RE12041
Hcv1.av93.c2.g1390.i1	mRNA.RE08617
Hcv1.av93.c2.g1391.i1	mRNA.RE15632
Hcv1.av93.c2.g1392.i2	mRNA.RE15708
Hcv1.av93.c2.g1393.i1	mRNA.RE01311
Hcv1.av93.c2.g1394.i1	mRNA.RE06772
Hcv1.av93.c2.g1395.i1	mRNA.RE09723
Hcv1.av93.c2.g1397.i1	mRNA.RE12391
Hcv1.av93.c2.g1398.i1	mRNA.RE10424
Hcv1.av93.c2.g140.i1	mRNA.RE03492
Hcv1.av93.c2.g1401.i1	mRNA.RE13063
Hcv1.av93.c2.g1405.i1	mRNA.RE07862
Hcv1.av93.c2.g1406.i1	mRNA.RE10012
Hcv1.av93.c2.g1408.i1	mRNA.RE00855
Hcv1.av93.c2.g1409.i1	mRNA.RE02436
Hcv1.av93.c2.g141.i1	mRNA.RE05045
Hcv1.av93.c2.g1411.i1	mRNA.RE06717
Hcv1.av93.c2.g1415.i1	mRNA.RE10275
Hcv1.av93.c2.g1419.i1	mRNA.RE16150
Hcv1.av93.c2.g1421.i1	mRNA.RE14742
Hcv1.av93.c2.g1422.i1	mRNA.RE15139
Hcv1.av93.c2.g1424.i1	mRNA.RE03232
Hcv1.av93.c2.g1427.i1	mRNA.RE00471
Hcv1.av93.c2.g1428.i1	mRNA.RE09845
Hcv1.av93.c2.g1429.i1	mRNA.RE05317
Hcv1.av93.c2.g1431.i2	mRNA.RE13688
Hcv1.av93.c2.g1432.i1	mRNA.RE05929
Hcv1.av93.c2.g1437.i1	mRNA.RE16661
Hcv1.av93.c2.g144.i1	mRNA.RE06725
Hcv1.av93.c2.g1440.i1	mRNA.RE10234
Hcv1.av93.c2.g1443.i1	mRNA.RE07068
Hcv1.av93.c2.g1444.i1	mRNA.RE05269
Hcv1.av93.c2.g1445.i1	mRNA.RE16576
Hcv1.av93.c2.g1446.i1	mRNA.RE04684
Hcv1.av93.c2.g1447.i1	mRNA.RE12686
Hcv1.av93.c2.g1451.i1	mRNA.RE08352
Hcv1.av93.c2.g1452.i1	mRNA.RE02279
Hcv1.av93.c2.g1460.i1	mRNA.RE13006
Hcv1.av93.c2.g1463.i1	mRNA.RE14420
Hcv1.av93.c2.g1468.i1	mRNA.RE01014
Hcv1.av93.c2.g1469.i1	mRNA.RE12803
Hcv1.av93.c2.g1470.i1	mRNA.RE13278
Hcv1.av93.c2.g1472.i1	mRNA.RE12352
Hcv1.av93.c2.g1473.i2	mRNA.RE01852
Hcv1.av93.c2.g1488.i1	mRNA.RE09205
Hcv1.av93.c2.g1495.i1	mRNA.RE13716
Hcv1.av93.c2.g1497.i1	mRNA.RE10489
Hcv1.av93.c2.g1500.i1	mRNA.RE14200
Hcv1.av93.c2.g1505.i1	mRNA.RE02051
Hcv1.av93.c2.g1511.i1	mRNA.RE15318
Hcv1.av93.c2.g1513.i1	mRNA.RE05018
Hcv1.av93.c2.g1517.i1	mRNA.RE07566
Hcv1.av93.c2.g1519.i2	mRNA.RE05307
Hcv1.av93.c2.g152.i1	mRNA.RE10882
Hcv1.av93.c2.g1524.i2	mRNA.RE16259
Hcv1.av93.c2.g1530.i1	mRNA.RE04910
Hcv1.av93.c2.g1532.i1	mRNA.RE04913
Hcv1.av93.c2.g1536.i1	mRNA.RE08749
Hcv1.av93.c2.g1538.i1	mRNA.RE15643
Hcv1.av93.c2.g1539.i2	mRNA.RE07284
Hcv1.av93.c2.g1549.i1	mRNA.RE09787
Hcv1.av93.c2.g1552.i1	mRNA.RE17192
Hcv1.av93.c2.g1554.i1	mRNA.RE14842
Hcv1.av93.c2.g1557.i2	mRNA.RE16654
Hcv1.av93.c2.g1558.i1	mRNA.RE12143
Hcv1.av93.c2.g156.i1	mRNA.RE14301
Hcv1.av93.c2.g1560.i1	mRNA.RE15370
Hcv1.av93.c2.g1564.i1	mRNA.RE02738
Hcv1.av93.c2.g1565.i1	mRNA.RE06072
Hcv1.av93.c2.g1566.i1	mRNA.RE16723
Hcv1.av93.c2.g1568.i1	mRNA.RE16587
Hcv1.av93.c2.g1573.i1	mRNA.RE09555
Hcv1.av93.c2.g1575.i1	mRNA.RE03171
Hcv1.av93.c2.g1577.i1	mRNA.RE04677
Hcv1.av93.c2.g1579.i1	mRNA.RE12292
Hcv1.av93.c2.g1580.i1	mRNA.RE10734
Hcv1.av93.c2.g1581.i1	mRNA.RE12086
Hcv1.av93.c2.g1583.i1	mRNA.RE11611
Hcv1.av93.c2.g1584.i1	mRNA.RE14384
Hcv1.av93.c2.g1585.i1	mRNA.RE14180
Hcv1.av93.c2.g1587.i1	mRNA.RE13135
Hcv1.av93.c2.g1588.i1	mRNA.RE10225
Hcv1.av93.c2.g1589.i1	mRNA.RE00707
Hcv1.av93.c2.g159.i1	mRNA.RE16061
Hcv1.av93.c2.g1591.i1	mRNA.RE16705
Hcv1.av93.c2.g1592.i2	mRNA.RE09236
Hcv1.av93.c2.g1593.i1	mRNA.RE12947
Hcv1.av93.c2.g1597.i1	mRNA.RE11986
Hcv1.av93.c2.g1599.i1	mRNA.RE03842
Hcv1.av93.c2.g16.i1	mRNA.RE03155
Hcv1.av93.c2.g1600.i1	mRNA.RE07739
Hcv1.av93.c2.g1603.i1	mRNA.RE02527
Hcv1.av93.c2.g1605.i5	mRNA.RE03885
Hcv1.av93.c2.g1608.i1	mRNA.RE16906
Hcv1.av93.c2.g1610.i1	mRNA.RE01175
Hcv1.av93.c2.g1611.i3	mRNA.RE07112
Hcv1.av93.c2.g1612.i1	mRNA.RE01734
Hcv1.av93.c2.g1614.i1	mRNA.RE07758
Hcv1.av93.c2.g1616.i1	mRNA.RE14960
Hcv1.av93.c2.g1620.i1	mRNA.RE14839
Hcv1.av93.c2.g1622.i1	mRNA.RE02198
Hcv1.av93.c2.g1623.i1	mRNA.RE05841
Hcv1.av93.c2.g1624.i1	mRNA.RE09681
Hcv1.av93.c2.g1625.i1	mRNA.RE07724
Hcv1.av93.c2.g1626.i1	mRNA.RE12713
Hcv1.av93.c2.g163.i1	mRNA.RE01925
Hcv1.av93.c2.g1630.i1	mRNA.RE12769
Hcv1.av93.c2.g1631.i1	mRNA.RE00556
Hcv1.av93.c2.g1632.i1	mRNA.RE09323
Hcv1.av93.c2.g1633.i1	mRNA.RE16553
Hcv1.av93.c2.g1634.i1	mRNA.RE13096
Hcv1.av93.c2.g1636.i1	mRNA.RE15092
Hcv1.av93.c2.g1639.i1	mRNA.RE14562
Hcv1.av93.c2.g1640.i1	mRNA.RE14490
Hcv1.av93.c2.g1647.i1	mRNA.RE10962
Hcv1.av93.c2.g1649.i1	mRNA.RE04107
Hcv1.av93.c2.g1650.i1	mRNA.RE16634
Hcv1.av93.c2.g1651.i1	mRNA.RE11345
Hcv1.av93.c2.g1652.i1	mRNA.RE12575
Hcv1.av93.c2.g1653.i1	mRNA.RE05315
Hcv1.av93.c2.g1654.i1	mRNA.RE15640
Hcv1.av93.c2.g1656.i1	mRNA.RE12376
Hcv1.av93.c2.g1658.i1	mRNA.RE02058
Hcv1.av93.c2.g1659.i1	mRNA.RE02833
Hcv1.av93.c2.g166.i1	mRNA.RE07177
Hcv1.av93.c2.g1669.i1	mRNA.RE02966
Hcv1.av93.c2.g169.i1	mRNA.RE05833
Hcv1.av93.c2.g17.i1	mRNA.RE08119
Hcv1.av93.c2.g180.i2	mRNA.RE10592
Hcv1.av93.c2.g182.i1	mRNA.RE09454
Hcv1.av93.c2.g184.i1	mRNA.RE08158
Hcv1.av93.c2.g192.i1	mRNA.RE10073
Hcv1.av93.c2.g193.i1	mRNA.RE15261
Hcv1.av93.c2.g194.i1	mRNA.RE14924
Hcv1.av93.c2.g195.i1	mRNA.RE04473
Hcv1.av93.c2.g196.i1	mRNA.RE10079
Hcv1.av93.c2.g197.i1	mRNA.RE05768
Hcv1.av93.c2.g198.i1	mRNA.RE12427
Hcv1.av93.c2.g199.i1	mRNA.RE08736
Hcv1.av93.c2.g20.i2	mRNA.RE16881
Hcv1.av93.c2.g200.i2	mRNA.RE12852
Hcv1.av93.c2.g201.i2	mRNA.RE00557
Hcv1.av93.c2.g202.i1	mRNA.RE16151
Hcv1.av93.c2.g203.i1	mRNA.RE15721
Hcv1.av93.c2.g204.i2	mRNA.RE13823
Hcv1.av93.c2.g205.i1	mRNA.RE12503
Hcv1.av93.c2.g207.i1	mRNA.RE11109
Hcv1.av93.c2.g208.i1	mRNA.RE05935
Hcv1.av93.c2.g212.i1	mRNA.RE07665
Hcv1.av93.c2.g216.i1	mRNA.RE03835
Hcv1.av93.c2.g218.i1	mRNA.RE12704
Hcv1.av93.c2.g219.i1	mRNA.RE00544
Hcv1.av93.c2.g222.i1	mRNA.RE08193
Hcv1.av93.c2.g223.i1	mRNA.RE11436
Hcv1.av93.c2.g224.i1	mRNA.RE00554
Hcv1.av93.c2.g225.i1	mRNA.RE07109
Hcv1.av93.c2.g226.i1	mRNA.RE02266
Hcv1.av93.c2.g227.i1	mRNA.RE07413
Hcv1.av93.c2.g228.i1	mRNA.RE08567
Hcv1.av93.c2.g229.i1	mRNA.RE03630
Hcv1.av93.c2.g230.i1	mRNA.RE05413
Hcv1.av93.c2.g231.i2	mRNA.RE13954
Hcv1.av93.c2.g238.i1	mRNA.RE12059
Hcv1.av93.c2.g239.i1	mRNA.RE08199
Hcv1.av93.c2.g240.i1	mRNA.RE10366
Hcv1.av93.c2.g241.i1	mRNA.RE12320
Hcv1.av93.c2.g242.i1	mRNA.RE03471
Hcv1.av93.c2.g243.i1	mRNA.RE05289
Hcv1.av93.c2.g244.i1	mRNA.RE13036
Hcv1.av93.c2.g246.i1	mRNA.RE00734
Hcv1.av93.c2.g247.i1	mRNA.RE04313
Hcv1.av93.c2.g250.i1	mRNA.RE16993
Hcv1.av93.c2.g251.i2	mRNA.RE06703
Hcv1.av93.c2.g255.i1	mRNA.RE09753
Hcv1.av93.c2.g256.i1	mRNA.RE04337
Hcv1.av93.c2.g257.i1	mRNA.RE13284
Hcv1.av93.c2.g262.i1	mRNA.RE06861
Hcv1.av93.c2.g263.i1	mRNA.RE14672
Hcv1.av93.c2.g267.i1	mRNA.RE11749
Hcv1.av93.c2.g268.i1	mRNA.RE07802
Hcv1.av93.c2.g270.i1	mRNA.RE03843
Hcv1.av93.c2.g272.i5	mRNA.RE04529
Hcv1.av93.c2.g273.i2	mRNA.RE12906
Hcv1.av93.c2.g287.i1	mRNA.RE15383
Hcv1.av93.c2.g288.i1	mRNA.RE03310
Hcv1.av93.c2.g29.i1	mRNA.RE06689
Hcv1.av93.c2.g290.i1	mRNA.RE07356
Hcv1.av93.c2.g292.i1	mRNA.RE11248
Hcv1.av93.c2.g293.i1	mRNA.RE12933
Hcv1.av93.c2.g294.i1	mRNA.RE08122
Hcv1.av93.c2.g295.i1	mRNA.RE14222
Hcv1.av93.c2.g296.i1	mRNA.RE04631
Hcv1.av93.c2.g297.i1	mRNA.RE06998
Hcv1.av93.c2.g300.i2	mRNA.RE12348
Hcv1.av93.c2.g302.i1	mRNA.RE09814
Hcv1.av93.c2.g306.i1	mRNA.RE11374
Hcv1.av93.c2.g307.i1	mRNA.RE16376
Hcv1.av93.c2.g308.i1	mRNA.RE16910
Hcv1.av93.c2.g314.i1	mRNA.RE11564
Hcv1.av93.c2.g317.i1	mRNA.RE03058
Hcv1.av93.c2.g318.i1	mRNA.RE09339
Hcv1.av93.c2.g324.i1	mRNA.RE16333
Hcv1.av93.c2.g329.i1	mRNA.RE13162
Hcv1.av93.c2.g330.i1	mRNA.RE09959
Hcv1.av93.c2.g332.i1	mRNA.RE17034
Hcv1.av93.c2.g335.i2	mRNA.RE11316
Hcv1.av93.c2.g339.i1	mRNA.RE02190
Hcv1.av93.c2.g340.i1	mRNA.RE03315
Hcv1.av93.c2.g341.i1	mRNA.RE13227
Hcv1.av93.c2.g343.i1	mRNA.RE01914
Hcv1.av93.c2.g345.i3	mRNA.RE02288
Hcv1.av93.c2.g350.i1	mRNA.RE06839
Hcv1.av93.c2.g353.i1	mRNA.RE15663
Hcv1.av93.c2.g354.i1	mRNA.RE16109
Hcv1.av93.c2.g357.i1	mRNA.RE14747
Hcv1.av93.c2.g358.i1	mRNA.RE12007
Hcv1.av93.c2.g360.i1	mRNA.RE02474
Hcv1.av93.c2.g363.i1	mRNA.RE06739
Hcv1.av93.c2.g364.i1	mRNA.RE16924
Hcv1.av93.c2.g368.i1	mRNA.RE12151
Hcv1.av93.c2.g369.i1	mRNA.RE07178
Hcv1.av93.c2.g37.i1	mRNA.RE05410
Hcv1.av93.c2.g371.i1	mRNA.RE07445
Hcv1.av93.c2.g372.i1	mRNA.RE12865
Hcv1.av93.c2.g373.i1	mRNA.RE01497
Hcv1.av93.c2.g374.i1	mRNA.RE10286
Hcv1.av93.c2.g379.i1	mRNA.RE10084
Hcv1.av93.c2.g383.i2	mRNA.RE06910
Hcv1.av93.c2.g386.i1	mRNA.RE12833
Hcv1.av93.c2.g388.i1	mRNA.RE15812
Hcv1.av93.c2.g39.i2	mRNA.RE16017
Hcv1.av93.c2.g391.i1	mRNA.RE12274
Hcv1.av93.c2.g392.i2	mRNA.RE16170
Hcv1.av93.c2.g393.i1	mRNA.RE07454
Hcv1.av93.c2.g396.i1	mRNA.RE11265
Hcv1.av93.c2.g4.i1	mRNA.RE09170
Hcv1.av93.c2.g40.i1	mRNA.RE06977
Hcv1.av93.c2.g401.i2	mRNA.RE16331
