XP_004340462.2	Hcv1.av93.c2.g1172.i1
XP_004348275.2	Hcv1.av93.c13.g558.i1
XP_004348277.1	Hcv1.av93.c8.g752.i1
XP_004348278.1	Hcv1.av93.c3.g611.i1
XP_004348281.2	Hcv1.av93.c1.g1510.i1
XP_004348283.2	Hcv1.av93.c6.g779.i1
XP_004348290.2	Hcv1.av93.c2.g290.i1
XP_004348293.2	Hcv1.av93.c2.g1395.i1
XP_004348295.2	Hcv1.av93.c13.g225.i1
XP_004348304.2	Hcv1.av93.c9.g104.i1
XP_004348305.1	Hcv1.av93.c5.g1054.i1
XP_004348306.1	Hcv1.av93.c5.g363.i1
XP_004348307.1	Hcv1.av93.c8.g336.i1
XP_004348312.1	Hcv1.av93.c2.g1009.i1
XP_004348314.2	Hcv1.av93.c8.g201.i1
XP_004348317.1	Hcv1.av93.c1.g914.i1
XP_004348318.1	Hcv1.av93.c13.g640.i1
XP_004348325.1	Hcv1.av93.c5.g1196.i1
XP_004348327.2	Hcv1.av93.c5.g1048.i1
XP_004348332.1	Hcv1.av93.c11.g303.i1
XP_004348333.1	Hcv1.av93.c4.g198.i1
XP_004348373.1	Hcv1.av93.c1.g149.i1
XP_004348374.1	Hcv1.av93.c1.g1294.i1
XP_004348376.1	Hcv1.av93.c3.g330.i1
XP_004348380.1	Hcv1.av93.c8.g224.i1
XP_004348381.1	Hcv1.av93.c4.g670.i1
XP_004348384.1	Hcv1.av93.c9.g382.i1
XP_004348385.1	Hcv1.av93.c11.g299.i1
XP_004348386.1	Hcv1.av93.c6.g1133.i1
XP_004348387.1	Hcv1.av93.c9.g350.i1
XP_004348393.1	Hcv1.av93.c8.g196.i3
XP_004348399.1	Hcv1.av93.c5.g280.i1
XP_004348403.2	Hcv1.av93.c8.g557.i1
XP_004348404.1	Hcv1.av93.c5.g893.i2
XP_004348406.1	Hcv1.av93.c8.g724.i1
XP_004348409.1	Hcv1.av93.c1.g1466.i1
XP_004348410.1	Hcv1.av93.c13.g344.i2
XP_004348411.1	Hcv1.av93.c8.g385.i1
XP_004348412.1	Hcv1.av93.c2.g566.i1
XP_004348413.1	Hcv1.av93.c9.g760.i1
XP_004348414.1	Hcv1.av93.c1.g762.i1
XP_004348417.1	Hcv1.av93.c6.g438.i1
XP_004348420.1	Hcv1.av93.c3.g551.i1
XP_004348422.1	Hcv1.av93.c5.g865.i1
XP_004348423.2	Hcv1.av93.c12.g61.i1
XP_004348433.1	Hcv1.av93.c8.g76.i1
XP_004348434.1	Hcv1.av93.c1.g430.i1
XP_004348435.1	Hcv1.av93.c8.g530.i1
XP_004348438.1	Hcv1.av93.c8.g352.i1
XP_004348443.1	Hcv1.av93.c9.g212.i1
XP_004348445.1	Hcv1.av93.c9.g228.i1
XP_004348455.1	Hcv1.av93.c11.g143.i1
XP_004348457.1	Hcv1.av93.c5.g766.i1
XP_004348615.1	Hcv1.av93.c10.g574.i2
XP_004348616.1	Hcv1.av93.c2.g1557.i2
XP_004348618.2	Hcv1.av93.c10.g20.i1
XP_004348619.1	Hcv1.av93.c9.g272.i1
XP_004348620.2	Hcv1.av93.c13.g475.i1
XP_004348624.2	Hcv1.av93.c7.g317.i1
XP_004348628.2	Hcv1.av93.c6.g765.i1
XP_004348635.1	Hcv1.av93.c10.g397.i1
XP_004348638.1	Hcv1.av93.c8.g405.i1
XP_004348644.2	Hcv1.av93.c5.g393.i1
XP_004348645.1	Hcv1.av93.c2.g140.i1
XP_004348653.2	Hcv1.av93.c3.g792.i2
XP_004348654.2	Hcv1.av93.c5.g414.i1
XP_004348656.2	Hcv1.av93.c3.g79.i1
XP_004348657.1	Hcv1.av93.c6.g311.i1
XP_004348659.2	Hcv1.av93.c1.g1201.i1
XP_004348660.1	Hcv1.av93.c1.g1690.i1
XP_004348664.2	Hcv1.av93.c1.g420.i1
XP_004348666.1	Hcv1.av93.c3.g1089.i1
XP_004348755.1	Hcv1.av93.c5.g1005.i1
XP_004348756.1	Hcv1.av93.c9.g339.i1
XP_004348757.2	Hcv1.av93.c13.g574.i6
XP_004348759.1	Hcv1.av93.c3.g1295.i2
XP_004348760.1	Hcv1.av93.c9.g385.i2
XP_004348761.1	Hcv1.av93.c1.g560.i1
XP_004348764.1	Hcv1.av93.c9.g294.i1
XP_004348766.1	Hcv1.av93.c3.g1221.i1
XP_004348768.1	Hcv1.av93.c1.g1719.i1
XP_004348772.2	Hcv1.av93.c12.g123.i1
XP_004348777.1	Hcv1.av93.c13.g137.i1
XP_004348779.2	Hcv1.av93.c3.g1032.i1
XP_004348782.1	Hcv1.av93.c6.g75.i1
XP_004348783.1	Hcv1.av93.c13.g53.i1
XP_004348784.1	Hcv1.av93.c5.g521.i1
XP_004348786.1	Hcv1.av93.c6.g195.i1
XP_004348788.2	Hcv1.av93.c1.g1583.i1
XP_004348790.1	Hcv1.av93.c13.g109.i1
XP_004348792.1	Hcv1.av93.c2.g576.i1
XP_004348795.1	Hcv1.av93.c6.g167.i1
XP_004348799.1	Hcv1.av93.c6.g360.i3
XP_004348808.1	Hcv1.av93.c3.g1141.i1
XP_004348826.2	Hcv1.av93.c2.g860.i1
XP_004348827.1	Hcv1.av93.c1.g770.i1
XP_004348835.1	Hcv1.av93.c13.g46.i1
XP_004348840.1	Hcv1.av93.c10.g7.i1
XP_004348842.1	Hcv1.av93.c3.g412.i1
XP_004348847.1	Hcv1.av93.c12.g454.i2
XP_004348850.1	Hcv1.av93.c2.g76.i1
XP_004348851.2	Hcv1.av93.c11.g413.i1
XP_004348855.1	Hcv1.av93.c3.g260.i1
XP_004348856.1	Hcv1.av93.c7.g465.i1
XP_004348860.1	Hcv1.av93.c11.g886.i1
XP_004348861.2	Hcv1.av93.c3.g195.i1
XP_004348866.1	Hcv1.av93.c6.g161.i1
XP_004348868.1	Hcv1.av93.c10.g634.i1
XP_004348869.1	Hcv1.av93.c9.g90.i2
XP_004348871.2	Hcv1.av93.c11.g258.i1
XP_004348875.1	Hcv1.av93.c4.g725.i1
XP_004348876.1	Hcv1.av93.c9.g190.i1
XP_004348877.1	Hcv1.av93.c7.g487.i1
XP_004348883.1	Hcv1.av93.c5.g698.i1
XP_004348886.1	Hcv1.av93.c5.g1235.i1
XP_004348888.1	Hcv1.av93.c13.g670.i1
XP_004348891.1	Hcv1.av93.c8.g318.i1
XP_004348893.1	Hcv1.av93.c5.g71.i1
XP_004348894.1	Hcv1.av93.c5.g1016.i1
XP_004348895.2	Hcv1.av93.c8.g877.i1
XP_004348902.2	Hcv1.av93.c6.g1008.i1
XP_004348903.2	Hcv1.av93.c11.g653.i1
XP_004348907.1	Hcv1.av93.c6.g623.i1
XP_004348910.2	Hcv1.av93.c2.g585.i1
XP_004348911.2	Hcv1.av93.c8.g418.i1
XP_004348912.2	Hcv1.av93.c5.g368.i1
XP_004348913.2	Hcv1.av93.c6.g653.i1
XP_004348914.1	Hcv1.av93.c9.g118.i1
XP_004348915.2	Hcv1.av93.c8.g308.i1
XP_004348917.1	Hcv1.av93.c3.g1053.i1
XP_004348918.1	Hcv1.av93.c8.g200.i1
XP_004348919.2	Hcv1.av93.c9.g548.i1
XP_004348924.1	Hcv1.av93.c11.g1024.i1
XP_004348925.1	Hcv1.av93.c2.g744.i1
XP_004348926.1	Hcv1.av93.c2.g358.i1
XP_004348927.1	Hcv1.av93.c2.g999.i1
XP_004348930.1	Hcv1.av93.c7.g197.i1
XP_004348931.2	Hcv1.av93.c13.g343.i1
XP_004348934.1	Hcv1.av93.c4.g765.i1
XP_004348937.2	Hcv1.av93.c3.g264.i1
XP_004348939.1	Hcv1.av93.c2.g478.i2
XP_004348940.2	Hcv1.av93.c8.g203.i1
XP_004348946.2	Hcv1.av93.c2.g1119.i1
XP_004348950.1	Hcv1.av93.c2.g268.i1
XP_004348952.1	Hcv1.av93.c1.g1100.i1
XP_004348954.2	Hcv1.av93.c5.g985.i1
XP_004348957.2	Hcv1.av93.c13.g357.i1
XP_004348958.1	Hcv1.av93.c8.g430.i1
XP_004348962.1	Hcv1.av93.c2.g207.i1
XP_004348964.2	Hcv1.av93.c2.g553.i1
XP_004348969.2	Hcv1.av93.c2.g896.i1
XP_004348971.1	Hcv1.av93.c11.g1019.i1
XP_004348972.1	Hcv1.av93.c7.g1062.i1
XP_004348973.2	Hcv1.av93.c1.g1295.i1
XP_004348976.1	Hcv1.av93.c13.g420.i1
XP_004348977.2	Hcv1.av93.c6.g931.i1
XP_004348981.2	Hcv1.av93.c2.g1366.i1
XP_004348988.2	Hcv1.av93.c2.g962.i1
XP_004348991.1	Hcv1.av93.c2.g1593.i1
XP_004348992.1	Hcv1.av93.c2.g1343.i2
XP_004348993.1	Hcv1.av93.c11.g776.i1
XP_004348996.2	Hcv1.av93.c10.g582.i1
XP_004348999.1	Hcv1.av93.c5.g15.i1
XP_004349004.2	Hcv1.av93.c9.g654.i1
XP_004349005.2	Hcv1.av93.c12.g441.i1
XP_004349006.1	Hcv1.av93.c2.g790.i1
XP_004349007.1	Hcv1.av93.c3.g606.i1
XP_004349009.2	Hcv1.av93.c1.g837.i1
XP_004349012.2	Hcv1.av93.c5.g1356.i1
XP_004349013.2	Hcv1.av93.c1.g1302.i1
XP_004349016.1	Hcv1.av93.c2.g1636.i1
XP_004349019.1	Hcv1.av93.c1.g623.i1
XP_004349023.1	Hcv1.av93.c4.g187.i1
XP_004349028.2	Hcv1.av93.c2.g784.i2
XP_004349032.2	Hcv1.av93.c7.g928.i1
XP_004349041.2	Hcv1.av93.c2.g270.i1
XP_004349043.1	Hcv1.av93.c6.g254.i1
XP_004349047.1	Hcv1.av93.c4.g821.i1
XP_004349048.1	Hcv1.av93.c3.g1003.i1
XP_004349049.2	Hcv1.av93.c2.g1389.i1
XP_004349050.2	Hcv1.av93.c5.g418.i1
XP_004349052.1	Hcv1.av93.c11.g919.i1
XP_004349053.2	Hcv1.av93.c6.g1244.i1
XP_004349056.2	Hcv1.av93.c3.g1111.i1
XP_004349059.1	Hcv1.av93.c3.g234.i1
XP_004349060.2	Hcv1.av93.c8.g345.i1
XP_004349063.2	Hcv1.av93.c2.g1232.i1
XP_004349064.1	Hcv1.av93.c9.g220.i1
XP_004349065.2	Hcv1.av93.c11.g278.i1
XP_004349067.1	Hcv1.av93.c1.g708.i3
XP_004349070.1	Hcv1.av93.c13.g179.i1
XP_004349071.2	Hcv1.av93.c6.g373.i1
XP_004349072.1	Hcv1.av93.c5.g244.i1
XP_004349074.1	Hcv1.av93.c13.g192.i1
XP_004349076.1	Hcv1.av93.c9.g57.i1
XP_004349079.1	Hcv1.av93.c13.g282.i1
XP_004349085.1	Hcv1.av93.c4.g76.i1
XP_004349086.2	Hcv1.av93.c8.g306.i1
XP_004349087.2	Hcv1.av93.c2.g1488.i1
XP_004349088.1	Hcv1.av93.c2.g1035.i1
XP_004349090.1	Hcv1.av93.c2.g1260.i1
XP_004349091.2	Hcv1.av93.c3.g822.i1
XP_004349092.1	Hcv1.av93.c6.g540.i1
XP_004349098.2	Hcv1.av93.c2.g1025.i1
XP_004349101.2	Hcv1.av93.c2.g1361.i1
XP_004349102.1	Hcv1.av93.c2.g1610.i1
XP_004349105.2	Hcv1.av93.c2.g990.i1
XP_004349107.2	Hcv1.av93.c11.g685.i1
XP_004349108.2	Hcv1.av93.c2.g989.i1
XP_004349115.1	Hcv1.av93.c9.g746.i1
XP_004349123.1	Hcv1.av93.c13.g433.i1
XP_004349129.1	Hcv1.av93.c6.g189.i1
XP_004349130.2	Hcv1.av93.c4.g344.i1
XP_004349131.2	Hcv1.av93.c2.g1616.i1
XP_004349136.1	Hcv1.av93.c5.g614.i1
XP_004349138.1	Hcv1.av93.c2.g401.i2
XP_004349140.1	Hcv1.av93.c2.g1114.i1
XP_004349141.1	Hcv1.av93.c2.g551.i1
XP_004349143.2	Hcv1.av93.c9.g608.i1
XP_004349146.1	Hcv1.av93.c8.g421.i1
XP_004349147.1	Hcv1.av93.c2.g17.i1
XP_004349149.1	Hcv1.av93.c6.g280.i1
XP_004349151.2	Hcv1.av93.c7.g1079.i1
XP_004349153.1	Hcv1.av93.c13.g74.i1
XP_004349154.1	Hcv1.av93.c11.g1003.i2
XP_004349159.1	Hcv1.av93.c13.g509.i1
XP_004349160.1	Hcv1.av93.c8.g156.i2
XP_004349161.1	Hcv1.av93.c2.g739.i1
XP_004349166.1	Hcv1.av93.c10.g726.i3
XP_004349167.2	Hcv1.av93.c2.g1069.i1
XP_004349173.2	Hcv1.av93.c2.g1592.i2
XP_004349174.1	Hcv1.av93.c3.g254.i1
XP_004349177.1	Hcv1.av93.c1.g740.i1
XP_004349179.1	Hcv1.av93.c9.g72.i1
XP_004349183.2	Hcv1.av93.c2.g1408.i1
XP_004349185.1	Hcv1.av93.c3.g963.i1
XP_004349187.1	Hcv1.av93.c9.g60.i1
XP_004349193.1	Hcv1.av93.c10.g5.i1
XP_004349198.1	Hcv1.av93.c1.g146.i1
XP_004349200.2	Hcv1.av93.c11.g1028.i1
XP_004349201.1	Hcv1.av93.c6.g434.i1
XP_004349208.2	Hcv1.av93.c3.g821.i1
XP_004349210.1	Hcv1.av93.c2.g438.i1
XP_004349212.1	Hcv1.av93.c1.g629.i1
XP_004349214.1	Hcv1.av93.c6.g603.i1
XP_004349215.2	Hcv1.av93.c2.g623.i1
XP_004349216.1	Hcv1.av93.c3.g971.i1
XP_004349218.1	Hcv1.av93.c13.g198.i1
XP_004349219.1	Hcv1.av93.c2.g542.i1
XP_004349220.1	Hcv1.av93.c13.g47.i1
XP_004349224.1	Hcv1.av93.c1.g799.i1
XP_004349226.1	Hcv1.av93.c7.g123.i1
XP_004349227.1	Hcv1.av93.c8.g513.i1
XP_004349229.2	Hcv1.av93.c10.g207.i1
XP_004349230.1	Hcv1.av93.c12.g447.i1
XP_004349237.1	Hcv1.av93.c4.g77.i1
XP_004349238.1	Hcv1.av93.c3.g454.i1
XP_004349239.1	Hcv1.av93.c12.g492.i1
XP_004349241.1	Hcv1.av93.c6.g881.i1
XP_004349245.2	Hcv1.av93.c6.g405.i1
XP_004349247.2	Hcv1.av93.c2.g725.i1
XP_004349251.1	Hcv1.av93.c13.g348.i1
XP_004349252.2	Hcv1.av93.c2.g1056.i1
XP_004349255.1	Hcv1.av93.c1.g1483.i1
XP_004349256.2	Hcv1.av93.c1.g1515.i1
XP_004349258.2	Hcv1.av93.c3.g593.i1
XP_004349259.2	Hcv1.av93.c4.g721.i1
XP_004349261.2	Hcv1.av93.c6.g927.i1
XP_004349263.1	Hcv1.av93.c2.g1106.i1
XP_004349264.2	Hcv1.av93.c7.g298.i1
XP_004349266.2	Hcv1.av93.c7.g993.i2
XP_004349270.1	Hcv1.av93.c13.g241.i1
XP_004349273.1	Hcv1.av93.c3.g801.i1
XP_004349274.1	Hcv1.av93.c7.g124.i1
XP_004349278.2	Hcv1.av93.c5.g504.i1
XP_004349279.2	Hcv1.av93.c7.g565.i1
XP_004349281.2	Hcv1.av93.c1.g1255.i1
XP_004349288.2	Hcv1.av93.c11.g971.i1
XP_004349292.2	Hcv1.av93.c2.g1048.i1
XP_004349293.2	Hcv1.av93.c3.g788.i1
XP_004349295.1	Hcv1.av93.c9.g572.i1
XP_004349298.2	Hcv1.av93.c7.g787.i1
XP_004349300.1	Hcv1.av93.c1.g1084.i1
XP_004349303.1	Hcv1.av93.c11.g883.i2
XP_004349304.2	Hcv1.av93.c7.g437.i1
XP_004349305.2	Hcv1.av93.c7.g57.i1
XP_004349313.1	Hcv1.av93.c7.g409.i1
XP_004349315.1	Hcv1.av93.c7.g681.i1
XP_004349318.2	Hcv1.av93.c6.g1030.i1
XP_004349320.1	Hcv1.av93.c1.g281.i1
XP_004349323.2	Hcv1.av93.c1.g443.i2
XP_004349325.2	Hcv1.av93.c10.g1.i1
XP_004349329.1	Hcv1.av93.c13.g101.i1
XP_004349330.2	Hcv1.av93.c11.g677.i1
XP_004349331.2	Hcv1.av93.c8.g799.i1
XP_004349333.1	Hcv1.av93.c3.g679.i1
XP_004349336.1	Hcv1.av93.c4.g813.i1
XP_004349338.1	Hcv1.av93.c7.g545.i1
XP_004349339.1	Hcv1.av93.c13.g8.i1
XP_004349340.1	Hcv1.av93.c6.g998.i1
XP_004349341.1	Hcv1.av93.c8.g411.i1
XP_004349342.1	Hcv1.av93.c7.g964.i1
XP_004349343.2	Hcv1.av93.c8.g408.i1
XP_004349344.1	Hcv1.av93.c6.g292.i1
XP_004349345.1	Hcv1.av93.c7.g335.i1
XP_004349346.2	Hcv1.av93.c10.g324.i1
XP_004349347.1	Hcv1.av93.c7.g433.i1
XP_004349349.1	Hcv1.av93.c7.g1007.i1
XP_004349352.1	Hcv1.av93.c1.g224.i1
XP_004349353.1	Hcv1.av93.c7.g408.i1
XP_004349354.1	Hcv1.av93.c7.g271.i1
XP_004349359.2	Hcv1.av93.c7.g60.i1
XP_004349361.1	Hcv1.av93.c5.g299.i1
XP_004349366.1	Hcv1.av93.c2.g840.i1
XP_004349375.1	Hcv1.av93.c7.g659.i1
XP_004349376.2	Hcv1.av93.c13.g634.i1
XP_004349383.2	Hcv1.av93.c3.g854.i1
XP_004349385.2	Hcv1.av93.c7.g19.i1
XP_004349386.1	Hcv1.av93.c2.g1170.i1
XP_004349389.2	Hcv1.av93.c5.g43.i1
XP_004349394.1	Hcv1.av93.c4.g538.i1
XP_004349396.1	Hcv1.av93.c3.g539.i1
XP_004349401.2	Hcv1.av93.c7.g780.i1
XP_004349403.2	Hcv1.av93.c7.g64.i1
XP_004349404.2	Hcv1.av93.c10.g664.i3
XP_004349409.2	Hcv1.av93.c11.g834.i1
XP_004349410.1	Hcv1.av93.c3.g1310.i1
XP_004349411.1	Hcv1.av93.c7.g77.i2
XP_004349412.1	Hcv1.av93.c2.g1138.i1
XP_004349414.2	Hcv1.av93.c7.g549.i1
XP_004349415.1	Hcv1.av93.c6.g384.i1
XP_004349416.2	Hcv1.av93.c7.g843.i1
XP_004349417.1	Hcv1.av93.c9.g15.i1
XP_004349418.1	Hcv1.av93.c5.g808.i1
XP_004349419.2	Hcv1.av93.c10.g374.i1
XP_004349423.1	Hcv1.av93.c7.g861.i1
XP_004349424.1	Hcv1.av93.c7.g118.i1
XP_004349425.2	Hcv1.av93.c1.g258.i1
XP_004349426.1	Hcv1.av93.c9.g896.i1
XP_004349427.2	Hcv1.av93.c2.g483.i1
XP_004349428.2	Hcv1.av93.c9.g406.i1
XP_004349429.2	Hcv1.av93.c7.g802.i1
XP_004349433.2	Hcv1.av93.c13.g160.i1
XP_004349434.2	Hcv1.av93.c1.g735.i1
XP_004349435.1	Hcv1.av93.c11.g427.i1
XP_004349436.1	Hcv1.av93.c7.g219.i1
XP_004349444.1	Hcv1.av93.c11.g332.i1
XP_004349446.2	Hcv1.av93.c4.g48.i1
XP_004349449.2	Hcv1.av93.c5.g423.i1
XP_004349453.1	Hcv1.av93.c3.g913.i1
XP_004349457.1	Hcv1.av93.c7.g1066.i1
XP_004349459.2	Hcv1.av93.c11.g770.i1
XP_004349460.1	Hcv1.av93.c9.g755.i1
XP_004349461.1	Hcv1.av93.c11.g738.i1
XP_004349463.1	Hcv1.av93.c3.g603.i1
XP_004349464.1	Hcv1.av93.c10.g330.i1
XP_004349465.1	Hcv1.av93.c3.g619.i1
XP_004349466.1	Hcv1.av93.c5.g1058.i1
XP_004349468.1	Hcv1.av93.c1.g115.i5
XP_004349469.2	Hcv1.av93.c5.g12.i1
XP_004349471.2	Hcv1.av93.c1.g746.i1
XP_004349473.2	Hcv1.av93.c2.g658.i1
XP_004349474.1	Hcv1.av93.c8.g662.i1
XP_004349476.1	Hcv1.av93.c9.g379.i1
XP_004349480.1	Hcv1.av93.c1.g1104.i1
XP_004349481.1	Hcv1.av93.c10.g242.i2
XP_004349488.1	Hcv1.av93.c1.g401.i1
XP_004349499.2	Hcv1.av93.c5.g1002.i2
XP_004349501.2	Hcv1.av93.c2.g1008.i1
XP_004349502.2	Hcv1.av93.c5.g887.i1
XP_004349503.1	Hcv1.av93.c5.g85.i1
XP_004349506.2	Hcv1.av93.c7.g240.i1
XP_004349510.1	Hcv1.av93.c11.g515.i1
XP_004349519.1	Hcv1.av93.c7.g424.i1
XP_004349522.2	Hcv1.av93.c5.g1044.i2
XP_004349523.2	Hcv1.av93.c2.g1275.i1
XP_004349524.1	Hcv1.av93.c5.g1026.i4
XP_004349526.2	Hcv1.av93.c5.g735.i4
XP_004349529.2	Hcv1.av93.c5.g132.i1
XP_004349530.2	Hcv1.av93.c8.g712.i1
XP_004349532.1	Hcv1.av93.c12.g90.i1
XP_004349536.1	Hcv1.av93.c5.g982.i1
XP_004349537.1	Hcv1.av93.c5.g1051.i1
XP_004349538.1	Hcv1.av93.c11.g247.i1
XP_004349539.1	Hcv1.av93.c5.g1047.i1
XP_004349542.1	Hcv1.av93.c5.g352.i1
XP_004349688.2	Hcv1.av93.c5.g40.i1
XP_004349689.1	Hcv1.av93.c8.g168.i1
XP_004349690.1	Hcv1.av93.c8.g537.i1
XP_004349694.1	Hcv1.av93.c1.g1186.i1
XP_004349695.1	Hcv1.av93.c3.g1091.i1
XP_004349702.2	Hcv1.av93.c13.g430.i1
XP_004349709.2	Hcv1.av93.c9.g150.i1
XP_004349712.2	Hcv1.av93.c2.g102.i1
XP_004349715.1	Hcv1.av93.c13.g448.i1
XP_004349716.1	Hcv1.av93.c11.g305.i1
XP_004349747.2	Hcv1.av93.c2.g1338.i1
XP_004349749.1	Hcv1.av93.c13.g470.i1
XP_004349752.1	Hcv1.av93.c5.g419.i1
XP_004349753.2	Hcv1.av93.c1.g1210.i1
XP_004349756.1	Hcv1.av93.c2.g274.i1
XP_004349759.1	Hcv1.av93.c13.g415.i1
XP_004349760.2	Hcv1.av93.c11.g426.i1
XP_004349763.2	Hcv1.av93.c1.g1316.i1
XP_004349765.1	Hcv1.av93.c13.g275.i3
XP_004349768.1	Hcv1.av93.c7.g860.i1
XP_004349770.2	Hcv1.av93.c9.g83.i1
XP_004349782.1	Hcv1.av93.c2.g1093.i1
XP_004349786.2	Hcv1.av93.c12.g18.i1
XP_004349788.1	Hcv1.av93.c5.g252.i1
XP_004349790.1	Hcv1.av93.c11.g963.i3
XP_004349791.2	Hcv1.av93.c9.g371.i2
XP_004349794.2	Hcv1.av93.c2.g829.i1
XP_004349795.2	Hcv1.av93.c13.g340.i1
XP_004349796.2	Hcv1.av93.c3.g1351.i1
XP_004349803.2	Hcv1.av93.c7.g836.i1
XP_004349804.2	Hcv1.av93.c9.g47.i1
XP_004349811.2	Hcv1.av93.c6.g1221.i1
XP_004349814.1	Hcv1.av93.c1.g1030.i1
XP_004349815.2	Hcv1.av93.c6.g206.i1
XP_004349817.1	Hcv1.av93.c11.g832.i1
XP_004349818.2	Hcv1.av93.c6.g668.i1
XP_004349822.1	Hcv1.av93.c2.g182.i1
XP_004349824.2	Hcv1.av93.c13.g223.i1
XP_004349825.2	Hcv1.av93.c3.g1237.i1
XP_004349826.2	Hcv1.av93.c11.g890.i1
XP_004349827.2	Hcv1.av93.c10.g727.i1
XP_004349829.2	Hcv1.av93.c13.g217.i1
XP_004349831.1	Hcv1.av93.c13.g456.i1
XP_004349832.1	Hcv1.av93.c1.g1511.i1
XP_004349833.1	Hcv1.av93.c6.g1163.i1
XP_004349834.2	Hcv1.av93.c11.g563.i1
XP_004349837.2	Hcv1.av93.c9.g860.i1
XP_004349840.2	Hcv1.av93.c13.g232.i1
XP_004349841.2	Hcv1.av93.c8.g455.i1
XP_004349842.2	Hcv1.av93.c13.g325.i3
XP_004349843.2	Hcv1.av93.c11.g1020.i1
XP_004349845.1	Hcv1.av93.c13.g484.i1
XP_004349846.1	Hcv1.av93.c13.g87.i1
XP_004349852.1	Hcv1.av93.c2.g299.i1
XP_004349853.1	Hcv1.av93.c11.g1014.i1
XP_004349855.1	Hcv1.av93.c13.g43.i1
XP_004349856.1	Hcv1.av93.c13.g170.i1
XP_004349857.2	Hcv1.av93.c8.g166.i1
XP_004349858.1	Hcv1.av93.c5.g553.i1
XP_004349859.1	Hcv1.av93.c8.g835.i1
XP_004349861.2	Hcv1.av93.c5.g897.i5
XP_004349865.1	Hcv1.av93.c1.g244.i1
XP_004349869.2	Hcv1.av93.c9.g53.i1
XP_004349874.1	Hcv1.av93.c13.g652.i1
XP_004349875.1	Hcv1.av93.c12.g167.i2
XP_004349877.1	Hcv1.av93.c2.g845.i1
XP_004349880.1	Hcv1.av93.c5.g1180.i1
XP_004349882.1	Hcv1.av93.c5.g7.i1
XP_004349886.1	Hcv1.av93.c7.g771.i1
XP_004349887.1	Hcv1.av93.c7.g591.i1
XP_004349889.1	Hcv1.av93.c3.g282.i1
XP_004349894.1	Hcv1.av93.c1.g237.i1
XP_004349897.2	Hcv1.av93.c12.g169.i1
XP_004349900.1	Hcv1.av93.c7.g482.i1
XP_004349902.1	Hcv1.av93.c3.g856.i1
XP_004349903.2	Hcv1.av93.c3.g226.i1
XP_004349907.2	Hcv1.av93.c1.g1636.i1
XP_004349908.1	Hcv1.av93.c8.g354.i1
XP_004349912.2	Hcv1.av93.c2.g89.i1
XP_004349916.2	Hcv1.av93.c1.g663.i2
XP_004349918.1	Hcv1.av93.c11.g718.i1
XP_004349919.1	Hcv1.av93.c3.g1264.i1
XP_004349933.1	Hcv1.av93.c6.g888.i1
XP_004349938.2	Hcv1.av93.c2.g947.i1
XP_004349944.2	Hcv1.av93.c6.g261.i1
XP_004349948.2	Hcv1.av93.c11.g170.i1
XP_004349952.1	Hcv1.av93.c11.g881.i1
XP_004349955.1	Hcv1.av93.c2.g443.i1
XP_004363276.2	Hcv1.av93.c4.g801.i1
XP_004363282.1	Hcv1.av93.c5.g155.i1
XP_004363283.1	Hcv1.av93.c7.g912.i1
XP_004363284.2	Hcv1.av93.c3.g832.i1
XP_004363285.1	Hcv1.av93.c2.g139.i1
XP_004363288.1	Hcv1.av93.c10.g436.i1
XP_004363289.2	Hcv1.av93.c7.g517.i1
XP_004363290.2	Hcv1.av93.c9.g849.i1
XP_004363294.1	Hcv1.av93.c5.g1127.i2
XP_004363295.1	Hcv1.av93.c11.g54.i1
XP_004363299.1	Hcv1.av93.c7.g241.i1
XP_004363302.1	Hcv1.av93.c12.g517.i1
XP_004363306.2	Hcv1.av93.c2.g226.i1
XP_004363308.2	Hcv1.av93.c2.g479.i1
XP_004363310.1	Hcv1.av93.c1.g1154.i1
XP_004363311.1	Hcv1.av93.c7.g878.i1
XP_004363312.2	Hcv1.av93.c5.g572.i4
XP_004363316.2	Hcv1.av93.c10.g79.i1
XP_004363318.1	Hcv1.av93.c8.g739.i1
XP_004363320.1	Hcv1.av93.c1.g676.i1
XP_004363321.1	Hcv1.av93.c3.g704.i1
XP_004363322.1	Hcv1.av93.c10.g328.i1
XP_004363323.1	Hcv1.av93.c8.g457.i1
XP_004363325.1	Hcv1.av93.c6.g543.i1
XP_004363330.2	Hcv1.av93.c6.g234.i1
XP_004363331.1	Hcv1.av93.c3.g18.i1
XP_004363332.2	Hcv1.av93.c2.g357.i1
XP_004363342.1	Hcv1.av93.c2.g797.i1
XP_004363343.1	Hcv1.av93.c4.g94.i1
XP_004363345.1	Hcv1.av93.c6.g858.i1
XP_004363347.2	Hcv1.av93.c6.g147.i1
XP_004363349.1	Hcv1.av93.c5.g435.i1
XP_004363350.2	Hcv1.av93.c3.g1309.i1
XP_004363351.1	Hcv1.av93.c2.g764.i1
XP_004363357.1	Hcv1.av93.c6.g1256.i1
XP_004363358.1	Hcv1.av93.c6.g898.i1
XP_004363362.2	Hcv1.av93.c5.g708.i1
XP_004363364.1	Hcv1.av93.c5.g812.i2
XP_004363366.1	Hcv1.av93.c4.g27.i1
XP_004363367.1	Hcv1.av93.c6.g1252.i1
