XP_004340361.1	mRNA.RE14990
XP_004349265.2	mRNA.RE12930
XP_004349266.2	mRNA.RE14342
XP_004349270.1	mRNA.RE10554
XP_004349273.1	mRNA.RE15021
XP_004349274.1	mRNA.RE16254
XP_004349278.2	mRNA.RE10775
XP_004349280.1	mRNA.RE15645
XP_004349281.2	mRNA.RE09671
XP_004349282.2	mRNA.RE04650
XP_004349288.2	mRNA.RE09486
XP_004349290.1	mRNA.RE01416
XP_004349292.2	mRNA.RE12702
XP_004349293.2	mRNA.RE08954
XP_004349295.1	mRNA.RE01178
XP_004349298.2	mRNA.RE03584
XP_004349300.1	mRNA.RE10768
XP_004349304.2	mRNA.RE03101
XP_004349305.2	mRNA.RE10481
XP_004349313.1	mRNA.RE09790
XP_004349315.1	mRNA.RE10473
XP_004349318.2	mRNA.RE11156
XP_004349320.1	mRNA.RE16389
XP_004349321.2	mRNA.RE15225
XP_004349323.2	mRNA.RE16658
XP_004349325.2	mRNA.RE09359
XP_004349329.1	mRNA.RE03053
XP_004349330.2	mRNA.RE01870
XP_004349331.2	mRNA.RE01472
XP_004349333.1	mRNA.RE11582
XP_004349336.1	mRNA.RE16448
XP_004349338.1	mRNA.RE04285
XP_004349339.1	mRNA.RE12986
XP_004349340.1	mRNA.RE12738
XP_004349341.1	mRNA.RE15395
XP_004349342.1	mRNA.RE13082
XP_004349343.2	mRNA.RE03919
XP_004349344.1	mRNA.RE15881
XP_004349345.1	mRNA.RE04305
XP_004349346.2	mRNA.RE05674
XP_004349347.1	mRNA.RE15794
XP_004349348.1	mRNA.RE16220
XP_004349352.1	mRNA.RE11949
XP_004349353.1	mRNA.RE10763
XP_004349354.1	mRNA.RE08360
XP_004349356.1	mRNA.RE08324
XP_004349359.2	mRNA.RE13105
XP_004349361.1	mRNA.RE13112
XP_004349362.1	mRNA.RE08268
XP_004349366.1	mRNA.RE09194
XP_004349370.1	mRNA.RE10589
XP_004349371.2	mRNA.RE15102
XP_004349375.1	mRNA.RE04047
XP_004349376.2	mRNA.RE03399
XP_004349377.2	mRNA.RE10507
XP_004349382.1	mRNA.RE07958
XP_004349383.2	mRNA.RE07349
XP_004349385.2	mRNA.RE13114
XP_004349386.1	mRNA.RE11210
XP_004349389.2	mRNA.RE03127
XP_004349390.1	mRNA.RE16588
XP_004349394.1	mRNA.RE04317
XP_004349395.1	mRNA.RE10117
XP_004349396.1	mRNA.RE03479
XP_004349401.2	mRNA.RE13157
XP_004349403.2	mRNA.RE04060
XP_004349404.2	mRNA.RE10530
XP_004349407.1	mRNA.RE03056
XP_004349408.2	mRNA.RE11789
XP_004349409.2	mRNA.RE08850
XP_004349410.1	mRNA.RE06869
XP_004349411.1	mRNA.RE04243
XP_004349412.1	mRNA.RE04265
XP_004349414.2	mRNA.RE15101
XP_004349415.1	mRNA.RE13077
XP_004349416.2	mRNA.RE12257
XP_004349417.1	mRNA.RE08297
XP_004349419.2	mRNA.RE05789
XP_004349422.2	mRNA.RE00128
XP_004349423.1	mRNA.RE01450
XP_004349424.1	mRNA.RE01707
XP_004349425.2	mRNA.RE13871
XP_004349426.1	mRNA.RE13709
XP_004349427.2	mRNA.RE13193
XP_004349428.2	mRNA.RE01486
XP_004349429.2	mRNA.RE10773
XP_004349433.2	mRNA.RE14045
XP_004349434.2	mRNA.RE10588
XP_004349435.1	mRNA.RE15687
XP_004349436.1	mRNA.RE10753
XP_004349441.2	mRNA.RE04032
XP_004349442.1	mRNA.RE10525
XP_004349444.1	mRNA.RE03622
XP_004349445.1	mRNA.RE08283
XP_004349446.2	mRNA.RE10585
XP_004349449.2	mRNA.RE08601
XP_004349450.2	mRNA.RE11728
XP_004349453.1	mRNA.RE09581
XP_004349457.1	mRNA.RE15626
XP_004349458.1	mRNA.RE14861
XP_004349459.2	mRNA.RE13117
XP_004349460.1	mRNA.RE02136
XP_004349461.1	mRNA.RE14923
XP_004349463.1	mRNA.RE14856
XP_004349464.1	mRNA.RE13287
XP_004349465.1	mRNA.RE00787
XP_004349466.1	mRNA.RE00535
XP_004349468.1	mRNA.RE05306
XP_004349469.2	mRNA.RE06768
XP_004349471.2	mRNA.RE14932
XP_004349473.2	mRNA.RE03237
XP_004349474.1	mRNA.RE01169
XP_004349476.1	mRNA.RE13358
XP_004349478.2	mRNA.RE06143
XP_004349480.1	mRNA.RE10638
XP_004349481.1	mRNA.RE09460
XP_004349482.1	mRNA.RE16479
XP_004349483.1	mRNA.RE12505
XP_004349488.1	mRNA.RE03235
XP_004349491.1	mRNA.RE03809
XP_004349499.2	mRNA.RE07206
XP_004349500.1	mRNA.RE15609
XP_004349501.2	mRNA.RE02750
XP_004349502.2	mRNA.RE06239
XP_004349503.1	mRNA.RE06756
XP_004349504.1	mRNA.RE14468
XP_004349506.2	mRNA.RE14335
XP_004349510.1	mRNA.RE13257
XP_004349514.1	mRNA.RE08869
XP_004349516.2	mRNA.RE13187
XP_004349519.1	mRNA.RE13820
XP_004349522.2	mRNA.RE13339
XP_004349523.2	mRNA.RE13837
XP_004349524.1	mRNA.RE14916
XP_004349525.1	mRNA.RE09445
XP_004349526.2	mRNA.RE14942
XP_004349529.2	mRNA.RE09254
XP_004349530.2	mRNA.RE00391
XP_004349536.1	mRNA.RE10838
XP_004349537.1	mRNA.RE14907
XP_004349538.1	mRNA.RE13248
XP_004349539.1	mRNA.RE07196
XP_004349542.1	mRNA.RE11671
XP_004349688.2	mRNA.RE09599
XP_004349689.1	mRNA.RE14308
XP_004349690.1	mRNA.RE11399
XP_004349694.1	mRNA.RE11738
XP_004349695.1	mRNA.RE13957
XP_004349700.2	mRNA.RE12262
XP_004349702.2	mRNA.RE14645
XP_004349704.1	mRNA.RE09392
XP_004349707.2	mRNA.RE11215
XP_004349709.2	mRNA.RE02517
XP_004349711.1	mRNA.RE09355
XP_004349712.2	mRNA.RE16882
XP_004349715.1	mRNA.RE09508
XP_004349716.1	mRNA.RE10445
XP_004349736.1	mRNA.RE07051
XP_004349748.1	mRNA.RE14749
XP_004349749.1	mRNA.RE13941
XP_004349752.1	mRNA.RE02065
XP_004349753.2	mRNA.RE00509
XP_004349754.1	mRNA.RE02603
XP_004349756.1	mRNA.RE08648
XP_004349759.1	mRNA.RE01805
XP_004349760.2	mRNA.RE13952
XP_004349763.2	mRNA.RE11403
XP_004349768.1	mRNA.RE07489
XP_004349770.2	mRNA.RE07012
XP_004349775.2	mRNA.RE04011
XP_004349776.2	mRNA.RE07333
XP_004349778.2	mRNA.RE07701
XP_004349786.2	mRNA.RE11578
XP_004349788.1	mRNA.RE14865
XP_004349790.1	mRNA.RE11550
XP_004349791.2	mRNA.RE11268
XP_004349793.2	mRNA.RE11585
XP_004349794.2	mRNA.RE08992
XP_004349795.2	mRNA.RE13928
XP_004349796.2	mRNA.RE10405
XP_004349803.2	mRNA.RE15553
XP_004349804.2	mRNA.RE06349
XP_004349811.2	mRNA.RE13536
XP_004349814.1	mRNA.RE02832
XP_004349815.2	mRNA.RE02593
XP_004349816.1	mRNA.RE05036
XP_004349818.2	mRNA.RE09429
XP_004349822.1	mRNA.RE09454
XP_004349824.2	mRNA.RE02519
XP_004349825.2	mRNA.RE04448
XP_004349826.2	mRNA.RE11750
XP_004349827.2	mRNA.RE01051
XP_004349829.2	mRNA.RE13586
XP_004349831.1	mRNA.RE13929
XP_004349832.1	mRNA.RE11019
XP_004349833.1	mRNA.RE03396
XP_004349834.2	mRNA.RE12153
XP_004349837.2	mRNA.RE10861
XP_004349839.1	mRNA.RE07023
XP_004349840.2	mRNA.RE01807
XP_004349841.2	mRNA.RE09736
XP_004349842.2	mRNA.RE09371
XP_004349843.2	mRNA.RE05912
XP_004349845.1	mRNA.RE09419
XP_004349846.1	mRNA.RE09366
XP_004349851.1	mRNA.RE07584
XP_004349853.1	mRNA.RE12795
XP_004349855.1	mRNA.RE09456
XP_004349856.1	mRNA.RE09511
XP_004349857.2	mRNA.RE14018
XP_004349858.1	mRNA.RE09596
XP_004349859.1	mRNA.RE06677
XP_004349861.2	mRNA.RE03371
XP_004349863.1	mRNA.RE10551
XP_004349865.1	mRNA.RE16020
XP_004349866.1	mRNA.RE04715
XP_004349869.2	mRNA.RE01161
XP_004349872.2	mRNA.RE14034
XP_004349874.1	mRNA.RE09467
XP_004349875.1	mRNA.RE02250
XP_004349876.2	mRNA.RE16994
XP_004349877.1	mRNA.RE03629
XP_004349878.1	mRNA.RE08667
XP_004349879.2	mRNA.RE05854
XP_004349880.1	mRNA.RE12182
XP_004349881.1	mRNA.RE16630
XP_004349882.1	mRNA.RE11445
XP_004349884.1	mRNA.RE16722
XP_004349886.1	mRNA.RE14551
XP_004349887.1	mRNA.RE07539
XP_004349889.1	mRNA.RE08269
XP_004349891.2	mRNA.RE12196
XP_004349894.1	mRNA.RE16608
XP_004349895.2	mRNA.RE15665
XP_004349897.2	mRNA.RE16708
XP_004349899.2	mRNA.RE00667
XP_004349900.1	mRNA.RE10343
XP_004349901.1	mRNA.RE14320
XP_004349902.1	mRNA.RE08957
XP_004349903.2	mRNA.RE03234
XP_004349904.1	mRNA.RE07460
XP_004349905.1	mRNA.RE11647
XP_004349907.2	mRNA.RE08238
XP_004349908.1	mRNA.RE08314
XP_004349912.2	mRNA.RE12489
XP_004349916.2	mRNA.RE15330
XP_004349918.1	mRNA.RE04093
XP_004349919.1	mRNA.RE07562
XP_004349922.1	mRNA.RE14656
XP_004349926.1	mRNA.RE05058
XP_004349932.1	mRNA.RE08687
XP_004349933.1	mRNA.RE03491
XP_004349938.2	mRNA.RE11588
XP_004349943.1	mRNA.RE13023
XP_004349944.2	mRNA.RE01315
XP_004349946.1	mRNA.RE10447
XP_004349948.2	mRNA.RE11415
XP_004349952.1	mRNA.RE09964
XP_004349955.1	mRNA.RE16785
XP_004363276.2	mRNA.RE14177
XP_004363277.1	mRNA.RE05862
XP_004363278.1	mRNA.RE14664
XP_004363283.1	mRNA.RE13240
XP_004363284.2	mRNA.RE07310
XP_004363288.1	mRNA.RE01274
XP_004363289.2	mRNA.RE12373
XP_004363294.1	mRNA.RE11127
XP_004363295.1	mRNA.RE07673
XP_004363302.1	mRNA.RE15729
XP_004363304.1	mRNA.RE15233
XP_004363306.2	mRNA.RE02266
XP_004363307.2	mRNA.RE17034
XP_004363308.2	mRNA.RE07342
XP_004363309.1	mRNA.RE01443
XP_004363310.1	mRNA.RE15321
XP_004363311.1	mRNA.RE03077
XP_004363312.2	mRNA.RE03236
XP_004363318.1	mRNA.RE02280
XP_004363319.1	mRNA.RE15525
XP_004363320.1	mRNA.RE06868
XP_004363321.1	mRNA.RE01321
XP_004363322.1	mRNA.RE13661
XP_004363323.1	mRNA.RE12602
XP_004363325.1	mRNA.RE14048
XP_004363330.2	mRNA.RE12662
XP_004363331.1	mRNA.RE16360
XP_004363332.2	mRNA.RE14747
XP_004363339.1	mRNA.RE07885
XP_004363342.1	mRNA.RE00716
XP_004363343.1	mRNA.RE16408
XP_004363344.1	mRNA.RE11802
XP_004363346.2	mRNA.RE14564
XP_004363349.1	mRNA.RE08211
XP_004363351.1	mRNA.RE06509
XP_004363354.1	mRNA.RE11795
XP_004363357.1	mRNA.RE11547
XP_004363362.2	mRNA.RE10984
XP_004363364.1	mRNA.RE17073
XP_004363366.1	mRNA.RE03644
XP_004363367.1	mRNA.RE11919
XP_004363368.1	mRNA.RE13958
XP_004363370.2	mRNA.RE13517
XP_004363372.1	mRNA.RE12100
XP_004363373.1	mRNA.RE06237
XP_004363374.2	mRNA.RE13963
XP_004363375.1	mRNA.RE03993
XP_004363377.2	mRNA.RE10987
XP_004363378.1	mRNA.RE10312
XP_004363379.1	mRNA.RE13951
XP_004363381.2	mRNA.RE08224
XP_004363383.1	mRNA.RE12963
XP_004363386.1	mRNA.RE14486
XP_004363388.1	mRNA.RE14511
XP_004363399.1	mRNA.RE10295
XP_004363400.1	mRNA.RE02252
XP_004363404.1	mRNA.RE14983
XP_004363406.1	mRNA.RE04096
XP_004363410.2	mRNA.RE14023
XP_004363411.1	mRNA.RE13311
XP_004363413.2	mRNA.RE06356
XP_004363414.2	mRNA.RE04085
XP_004363416.1	mRNA.RE08851
XP_004363417.1	mRNA.RE16121
XP_004363419.1	mRNA.RE08935
XP_004363421.1	mRNA.RE09913
XP_004363422.1	mRNA.RE16076
XP_004363423.1	mRNA.RE07416
XP_004363426.1	mRNA.RE01011
XP_004363428.1	mRNA.RE12995
XP_004363429.2	mRNA.RE16203
XP_004363433.1	mRNA.RE15172
XP_004363434.1	mRNA.RE16693
XP_004363435.2	mRNA.RE11699
XP_004363437.2	mRNA.RE11304
XP_004363438.2	mRNA.RE12910
XP_004363440.2	mRNA.RE05255
XP_004363441.1	mRNA.RE10486
XP_004363442.1	mRNA.RE06422
XP_004363443.2	mRNA.RE16288
XP_004363446.1	mRNA.RE07110
XP_004363447.2	mRNA.RE06766
XP_004363449.1	mRNA.RE00961
XP_004363453.1	mRNA.RE17038
XP_004363455.1	mRNA.RE10867
XP_004363459.2	mRNA.RE14891
XP_004363460.2	mRNA.RE16766
XP_004363462.1	mRNA.RE10040
XP_004363464.2	mRNA.RE09317
XP_004363465.2	mRNA.RE15482
XP_004363466.1	mRNA.RE09086
XP_004363468.1	mRNA.RE07487
XP_004363469.2	mRNA.RE14220
XP_004363472.1	mRNA.RE11448
XP_004363475.1	mRNA.RE02072
XP_004363476.1	mRNA.RE00950
XP_004363479.1	mRNA.RE14801
XP_004363481.1	mRNA.RE03153
XP_004363482.1	mRNA.RE12588
XP_004363484.1	mRNA.RE13530
XP_004363485.1	mRNA.RE12967
XP_004363486.1	mRNA.RE13050
XP_004363490.1	mRNA.RE12855
XP_004363491.1	mRNA.RE04513
XP_004363493.1	mRNA.RE09668
XP_004363494.1	mRNA.RE04031
XP_004363495.2	mRNA.RE12136
XP_004363496.1	mRNA.RE03995
XP_004363499.2	mRNA.RE09462
XP_004363500.1	mRNA.RE14726
XP_004363501.2	mRNA.RE13671
XP_004363502.1	mRNA.RE12877
XP_004363503.1	mRNA.RE04896
XP_004363506.1	mRNA.RE09661
XP_004363507.2	mRNA.RE09700
XP_004363508.1	mRNA.RE15342
XP_004363509.2	mRNA.RE16557
XP_004363510.1	mRNA.RE16581
XP_004363512.2	mRNA.RE11560
XP_004363513.2	mRNA.RE13348
XP_004363515.1	mRNA.RE12632
XP_004363516.2	mRNA.RE07034
XP_004363517.2	mRNA.RE16090
XP_004363520.2	mRNA.RE16632
XP_004363521.2	mRNA.RE05018
XP_004363522.1	mRNA.RE09959
XP_004363523.2	mRNA.RE15995
XP_004363524.1	mRNA.RE08244
XP_004363525.1	mRNA.RE16853
XP_004363528.2	mRNA.RE12916
XP_004363530.2	mRNA.RE11563
XP_004363532.1	mRNA.RE08352
XP_004363534.2	mRNA.RE07528
XP_004363535.2	mRNA.RE10491
XP_004363536.1	mRNA.RE05919
XP_004363537.1	mRNA.RE05885
XP_004363538.1	mRNA.RE14400
XP_004363539.1	mRNA.RE03155
XP_004363540.1	mRNA.RE03093
XP_004363541.2	mRNA.RE05170
XP_004363543.1	mRNA.RE00545
XP_004363545.1	mRNA.RE08392
XP_004363547.2	mRNA.RE14728
XP_004363551.1	mRNA.RE10749
XP_004363552.1	mRNA.RE02429
XP_004363553.2	mRNA.RE12584
XP_004363555.1	mRNA.RE17124
XP_004363556.2	mRNA.RE16205
XP_004363557.1	mRNA.RE12336
XP_004363560.2	mRNA.RE05738
XP_004363563.1	mRNA.RE00647
XP_004363564.1	mRNA.RE16974
XP_004363567.2	mRNA.RE12219
XP_004363571.1	mRNA.RE14179
XP_004363572.1	mRNA.RE05701
XP_004363573.1	mRNA.RE13501
XP_004363574.2	mRNA.RE16973
XP_004363575.1	mRNA.RE01816
XP_004363581.1	mRNA.RE07810
XP_004363584.2	mRNA.RE16982
XP_004363589.1	mRNA.RE16671
XP_004363591.2	mRNA.RE04040
XP_004363592.1	mRNA.RE13238
XP_004363594.2	mRNA.RE09328
XP_004363595.2	mRNA.RE08943
XP_004363598.1	mRNA.RE08853
XP_004363599.2	mRNA.RE05381
XP_004363600.1	mRNA.RE04137
XP_004363606.2	mRNA.RE04136
XP_004363608.1	mRNA.RE13815
XP_004363609.2	mRNA.RE14864
XP_004363615.1	mRNA.RE01956
XP_004363619.1	mRNA.RE10286
XP_004363620.1	mRNA.RE00235
XP_004363621.1	mRNA.RE11690
XP_004363622.1	mRNA.RE14061
XP_004363623.1	mRNA.RE10974
XP_004363625.1	mRNA.RE01840
XP_004363629.1	mRNA.RE16761
XP_004363630.1	mRNA.RE11679
XP_004363631.2	mRNA.RE06259
XP_004363632.1	mRNA.RE09263
XP_004363633.1	mRNA.RE05781
XP_004363634.2	mRNA.RE17081
XP_004363635.1	mRNA.RE04309
XP_004363637.1	mRNA.RE12018
XP_004363638.1	mRNA.RE05105
XP_004363639.2	mRNA.RE15409
XP_004363641.1	mRNA.RE09664
XP_004363642.2	mRNA.RE00748
XP_004363643.2	mRNA.RE13651
XP_004363647.1	mRNA.RE10935
XP_004363652.1	mRNA.RE00132
XP_004363653.2	mRNA.RE10806
XP_004363655.1	mRNA.RE05698
XP_004363656.2	mRNA.RE10079
XP_004363657.2	mRNA.RE05085
XP_004363658.1	mRNA.RE10919
XP_004363659.2	mRNA.RE13548
XP_004363660.1	mRNA.RE12706
XP_004363661.1	mRNA.RE13748
XP_004363662.1	mRNA.RE03316
XP_004363664.1	mRNA.RE13367
XP_004363667.1	mRNA.RE10880
XP_004363668.1	mRNA.RE05081
XP_004363673.1	mRNA.RE07228
XP_004363675.1	mRNA.RE09338
XP_004363681.1	mRNA.RE10256
XP_004363682.2	mRNA.RE06444
XP_004363693.2	mRNA.RE16124
XP_004363695.1	mRNA.RE02980
XP_004363697.1	mRNA.RE09094
XP_004363699.2	mRNA.RE11722
XP_004363700.1	mRNA.RE06959
XP_004363701.1	mRNA.RE01971
XP_004363702.2	mRNA.RE11604
XP_004363705.2	mRNA.RE15542
XP_004363711.2	mRNA.RE05254
XP_004363712.2	mRNA.RE09101
XP_004363714.1	mRNA.RE11035
XP_004363716.1	mRNA.RE09067
XP_004363717.2	mRNA.RE05186
XP_004363718.2	mRNA.RE02120
XP_004363720.1	mRNA.RE02412
XP_004363724.2	mRNA.RE08036
XP_004363728.1	mRNA.RE15185
XP_004363729.1	mRNA.RE12803
XP_004363730.1	mRNA.RE10385
XP_004363732.1	mRNA.RE08124
XP_004363733.2	mRNA.RE15137
XP_004363737.1	mRNA.RE09988
XP_004363740.2	mRNA.RE08958
XP_004363745.2	mRNA.RE08666
XP_004363751.1	mRNA.RE13589
XP_004363755.1	mRNA.RE03898
XP_004363760.2	mRNA.RE04813
XP_004363763.2	mRNA.RE13918
XP_004363764.1	mRNA.RE05366
XP_004363766.1	mRNA.RE12081
XP_004363769.1	mRNA.RE13655
XP_004363770.1	mRNA.RE12140
XP_004363771.1	mRNA.RE01407
XP_004363772.1	mRNA.RE04793
XP_004363773.1	mRNA.RE15970
XP_004363775.1	mRNA.RE10521
XP_004363776.1	mRNA.RE13994
XP_004363777.1	mRNA.RE04792
XP_004363779.1	mRNA.RE12144
XP_004363780.1	mRNA.RE10495
XP_004363781.1	mRNA.RE08380
XP_004363782.2	mRNA.RE01427
XP_004363784.2	mRNA.RE08264
XP_004363785.1	mRNA.RE15344
XP_004363786.1	mRNA.RE02950
XP_004363787.1	mRNA.RE04345
XP_004363789.1	mRNA.RE14561
XP_004363792.2	mRNA.RE04056
XP_004363793.1	mRNA.RE16846
XP_004363795.2	mRNA.RE04059
XP_004363797.2	mRNA.RE04286
XP_004363798.1	mRNA.RE13981
XP_004363801.2	mRNA.RE12600
XP_004363803.1	mRNA.RE10474
XP_004363810.1	mRNA.RE10609
XP_004363813.2	mRNA.RE11435
XP_004363814.1	mRNA.RE08564
XP_004363821.1	mRNA.RE08263
XP_004363823.1	mRNA.RE06525
XP_004363824.2	mRNA.RE07008
XP_004363826.1	mRNA.RE05280
XP_004363828.1	mRNA.RE10254
XP_004363829.1	mRNA.RE15345
XP_004363832.1	mRNA.RE03104
XP_004363834.2	mRNA.RE01424
XP_004363835.1	mRNA.RE00805
XP_004363837.1	mRNA.RE03851
XP_004363839.2	mRNA.RE02006
XP_004363840.1	mRNA.RE07268
XP_004363841.1	mRNA.RE04741
XP_004363844.1	mRNA.RE16578
XP_004363847.2	mRNA.RE02931
XP_004363848.1	mRNA.RE15861
XP_004363850.1	mRNA.RE04175
XP_004363856.2	mRNA.RE16582
XP_004363857.1	mRNA.RE05563
XP_004363859.1	mRNA.RE01461
XP_004363862.1	mRNA.RE13580
XP_004363863.2	mRNA.RE14418
XP_004363869.2	mRNA.RE11198
XP_004363872.1	mRNA.RE02106
XP_004363877.2	mRNA.RE00677
XP_004363884.2	mRNA.RE04832
XP_004363885.1	mRNA.RE07815
XP_004363887.2	mRNA.RE09669
XP_004363891.1	mRNA.RE08337
XP_004363892.1	mRNA.RE05406
XP_004363893.2	mRNA.RE08839
XP_004363894.2	mRNA.RE10552
XP_004363895.2	mRNA.RE11668
XP_004363899.2	mRNA.RE04266
XP_004363900.1	mRNA.RE16264
XP_004363901.1	mRNA.RE14855
XP_004363902.1	mRNA.RE00412
XP_004363903.2	mRNA.RE03075
XP_004363904.2	mRNA.RE11400
XP_004363905.1	mRNA.RE09721
XP_004363906.2	mRNA.RE06137
XP_004363907.1	mRNA.RE00211
XP_004363908.1	mRNA.RE01467
XP_004363909.1	mRNA.RE03300
XP_004363910.1	mRNA.RE10606
XP_004363911.1	mRNA.RE03573
XP_004363912.2	mRNA.RE05564
XP_004363913.2	mRNA.RE13298
XP_004363915.1	mRNA.RE10556
XP_004363919.1	mRNA.RE16707
XP_004363922.1	mRNA.RE01474
XP_004363923.2	mRNA.RE08322
XP_004363924.1	mRNA.RE12105
XP_004363925.1	mRNA.RE13044
XP_004363927.1	mRNA.RE09308
XP_004363929.2	mRNA.RE05098
XP_004363930.1	mRNA.RE07873
XP_004363931.1	mRNA.RE02740
XP_004363934.1	mRNA.RE04936
XP_004363936.1	mRNA.RE02754
XP_004363939.1	mRNA.RE00279
XP_004363941.1	mRNA.RE16113
XP_004363942.1	mRNA.RE06742
XP_004363943.1	mRNA.RE13147
XP_004363947.1	mRNA.RE14143
XP_004363948.1	mRNA.RE07430
XP_004363950.1	mRNA.RE11461
XP_004363952.1	mRNA.RE16696
XP_004363956.2	mRNA.RE11199
XP_004363957.1	mRNA.RE04632
XP_004363960.1	mRNA.RE06278
XP_004363965.1	mRNA.RE11128
XP_004363966.1	mRNA.RE03635
XP_004363972.1	mRNA.RE02621
XP_004363977.1	mRNA.RE04337
XP_004363979.1	mRNA.RE15116
XP_004363980.2	mRNA.RE04473
XP_004363981.1	mRNA.RE08710
XP_004363985.1	mRNA.RE07323
XP_004363993.1	mRNA.RE02119
XP_004363994.2	mRNA.RE03860
XP_004363997.1	mRNA.RE01564
XP_004363999.1	mRNA.RE07887
XP_004364008.1	mRNA.RE11759
XP_004364009.1	mRNA.RE07720
XP_004364012.1	mRNA.RE05984
XP_004364013.1	mRNA.RE06993
XP_004364014.2	mRNA.RE14679
XP_004364016.1	mRNA.RE02142
XP_004364017.2	mRNA.RE13591
XP_004364018.1	mRNA.RE05775
XP_004364020.2	mRNA.RE06071
XP_004364021.1	mRNA.RE06554
XP_004364022.1	mRNA.RE04694
XP_004364027.1	mRNA.RE14571
XP_004364028.2	mRNA.RE07813
XP_004364031.2	mRNA.RE02115
XP_004364032.2	mRNA.RE15598
XP_004364035.1	mRNA.RE10889
XP_004364036.2	mRNA.RE12043
XP_004364037.1	mRNA.RE09987
XP_004364040.1	mRNA.RE16547
XP_004364041.1	mRNA.RE10668
XP_004364043.2	mRNA.RE02964
XP_004364044.2	mRNA.RE11642
XP_004364045.2	mRNA.RE08387
XP_004364046.2	mRNA.RE15578
XP_004364047.1	mRNA.RE09469
XP_004364051.1	mRNA.RE02966
XP_004364053.1	mRNA.RE16241
XP_004364054.1	mRNA.RE03348
XP_004364057.2	mRNA.RE06020
XP_004364059.2	mRNA.RE12121
XP_004364060.1	mRNA.RE15599
XP_004364061.1	mRNA.RE16550
XP_004364067.1	mRNA.RE15640
XP_004364070.1	mRNA.RE13964
XP_004364071.2	mRNA.RE09515
XP_004364074.2	mRNA.RE07672
XP_004364075.1	mRNA.RE15026
XP_004364076.1	mRNA.RE10148
XP_004364077.1	mRNA.RE10961
XP_004364078.1	mRNA.RE13300
XP_004364079.1	mRNA.RE00958
XP_004364081.2	mRNA.RE01626
XP_004364082.2	mRNA.RE08965
XP_004364083.2	mRNA.RE14168
XP_004364086.1	mRNA.RE05163
XP_004364087.1	mRNA.RE11413
XP_004364090.2	mRNA.RE05880
XP_004364092.2	mRNA.RE09358
XP_004364094.1	mRNA.RE16940
XP_004364096.2	mRNA.RE02629
XP_004364097.2	mRNA.RE01918
XP_004364098.2	mRNA.RE06117
XP_004364099.1	mRNA.RE06085
XP_004364100.1	mRNA.RE11844
XP_004364101.1	mRNA.RE15777
XP_004364102.2	mRNA.RE17083
XP_004364103.1	mRNA.RE13939
XP_004364109.1	mRNA.RE06125
XP_004364111.2	mRNA.RE13895
XP_004364112.1	mRNA.RE13012
XP_004364113.1	mRNA.RE10581
XP_004364115.1	mRNA.RE17135
XP_004364119.2	mRNA.RE10279
XP_004364124.1	mRNA.RE16045
XP_004364125.1	mRNA.RE02596
XP_004364126.2	mRNA.RE06118
XP_004364127.1	mRNA.RE11813
XP_004364128.2	mRNA.RE14285
XP_004364129.1	mRNA.RE08205
XP_004364130.2	mRNA.RE04318
XP_004364131.2	mRNA.RE10151
XP_004364132.1	mRNA.RE16274
XP_004364138.2	mRNA.RE12998
XP_004364139.1	mRNA.RE17015
XP_004364147.1	mRNA.RE05769
XP_004364148.1	mRNA.RE16211
XP_004364150.2	mRNA.RE09049
XP_004364151.2	mRNA.RE03324
XP_004364152.1	mRNA.RE04937
XP_004364153.2	mRNA.RE10925
XP_004364155.1	mRNA.RE03576
XP_004364160.2	mRNA.RE03359
XP_004364161.2	mRNA.RE11883
XP_004364163.2	mRNA.RE12958
XP_004364164.1	mRNA.RE13724
XP_004364167.1	mRNA.RE10549
XP_004364168.2	mRNA.RE03799
XP_004364176.2	mRNA.RE15691
XP_004364179.2	mRNA.RE06692
XP_004364183.1	mRNA.RE14108
XP_004364184.1	mRNA.RE15905
XP_004364185.2	mRNA.RE10967
XP_004364186.2	mRNA.RE09166
XP_004364187.1	mRNA.RE09730
XP_004364188.1	mRNA.RE15726
XP_004364190.2	mRNA.RE11618
XP_004364192.2	mRNA.RE13428
XP_004364199.2	mRNA.RE06992
XP_004364200.1	mRNA.RE09880
XP_004364201.2	mRNA.RE05342
XP_004364202.2	mRNA.RE16636
XP_004364204.1	mRNA.RE15720
XP_004364208.1	mRNA.RE14510
XP_004364210.1	mRNA.RE14558
XP_004364211.2	mRNA.RE14596
XP_004364214.2	mRNA.RE13640
XP_004364215.1	mRNA.RE14461
XP_004364216.2	mRNA.RE14909
XP_004364218.2	mRNA.RE12308
XP_004364219.2	mRNA.RE15131
XP_004364220.1	mRNA.RE16910
XP_004364221.2	mRNA.RE14371
XP_004364224.1	mRNA.RE05442
XP_004364225.1	mRNA.RE07800
XP_004364226.2	mRNA.RE16640
XP_004364227.1	mRNA.RE05307
XP_004364228.1	mRNA.RE16727
XP_004364232.2	mRNA.RE09448
XP_004364233.1	mRNA.RE07625
XP_004364234.1	mRNA.RE16911
XP_004364235.1	mRNA.RE12716
XP_004364236.1	mRNA.RE05378
XP_004364238.1	mRNA.RE16879
XP_004364239.1	mRNA.RE10035
XP_004364241.1	mRNA.RE02003
XP_004364245.2	mRNA.RE10451
XP_004364249.2	mRNA.RE06761
XP_004364252.1	mRNA.RE08100
