Em0001g1007a	mRNA.RE06677
Em0013g918a	mRNA.RE05361
Em0013g92a	mRNA.RE09040
Em0013g93a	mRNA.RE11287
Em0013g947a	mRNA.RE07833
Em0013g94a	mRNA.RE07856
Em0013g95a	mRNA.RE14700
Em0013g985a	mRNA.RE07153
Em0013g992a	mRNA.RE14752
Em0013g995a	mRNA.RE03829
Em0013g999a	mRNA.RE07847
Em0014g11a	mRNA.RE14177
Em0014g124a	mRNA.RE02410
Em0014g127a	mRNA.RE14450
Em0014g12a	mRNA.RE14313
Em0014g131a	mRNA.RE15909
Em0014g132a	mRNA.RE15861
Em0014g133a	mRNA.RE07061
Em0014g137a	mRNA.RE09859
Em0014g152a	mRNA.RE14366
Em0014g154a	mRNA.RE04835
Em0014g155a	mRNA.RE12182
Em0014g170a	mRNA.RE05014
Em0014g171a	mRNA.RE13818
Em0014g172a	mRNA.RE14489
Em0014g173a	mRNA.RE04296
Em0014g176a	mRNA.RE07445
Em0014g19a	mRNA.RE14502
Em0014g21a	mRNA.RE14433
Em0014g22a	mRNA.RE12919
Em0014g241a	mRNA.RE15141
Em0014g246a	mRNA.RE14600
Em0014g263a	mRNA.RE13761
Em0014g27a	mRNA.RE15787
Em0014g289a	mRNA.RE02469
Em0014g28a	mRNA.RE13640
Em0014g290a	mRNA.RE08928
Em0014g295a	mRNA.RE13758
Em0014g296a	mRNA.RE14581
Em0014g30a	mRNA.RE13690
Em0014g316a	mRNA.RE02894
Em0014g32a	mRNA.RE13621
Em0014g33a	mRNA.RE13649
Em0014g357a	mRNA.RE04449
Em0014g35a	mRNA.RE13727
Em0014g372a	mRNA.RE08036
Em0014g38a	mRNA.RE02473
Em0014g3a	mRNA.RE11816
Em0014g439a	mRNA.RE02411
Em0014g459a	mRNA.RE13058
Em0014g487a	mRNA.RE04388
Em0014g488a	mRNA.RE14345
Em0014g49a	mRNA.RE14442
Em0014g553a	mRNA.RE00232
Em0014g555a	mRNA.RE06346
Em0014g575a	mRNA.RE14210
Em0014g576a	mRNA.RE15400
Em0014g577a	mRNA.RE17124
Em0014g580a	mRNA.RE15521
Em0014g582a	mRNA.RE04238
Em0014g584a	mRNA.RE06499
Em0014g598a	mRNA.RE14506
Em0014g5a	mRNA.RE06231
Em0014g600a	mRNA.RE04699
Em0014g601a	mRNA.RE02007
Em0014g602a	mRNA.RE14621
Em0014g610a	mRNA.RE04407
Em0014g630a	mRNA.RE05847
Em0014g633a	mRNA.RE02133
Em0014g644a	mRNA.RE15811
Em0014g674a	mRNA.RE17112
Em0014g679a	mRNA.RE15366
Em0014g681a	mRNA.RE17134
Em0014g683a	mRNA.RE17125
Em0014g684a	mRNA.RE15468
Em0014g686a	mRNA.RE01097
Em0014g687a	mRNA.RE14230
Em0014g690a	mRNA.RE15356
Em0014g691a	mRNA.RE02263
Em0014g708a	mRNA.RE15385
Em0014g710a	mRNA.RE10235
Em0014g711a	mRNA.RE06082
Em0014g713a	mRNA.RE00415
Em0014g718a	mRNA.RE06993
Em0014g71a	mRNA.RE14486
Em0014g751a	mRNA.RE12176
Em0014g765a	mRNA.RE15494
Em0014g766a	mRNA.RE03630
Em0014g76a	mRNA.RE11280
Em0014g772a	mRNA.RE08908
Em0014g773a	mRNA.RE15277
Em0014g778a	mRNA.RE17097
Em0014g779a	mRNA.RE15297
Em0014g781a	mRNA.RE06127
Em0014g785a	mRNA.RE15495
Em0014g787a	mRNA.RE15444
Em0014g79a	mRNA.RE14461
Em0014g801a	mRNA.RE15248
Em0014g805a	mRNA.RE15443
Em0014g806a	mRNA.RE15532
Em0014g807a	mRNA.RE00900
Em0014g809a	mRNA.RE11388
Em0014g810a	mRNA.RE15309
Em0014g811a	mRNA.RE06555
Em0014g813a	mRNA.RE16415
Em0014g815a	mRNA.RE15185
Em0014g816a	mRNA.RE14234
Em0014g826a	mRNA.RE15164
Em0014g831a	mRNA.RE02583
Em0014g832a	mRNA.RE14228
Em0014g834a	mRNA.RE15368
Em0014g869a	mRNA.RE15183
Em0014g892a	mRNA.RE05610
Em0014g8a	mRNA.RE09836
Em0014g936a	mRNA.RE13676
Em0015g1005a	mRNA.RE03396
Em0015g1008a	mRNA.RE12044
Em0015g1009a	mRNA.RE00915
Em0015g1011a	mRNA.RE16293
Em0015g1014a	mRNA.RE07325
Em0015g1015a	mRNA.RE05412
Em0015g1016a	mRNA.RE11435
Em0015g1019a	mRNA.RE16178
Em0015g1020a	mRNA.RE13792
Em0015g1022a	mRNA.RE05411
Em0015g1027a	mRNA.RE00407
Em0015g1029a	mRNA.RE06061
Em0015g1030a	mRNA.RE07324
Em0015g1034a	mRNA.RE12106
Em0015g1035a	mRNA.RE16164
Em0015g1045a	mRNA.RE11635
Em0015g1049a	mRNA.RE00896
Em0015g104a	mRNA.RE07318
Em0015g1050a	mRNA.RE16349
Em0015g1053a	mRNA.RE16200
Em0015g1054a	mRNA.RE09696
Em0015g1058a	mRNA.RE10131
Em0015g105a	mRNA.RE00920
Em0015g106a	mRNA.RE07315
Em0015g1071a	mRNA.RE00914
Em0015g1072a	mRNA.RE07310
Em0015g1073a	mRNA.RE00479
Em0015g1076a	mRNA.RE06452
Em0015g1083a	mRNA.RE05231
Em0015g1085a	mRNA.RE08841
Em0015g1087a	mRNA.RE06924
Em0015g1090a	mRNA.RE12820
Em0015g109a	mRNA.RE16311
Em0015g1106a	mRNA.RE07824
Em0015g1108a	mRNA.RE07320
Em0015g1109a	mRNA.RE16185
Em0015g110a	mRNA.RE05471
Em0015g1116a	mRNA.RE16269
Em0015g111a	mRNA.RE16204
Em0015g112a	mRNA.RE16248
Em0015g1139a	mRNA.RE09800
Em0015g1140a	mRNA.RE03392
Em0015g1142a	mRNA.RE13907
Em0015g1148a	mRNA.RE01445
Em0015g1149a	mRNA.RE12086
Em0015g114a	mRNA.RE15317
Em0015g1150a	mRNA.RE05054
Em0015g1151a	mRNA.RE08579
Em0015g1152a	mRNA.RE12437
Em0015g1156a	mRNA.RE05410
Em0015g1157a	mRNA.RE00229
Em0015g1158a	mRNA.RE16210
Em0015g1159a	mRNA.RE15683
Em0015g115a	mRNA.RE14239
Em0015g1160a	mRNA.RE12219
Em0015g1161a	mRNA.RE12216
Em0015g1178a	mRNA.RE00480
Em0015g1181a	mRNA.RE12221
Em0015g1184a	mRNA.RE16148
Em0015g1185a	mRNA.RE12083
Em0015g1186a	mRNA.RE00885
Em0015g1196a	mRNA.RE03488
Em0015g119a	mRNA.RE02841
Em0015g1203a	mRNA.RE08656
Em0015g1204a	mRNA.RE16342
Em0015g1209a	mRNA.RE05413
Em0015g1210a	mRNA.RE13572
Em0015g1211a	mRNA.RE09668
Em0015g1214a	mRNA.RE10036
Em0015g1217a	mRNA.RE16155
Em0015g121a	mRNA.RE12208
Em0015g1221a	mRNA.RE12167
Em0015g1231a	mRNA.RE02851
Em0015g1236a	mRNA.RE10455
Em0015g1239a	mRNA.RE12321
Em0015g1241a	mRNA.RE04729
Em0015g1242a	mRNA.RE12088
Em0015g1246a	mRNA.RE07355
Em0015g1248a	mRNA.RE10084
Em0015g1249a	mRNA.RE16691
Em0015g1250a	mRNA.RE00886
Em0015g1251a	mRNA.RE04208
Em0015g1255a	mRNA.RE07366
Em0015g1256a	mRNA.RE16161
Em0015g1257a	mRNA.RE00901
Em0015g1260a	mRNA.RE01065
Em0015g1262a	mRNA.RE12162
Em0015g1263a	mRNA.RE02105
Em0015g1264a	mRNA.RE10151
Em0015g1265a	mRNA.RE07322
Em0015g1268a	mRNA.RE11052
Em0015g1269a	mRNA.RE11065
Em0015g1270a	mRNA.RE03393
Em0015g1271a	mRNA.RE16225
Em0015g1272a	mRNA.RE09950
Em0015g1273a	mRNA.RE10094
Em0015g1290a	mRNA.RE07282
Em0015g1296a	mRNA.RE16318
Em0015g130a	mRNA.RE12186
Em0015g133a	mRNA.RE16163
Em0015g136a	mRNA.RE00927
Em0015g137a	mRNA.RE16226
Em0015g138a	mRNA.RE16329
Em0015g139a	mRNA.RE16173
Em0015g140a	mRNA.RE16147
Em0015g142a	mRNA.RE03399
Em0015g143a	mRNA.RE09805
Em0015g145a	mRNA.RE12081
Em0015g146a	mRNA.RE02840
Em0015g147a	mRNA.RE07362
Em0015g149a	mRNA.RE10488
Em0015g150a	mRNA.RE11602
Em0015g151a	mRNA.RE11603
Em0015g152a	mRNA.RE00909
Em0015g153a	mRNA.RE00805
Em0015g154a	mRNA.RE00802
Em0015g160a	mRNA.RE00902
Em0015g168a	mRNA.RE16354
Em0015g169a	mRNA.RE12439
Em0015g172a	mRNA.RE16360
Em0015g173a	mRNA.RE12054
Em0015g174a	mRNA.RE16431
Em0015g175a	mRNA.RE16968
Em0015g179a	mRNA.RE12124
Em0015g223a	mRNA.RE11703
Em0015g224a	mRNA.RE03871
Em0015g225a	mRNA.RE17047
Em0015g230a	mRNA.RE00911
Em0015g235a	mRNA.RE10496
Em0015g236a	mRNA.RE08682
Em0015g250a	mRNA.RE04404
Em0015g252a	mRNA.RE11020
Em0015g253a	mRNA.RE16355
Em0015g254a	mRNA.RE12172
Em0015g269a	mRNA.RE13108
Em0015g272a	mRNA.RE16331
Em0015g275a	mRNA.RE03042
Em0015g27a	mRNA.RE16637
Em0015g288a	mRNA.RE16321
Em0015g289a	mRNA.RE12210
Em0015g290a	mRNA.RE12035
Em0015g291a	mRNA.RE10015
Em0015g292a	mRNA.RE16348
Em0015g295a	mRNA.RE07265
Em0015g2a	mRNA.RE12043
Em0015g304a	mRNA.RE12128
Em0015g305a	mRNA.RE08839
Em0015g306a	mRNA.RE10071
Em0015g307a	mRNA.RE02842
Em0015g308a	mRNA.RE16338
Em0015g317a	mRNA.RE09627
Em0015g318a	mRNA.RE03093
Em0015g31a	mRNA.RE07328
Em0015g321a	mRNA.RE07316
Em0015g325a	mRNA.RE00892
Em0015g32a	mRNA.RE11306
Em0015g33a	mRNA.RE16288
Em0015g344a	mRNA.RE07337
Em0015g346a	mRNA.RE16213
Em0015g349a	mRNA.RE16319
Em0015g34a	mRNA.RE03204
Em0015g35a	mRNA.RE07267
Em0015g362a	mRNA.RE12036
Em0015g374a	mRNA.RE07277
Em0015g379a	mRNA.RE11710
Em0015g37a	mRNA.RE09786
Em0015g388a	mRNA.RE08589
Em0015g38a	mRNA.RE00930
Em0015g419a	mRNA.RE15710
Em0015g433a	mRNA.RE06982
Em0015g436a	mRNA.RE12193
Em0015g43a	mRNA.RE12611
Em0015g441a	mRNA.RE06233
Em0015g445a	mRNA.RE12089
Em0015g456a	mRNA.RE14814
Em0015g457a	mRNA.RE12232
Em0015g461a	mRNA.RE12037
Em0015g462a	mRNA.RE04130
Em0015g464a	mRNA.RE14825
Em0015g466a	mRNA.RE00908
Em0015g46a	mRNA.RE12091
Em0015g475a	mRNA.RE12227
Em0015g480a	mRNA.RE09317
Em0015g48a	mRNA.RE04748
Em0015g49a	mRNA.RE00799
Em0015g503a	mRNA.RE12038
Em0015g504a	mRNA.RE08183
Em0015g507a	mRNA.RE15544
Em0015g510a	mRNA.RE10779
Em0015g512a	mRNA.RE07276
Em0015g513a	mRNA.RE04075
Em0015g516a	mRNA.RE14924
Em0015g539a	mRNA.RE08249
Em0015g53a	mRNA.RE08869
Em0015g548a	mRNA.RE14401
Em0015g54a	mRNA.RE00898
Em0015g552a	mRNA.RE00924
Em0015g553a	mRNA.RE15206
Em0015g561a	mRNA.RE10715
Em0015g563a	mRNA.RE07428
Em0015g568a	mRNA.RE16266
Em0015g56a	mRNA.RE09921
Em0015g570a	mRNA.RE07290
Em0015g571a	mRNA.RE01096
Em0015g57a	mRNA.RE07574
Em0015g599a	mRNA.RE12139
Em0015g5a	mRNA.RE05407
Em0015g603a	mRNA.RE00506
Em0015g608a	mRNA.RE07360
Em0015g60a	mRNA.RE16324
Em0015g611a	mRNA.RE07359
Em0015g612a	mRNA.RE12092
Em0015g613a	mRNA.RE12093
Em0015g614a	mRNA.RE07067
Em0015g615a	mRNA.RE10618
Em0015g624a	mRNA.RE07348
Em0015g625a	mRNA.RE16286
Em0015g626a	mRNA.RE03397
Em0015g627a	mRNA.RE00936
Em0015g62a	mRNA.RE02010
Em0015g635a	mRNA.RE16172
Em0015g644a	mRNA.RE07284
Em0015g645a	mRNA.RE05442
Em0015g64a	mRNA.RE00786
Em0015g653a	mRNA.RE13305
Em0015g658a	mRNA.RE11716
Em0015g65a	mRNA.RE06888
Em0015g660a	mRNA.RE15889
Em0015g662a	mRNA.RE05414
Em0015g663a	mRNA.RE09197
Em0015g664a	mRNA.RE16274
Em0015g665a	mRNA.RE12042
Em0015g666a	mRNA.RE09814
Em0015g669a	mRNA.RE08834
Em0015g66a	mRNA.RE16819
Em0015g671a	mRNA.RE07326
Em0015g672a	mRNA.RE14187
Em0015g673a	mRNA.RE04021
Em0015g674a	mRNA.RE00503
Em0015g675a	mRNA.RE07271
Em0015g676a	mRNA.RE07345
Em0015g67a	mRNA.RE12222
Em0015g68a	mRNA.RE11436
Em0015g690a	mRNA.RE14625
Em0015g691a	mRNA.RE00499
Em0015g692a	mRNA.RE07319
Em0015g693a	mRNA.RE08835
Em0015g694a	mRNA.RE04437
Em0015g695a	mRNA.RE01049
Em0015g696a	mRNA.RE05675
Em0015g698a	mRNA.RE16231
Em0015g707a	mRNA.RE12174
Em0015g709a	mRNA.RE01047
Em0015g70a	mRNA.RE00787
Em0015g713a	mRNA.RE07342
Em0015g714a	mRNA.RE07332
Em0015g715a	mRNA.RE12165
Em0015g716a	mRNA.RE12119
Em0015g731a	mRNA.RE16661
Em0015g733a	mRNA.RE02833
Em0015g736a	mRNA.RE14236
Em0015g737a	mRNA.RE12170
Em0015g738a	mRNA.RE07371
Em0015g74a	mRNA.RE03541
Em0015g753a	mRNA.RE00127
Em0015g754a	mRNA.RE12151
Em0015g759a	mRNA.RE16259
Em0015g75a	mRNA.RE03841
Em0015g760a	mRNA.RE11162
Em0015g762a	mRNA.RE07292
Em0015g763a	mRNA.RE06404
Em0015g764a	mRNA.RE06995
Em0015g768a	mRNA.RE16333
Em0015g76a	mRNA.RE15576
Em0015g774a	mRNA.RE08668
Em0015g775a	mRNA.RE01053
Em0015g776a	mRNA.RE00490
Em0015g781a	mRNA.RE16017
Em0015g785a	mRNA.RE16322
Em0015g786a	mRNA.RE14361
Em0015g78a	mRNA.RE12141
Em0015g79a	mRNA.RE16960
Em0015g801a	mRNA.RE12142
Em0015g802a	mRNA.RE00935
Em0015g803a	mRNA.RE16328
Em0015g804a	mRNA.RE13003
Em0015g809a	mRNA.RE00487
Em0015g821a	mRNA.RE16230
Em0015g822a	mRNA.RE16229
Em0015g825a	mRNA.RE05443
Em0015g83a	mRNA.RE00502
Em0015g843a	mRNA.RE16271
Em0015g845a	mRNA.RE14583
Em0015g84a	mRNA.RE16341
Em0015g854a	mRNA.RE10723
Em0015g85a	mRNA.RE02837
Em0015g864a	mRNA.RE13990
Em0015g866a	mRNA.RE16316
Em0015g877a	mRNA.RE07364
Em0015g878a	mRNA.RE07368
Em0015g87a	mRNA.RE16260
Em0015g880a	mRNA.RE10083
Em0015g885a	mRNA.RE09787
Em0015g886a	mRNA.RE05447
Em0015g902a	mRNA.RE02850
Em0015g903a	mRNA.RE12117
Em0015g908a	mRNA.RE04450
Em0015g909a	mRNA.RE15145
Em0015g91a	mRNA.RE00928
Em0015g920a	mRNA.RE06008
Em0015g921a	mRNA.RE16345
Em0015g92a	mRNA.RE16153
Em0015g935a	mRNA.RE09801
Em0015g936a	mRNA.RE05439
Em0015g94a	mRNA.RE16298
Em0015g953a	mRNA.RE15525
Em0015g958a	mRNA.RE06966
Em0015g95a	mRNA.RE16240
Em0015g964a	mRNA.RE02852
Em0015g972a	mRNA.RE06022
Em0015g977a	mRNA.RE09723
Em0015g978a	mRNA.RE00210
Em0015g97a	mRNA.RE09790
Em0015g980a	mRNA.RE16183
Em0015g981a	mRNA.RE16184
Em0015g982a	mRNA.RE00916
Em0015g984a	mRNA.RE07079
Em0015g985a	mRNA.RE16138
Em0015g98a	mRNA.RE12136
Em0015g993a	mRNA.RE07700
Em0015g99a	mRNA.RE04862
Em0016g1000a	mRNA.RE02737
Em0016g1002a	mRNA.RE02610
Em0016g1003a	mRNA.RE07437
Em0016g1004a	mRNA.RE10343
Em0016g1005a	mRNA.RE09750
Em0016g1009a	mRNA.RE09751
Em0016g1013a	mRNA.RE06962
Em0016g1016a	mRNA.RE11289
Em0016g1017a	mRNA.RE09203
Em0016g1018a	mRNA.RE15516
Em0016g1019a	mRNA.RE02649
Em0016g1020a	mRNA.RE13446
Em0016g1022a	mRNA.RE04730
Em0016g1024a	mRNA.RE10381
Em0016g1027a	mRNA.RE02620
Em0016g1031a	mRNA.RE13090
Em0016g1033a	mRNA.RE06204
Em0016g1036a	mRNA.RE16497
Em0016g1038a	mRNA.RE12756
Em0016g103a	mRNA.RE14857
Em0016g1042a	mRNA.RE08027
Em0016g1044a	mRNA.RE02074
Em0016g1045a	mRNA.RE11058
Em0016g1046a	mRNA.RE02039
Em0016g1048a	mRNA.RE08686
Em0016g1049a	mRNA.RE12838
Em0016g104a	mRNA.RE10393
Em0016g105a	mRNA.RE09680
Em0016g1066a	mRNA.RE15782
Em0016g1067a	mRNA.RE11276
Em0016g1071a	mRNA.RE02128
Em0016g1074a	mRNA.RE11055
Em0016g1075a	mRNA.RE16785
Em0016g1086a	mRNA.RE04720
Em0016g1089a	mRNA.RE02752
Em0016g108a	mRNA.RE09762
Em0016g1090a	mRNA.RE08519
Em0016g1092a	mRNA.RE08993
Em0016g1095a	mRNA.RE09659
Em0016g1097a	mRNA.RE09660
Em0016g1099a	mRNA.RE09752
Em0016g109a	mRNA.RE09302
Em0016g1100a	mRNA.RE11183
Em0016g1101a	mRNA.RE11186
Em0016g1102a	mRNA.RE09753
Em0016g1104a	mRNA.RE02414
Em0016g1106a	mRNA.RE10350
Em0016g1107a	mRNA.RE14867
Em0016g1108a	mRNA.RE06444
Em0016g1109a	mRNA.RE02061
Em0016g110a	mRNA.RE12712
Em0016g1110a	mRNA.RE17046
Em0016g1114a	mRNA.RE04337
Em0016g1115a	mRNA.RE11201
Em0016g111a	mRNA.RE12713
Em0016g1132a	mRNA.RE02736
Em0016g1134a	mRNA.RE02627
Em0016g1137a	mRNA.RE02731
Em0016g113a	mRNA.RE07460
Em0016g1150a	mRNA.RE02988
Em0016g1163a	mRNA.RE12714
Em0016g1164a	mRNA.RE02650
Em0016g1165a	mRNA.RE10379
Em0016g1167a	mRNA.RE11190
Em0016g1170a	mRNA.RE13436
Em0016g1173a	mRNA.RE01095
Em0016g1174a	mRNA.RE10398
Em0016g1175a	mRNA.RE13438
Em0016g1177a	mRNA.RE04684
Em0016g1179a	mRNA.RE09669
Em0016g117a	mRNA.RE12345
Em0016g118a	mRNA.RE09665
Em0016g11a	mRNA.RE08350
Em0016g122a	mRNA.RE09695
Em0016g123a	mRNA.RE12727
Em0016g128a	mRNA.RE08730
Em0016g129a	mRNA.RE12337
Em0016g12a	mRNA.RE11191
Em0016g132a	mRNA.RE04764
Em0016g133a	mRNA.RE04917
Em0016g134a	mRNA.RE00814
Em0016g140a	mRNA.RE08709
Em0016g145a	mRNA.RE07439
Em0016g148a	mRNA.RE11158
Em0016g149a	mRNA.RE13426
Em0016g150a	mRNA.RE04741
Em0016g152a	mRNA.RE11149
Em0016g154a	mRNA.RE02733
Em0016g155a	mRNA.RE02732
Em0016g156a	mRNA.RE06472
Em0016g157a	mRNA.RE13377
Em0016g159a	mRNA.RE15397
Em0016g162a	mRNA.RE04769
Em0016g163a	mRNA.RE09664
Em0016g164a	mRNA.RE07413
Em0016g165a	mRNA.RE11152
Em0016g166a	mRNA.RE08304
Em0016g168a	mRNA.RE04739
Em0016g169a	mRNA.RE16950
Em0016g171a	mRNA.RE11204
Em0016g172a	mRNA.RE12752
Em0016g173a	mRNA.RE11199
Em0016g178a	mRNA.RE01177
Em0016g179a	mRNA.RE09759
Em0016g183a	mRNA.RE05432
Em0016g184a	mRNA.RE13443
Em0016g185a	mRNA.RE15393
Em0016g18a	mRNA.RE06258
Em0016g190a	mRNA.RE11222
Em0016g194a	mRNA.RE10335
Em0016g20a	mRNA.RE03162
Em0016g214a	mRNA.RE08708
Em0016g215a	mRNA.RE08733
Em0016g217a	mRNA.RE09697
Em0016g218a	mRNA.RE12702
Em0016g21a	mRNA.RE10383
Em0016g223a	mRNA.RE14481
Em0016g224a	mRNA.RE09749
Em0016g225a	mRNA.RE12644
Em0016g239a	mRNA.RE09424
Em0016g240a	mRNA.RE14198
Em0016g245a	mRNA.RE06187
Em0016g246a	mRNA.RE09427
Em0016g248a	mRNA.RE09493
Em0016g24a	mRNA.RE12726
Em0016g250a	mRNA.RE09731
Em0016g252a	mRNA.RE10395
Em0016g256a	mRNA.RE14451
Em0016g257a	mRNA.RE09746
Em0016g259a	mRNA.RE07463
Em0016g260a	mRNA.RE10925
Em0016g263a	mRNA.RE10216
Em0016g264a	mRNA.RE07444
Em0016g265a	mRNA.RE02744
Em0016g273a	mRNA.RE13981
Em0016g274a	mRNA.RE04725
Em0016g275a	mRNA.RE04758
Em0016g276a	mRNA.RE04726
Em0016g279a	mRNA.RE02368
Em0016g280a	mRNA.RE07340
Em0016g281a	mRNA.RE13883
Em0016g283a	mRNA.RE11138
Em0016g284a	mRNA.RE11139
Em0016g287a	mRNA.RE09745
Em0016g288a	mRNA.RE16689
Em0016g289a	mRNA.RE04491
Em0016g292a	mRNA.RE08710
Em0016g293a	mRNA.RE16140
Em0016g295a	mRNA.RE15305
Em0016g29a	mRNA.RE09661
Em0016g300a	mRNA.RE02747
Em0016g301a	mRNA.RE02066
Em0016g304a	mRNA.RE02621
Em0016g307a	mRNA.RE11129
Em0016g308a	mRNA.RE07050
Em0016g30a	mRNA.RE04633
Em0016g31a	mRNA.RE00813
Em0016g335a	mRNA.RE00953
Em0016g337a	mRNA.RE01419
Em0016g346a	mRNA.RE01418
Em0016g347a	mRNA.RE02749
Em0016g348a	mRNA.RE02953
Em0016g349a	mRNA.RE02754
Em0016g34a	mRNA.RE07434
Em0016g355a	mRNA.RE07433
Em0016g356a	mRNA.RE11699
Em0016g358a	mRNA.RE12760
Em0016g359a	mRNA.RE09756
Em0016g362a	mRNA.RE00677
Em0016g370a	mRNA.RE10485
Em0016g377a	mRNA.RE15696
Em0016g383a	mRNA.RE10450
Em0016g384a	mRNA.RE03798
Em0016g391a	mRNA.RE02748
Em0016g392a	mRNA.RE01923
Em0016g398a	mRNA.RE02428
Em0016g399a	mRNA.RE09322
Em0016g39a	mRNA.RE08722
Em0016g401a	mRNA.RE09554
Em0016g418a	mRNA.RE04740
Em0016g419a	mRNA.RE08520
Em0016g41a	mRNA.RE11164
Em0016g421a	mRNA.RE14362
Em0016g422a	mRNA.RE08062
Em0016g423a	mRNA.RE02136
Em0016g425a	mRNA.RE04637
Em0016g438a	mRNA.RE12759
Em0016g43a	mRNA.RE12719
Em0016g440a	mRNA.RE04002
Em0016g450a	mRNA.RE15021
Em0016g452a	mRNA.RE04724
Em0016g458a	mRNA.RE09612
Em0016g45a	mRNA.RE13444
Em0016g46a	mRNA.RE01914
Em0016g477a	mRNA.RE11805
Em0016g503a	mRNA.RE07416
Em0016g50a	mRNA.RE02741
Em0016g517a	mRNA.RE08259
Em0016g518a	mRNA.RE05877
Em0016g519a	mRNA.RE17038
Em0016g521a	mRNA.RE14061
Em0016g524a	mRNA.RE01819
Em0016g527a	mRNA.RE06529
Em0016g530a	mRNA.RE00815
Em0016g533a	mRNA.RE08957
Em0016g534a	mRNA.RE08956
Em0016g536a	mRNA.RE09642
Em0016g539a	mRNA.RE03175
Em0016g541a	mRNA.RE02871
Em0016g544a	mRNA.RE08716
Em0016g546a	mRNA.RE17030
Em0016g547a	mRNA.RE08636
Em0016g549a	mRNA.RE16276
Em0016g550a	mRNA.RE12737
Em0016g551a	mRNA.RE11128
Em0016g552a	mRNA.RE04751
Em0016g557a	mRNA.RE07430
Em0016g559a	mRNA.RE13648
Em0016g560a	mRNA.RE04925
Em0016g561a	mRNA.RE11198
Em0016g564a	mRNA.RE02299
Em0016g569a	mRNA.RE09736
Em0016g570a	mRNA.RE15803
Em0016g579a	mRNA.RE09709
Em0016g57a	mRNA.RE09763
Em0016g586a	mRNA.RE00450
Em0016g588a	mRNA.RE11303
Em0016g58a	mRNA.RE10337
Em0016g597a	mRNA.RE10497
Em0016g61a	mRNA.RE08738
Em0016g621a	mRNA.RE11864
Em0016g622a	mRNA.RE13435
Em0016g62a	mRNA.RE13490
Em0016g635a	mRNA.RE11226
Em0016g656a	mRNA.RE02738
Em0016g659a	mRNA.RE12770
Em0016g65a	mRNA.RE13794
Em0016g660a	mRNA.RE00837
Em0016g68a	mRNA.RE04759
Em0016g696a	mRNA.RE04834
Em0016g698a	mRNA.RE09706
Em0016g69a	mRNA.RE12730
Em0016g741a	mRNA.RE11227
Em0016g746a	mRNA.RE11140
Em0016g754a	mRNA.RE02743
Em0016g774a	mRNA.RE08828
Em0016g790a	mRNA.RE14944
Em0016g81a	mRNA.RE12723
Em0016g821a	mRNA.RE09707
Em0016g84a	mRNA.RE10573
Em0016g85a	mRNA.RE11159
Em0016g879a	mRNA.RE07481
Em0016g87a	mRNA.RE16252
Em0016g882a	mRNA.RE13423
Em0016g88a	mRNA.RE02874
Em0016g900a	mRNA.RE09582
Em0016g901a	mRNA.RE10403
Em0016g904a	mRNA.RE13117
Em0016g910a	mRNA.RE04763
Em0016g911a	mRNA.RE12790
Em0016g912a	mRNA.RE07404
Em0016g913a	mRNA.RE06574
Em0016g917a	mRNA.RE12720
Em0016g918a	mRNA.RE11180
Em0016g919a	mRNA.RE07441
Em0016g923a	mRNA.RE12721
Em0016g924a	mRNA.RE12781
Em0016g92a	mRNA.RE07455
Em0016g930a	mRNA.RE02286
Em0016g935a	mRNA.RE11209
Em0016g938a	mRNA.RE12802
Em0016g939a	mRNA.RE05786
Em0016g945a	mRNA.RE05382
Em0016g946a	mRNA.RE10388
Em0016g947a	mRNA.RE11215
Em0016g948a	mRNA.RE06023
Em0016g949a	mRNA.RE11179
Em0016g960a	mRNA.RE09463
Em0016g979a	mRNA.RE09734
Em0016g981a	mRNA.RE13448
Em0016g982a	mRNA.RE09713
Em0016g983a	mRNA.RE09714
Em0016g984a	mRNA.RE07405
Em0016g985a	mRNA.RE09049
Em0016g986a	mRNA.RE07409
Em0016g987a	mRNA.RE00887
Em0016g989a	mRNA.RE07407
Em0016g990a	mRNA.RE15225
Em0016g992a	mRNA.RE11946
Em0016g994a	mRNA.RE07462
Em0016g995a	mRNA.RE02739
Em0016g996a	mRNA.RE08750
Em0016g997a	mRNA.RE02366
Em0016g999a	mRNA.RE04716
Em0017g113a	mRNA.RE01634
Em0017g126a	mRNA.RE11858
Em0017g127a	mRNA.RE16169
Em0017g134a	mRNA.RE00895
Em0017g141a	mRNA.RE01265
Em0017g148a	mRNA.RE10446
Em0017g154a	mRNA.RE04943
Em0017g159a	mRNA.RE11295
Em0017g160a	mRNA.RE05096
Em0017g169a	mRNA.RE11185
Em0017g16a	mRNA.RE12765
Em0017g177a	mRNA.RE01628
Em0017g17a	mRNA.RE04915
Em0017g180a	mRNA.RE14877
Em0017g182a	mRNA.RE14108
Em0017g184a	mRNA.RE11409
Em0017g186a	mRNA.RE05823
Em0017g187a	mRNA.RE04948
Em0017g197a	mRNA.RE11406
Em0017g199a	mRNA.RE07839
Em0017g19a	mRNA.RE06275
Em0017g206a	mRNA.RE04947
Em0017g208a	mRNA.RE11402
Em0017g20a	mRNA.RE05511
Em0017g213a	mRNA.RE14117
Em0017g214a	mRNA.RE07036
Em0017g219a	mRNA.RE08648
Em0017g21a	mRNA.RE00712
Em0017g224a	mRNA.RE06086
